Lambda,Kendall_Tau,P_Value
0.0861,0.6732159220861766,1.3170749949606857e-14
0.1053,0.6580000483623206,4.926531952420911e-14
0.1244,0.6770861164715979,8.243893207641253e-15
0.1436,0.6668433841427107,2.127952362609832e-14
0.1627,0.6777868169261562,7.506854155840879e-15
0.1818,0.6452980358860768,1.3692765737434693e-13
0.201,0.6304635982795004,4.859227455942833e-13
0.2201,0.6488348367750381,9.942421004229793e-14
0.2393,0.6220225826223352,9.493268838062155e-13
0.2584,0.5994177162190694,6.130686319818288e-12
