Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.04,0.42857142857142855,0.25,0.42857142857142855,0.1111111111111111
10,0.08,0.3333333333333333,0.17647058823529413,0.42857142857142855,0.1111111111111111
15,0.12,0.30434782608695654,0.25,0.42857142857142855,0.15384615384615385
20,0.16,0.2903225806451613,0.3333333333333333,0.42857142857142855,0.21212121212121213
25,0.2,0.25,0.47058823529411764,0.3888888888888889,0.25
30,0.24,0.2765957446808511,0.5384615384615384,0.36363636363636365,0.30434782608695654
35,0.288,0.26785714285714285,0.4791666666666667,0.42,0.2909090909090909
40,0.328,0.32786885245901637,0.39655172413793105,0.44642857142857145,0.3064516129032258
45,0.368,0.3382352941176471,0.3382352941176471,0.4444444444444444,0.4
50,0.408,0.3466666666666667,0.2948717948717949,0.44285714285714284,0.463768115942029
55,0.448,0.3373493975903614,0.26136363636363635,0.44871794871794873,0.5857142857142857
60,0.496,0.34065934065934067,0.23232323232323232,0.5308641975308642,0.7083333333333334
65,0.536,0.3894736842105263,0.21100917431192662,0.5764705882352941,0.7866666666666666
70,0.576,0.42,0.21367521367521367,0.6551724137931034,0.8974358974358975
75,0.616,0.47572815533980584,0.26666666666666666,0.7222222222222222,0.8953488372093024
80,0.656,0.514018691588785,0.33884297520661155,0.7368421052631579,0.8163265306122449
