feature,score,rank
Global Relative Change in Avg Clustering,0.2801373236415986,1
Clustering Coefficient,0.15350486964056456,2
Betweenness Centrality,0.0977213262111452,3
Leverage Centrality,0.09702977899702575,4
Isolating Centrality,0.04644910341323243,5
DIL Centrality,0.04121525642341773,6
Volume Centrality,0.0388896263295288,7
Closeness Centrality,0.03849119709187257,8
Eccentricity Centrality,0.03169298345737535,9
PageRank Centrality,0.030934043304805158,10
K-Shell Value,0.02671131436173814,11
P Value,0.0259967334267465,12
Global Relative Change in Avg Degree,0.02250161499147359,13
GSM,0.021448338117165407,14
Node H-Index,0.021437193414257733,15
Clustered Local Degree,0.020358337904464556,16
HCC Value,0.020195531522977542,17
GGC Values,0.019483336867657273,18
DNC Scores,0.01918681041898398,19
GIN Values,0.018957252260818108,20
Degree Centrality,0.01761836369260892,21
Improved Gravity Index Values,0.016778731697128537,22
Gravity Index Centrality,0.01667957091510143,23
MDD Value,0.01608261984860457,24
Eigenvector Centrality,0.014575485180838725,25
Local-Global Centrality,0.014510205732730022,26
HVGc Index,0.013993526505327498,27
Societal Capital Scores,0.01395567933223803,28
Semi local centrality,0.013929567150526349,29
Extended Degree,0.013884083363817717,30
EIGSM Values,0.013773586873257219,31
Extended Coreness,0.013754544951853482,32
Coreness Centrality,0.013674311801658194,33
I-GSM Values,0.013239736642155449,34
CLC Values,0.013153729525993007,35
Second order centrality,0.013059861790308729,36
PE Values,0.01289107315522896,37
Subgraph centrality,0.012859872738594404,38
Centrality Values,0.012821227741298697,39
Density Centrality,0.012626723247264292,40
EHCC Value,0.012476643476101881,41
Extended Improved Gravity Index Values,0.012143067082929301,42
Gravity Model Centrality,0.01156060118126868,43
MCGM Values,0.010689690265739115,44
Laplacian Centrality,0.010064489498570634,45
H Values,0.009274820534775458,46
LGC Scores,0.009207554203665634,47
Local Gravity Model Centrality,0.008471686962381143,48
Constraint Coefficients,0.006584491660256482,49
H-GSM_1,0.001792789047342389,50
