Lambda,Centrality,Kendall_Tau,P_Value
0.0292,Degree_Centrality,0.756251213592424,2.5835488817094254e-224
0.0292,Betweenness_Centrality,0.5810772868251973,5.136176980274415e-139
0.0292,PageRank_Centrality,0.6297508037007373,4.640776712907679e-171
0.0292,Closeness_Centrality,0.6333296313652297,6.618751429997656e-173
0.0292,Eigenvector_Centrality,0.6300545242085143,3.2069361187435263e-171
0.0357,Degree_Centrality,0.7458584240346984,2.710697248486607e-219
0.0357,Betweenness_Centrality,0.5652824985617309,2.7008068280780574e-132
0.0357,PageRank_Centrality,0.6103705781967942,1.3872713850443193e-161
0.0357,Closeness_Centrality,0.6563792678197875,1.8741439297217107e-186
0.0357,Eigenvector_Centrality,0.661483843158572,2.034401323911344e-189
0.0422,Degree_Centrality,0.7206965105395575,1.5008997962258473e-205
0.0422,Betweenness_Centrality,0.54403489758347,4.447943473472326e-123
0.0422,PageRank_Centrality,0.5812617079008167,3.343677432116977e-147
0.0422,Closeness_Centrality,0.6749270527499424,1.1688811954822788e-197
0.0422,Eigenvector_Centrality,0.6849238063082745,1.379018997424812e-203
0.0486,Degree_Centrality,0.6996015399215014,2.622739094644774e-194
0.0486,Betweenness_Centrality,0.5208592456156224,2.8872922752334016e-113
0.0486,PageRank_Centrality,0.554006632165955,3.028205913072862e-134
0.0486,Closeness_Centrality,0.6916335902428545,5.459159607236707e-208
0.0486,Eigenvector_Centrality,0.708989252807509,1.4990505240162333e-218
0.0551,Degree_Centrality,0.6832533042976068,1.0549293518786295e-185
0.0551,Betweenness_Centrality,0.5066548439685226,1.9542514890240596e-107
0.0551,PageRank_Centrality,0.5345144991696017,2.7507357272888867e-125
0.0551,Closeness_Centrality,0.7072781062605014,9.889840536640846e-218
0.0551,Eigenvector_Centrality,0.7266200569637771,8.65064980207771e-230
0.0616,Degree_Centrality,0.6741862791325413,3.898659354816773e-181
0.0616,Betweenness_Centrality,0.49356723497680016,3.2900531833483502e-102
0.0616,PageRank_Centrality,0.52120544142779,2.1089986133587666e-119
0.0616,Closeness_Centrality,0.7167531048126266,6.925762780059528e-224
0.0616,Eigenvector_Centrality,0.7436759035446778,5.7369852976723346e-241
0.0681,Degree_Centrality,0.6596371854187038,1.2555297784971886e-173
0.0681,Betweenness_Centrality,0.48167203423755867,1.6428429245669636e-97
0.0681,PageRank_Centrality,0.503419851161478,1.3004906668756417e-111
0.0681,Closeness_Centrality,0.7306512613040116,9.370883734921668e-233
0.0681,Eigenvector_Centrality,0.7633316589353143,5.8204846472931845e-254
0.0746,Degree_Centrality,0.6602426281692294,4.671077584954888e-174
0.0746,Betweenness_Centrality,0.48815317343347536,3.638615816306661e-100
0.0746,PageRank_Centrality,0.503826103340498,7.312222291880438e-112
0.0746,Closeness_Centrality,0.7457439108064203,1.5335768657880823e-242
0.0746,Eigenvector_Centrality,0.783535743493641,1.2075369270981412e-267
0.0811,Degree_Centrality,0.6619761303789153,5.283230645681121e-175
0.0811,Betweenness_Centrality,0.4796908336048874,8.205577316796869e-97
0.0811,PageRank_Centrality,0.5034726425500676,9.80524984397248e-112
0.0811,Closeness_Centrality,0.7345397442629951,1.989008484447953e-235
0.0811,Eigenvector_Centrality,0.7790719681043082,1.082311224254158e-264
0.0876,Degree_Centrality,0.655231307975152,1.4474981111981686e-171
0.0876,Betweenness_Centrality,0.47799557961446243,3.511003043282932e-96
0.0876,PageRank_Centrality,0.4933419390234911,2.0999629617367975e-107
0.0876,Closeness_Centrality,0.7496926535745402,2.9884486331480374e-245
0.0876,Eigenvector_Centrality,0.7928589892046431,3.547370453817445e-274
