Starting Node,Average Spreading Ability,Node,Rank
6,7.1,6,5.0
1,6.67,1,6.0
8,6.22,8,10.0
45,6.53,45,8.0
54,9.93,54,1.0
89,7.25,89,4.0
76,2.32,76,55.0
85,2.73,85,43.0
28,5.01,28,14.0
38,5.36,38,12.0
39,3.06,39,34.0
42,3.88,42,21.0
72,8.82,72,2.0
9,4.86,9,15.0
10,4.32,10,18.0
19,3.81,19,23.0
29,5.2,29,13.0
36,3.34,36,30.0
37,2.95,37,37.0
47,3.75,47,24.0
51,6.49,51,9.0
61,5.57,61,11.0
67,3.56,67,27.0
92,3.75,92,24.0
93,7.37,93,3.0
56,6.65,56,7.0
2,3.05,2,35.0
11,3.29,11,31.0
52,2.88,52,40.0
80,2.57,80,47.0
90,3.27,90,32.0
75,3.36,75,29.0
3,1.92,3,67.0
13,2.3,13,57.0
66,2.25,66,59.0
4,1.7,4,76.0
16,2.38,16,52.0
5,3.66,5,26.0
17,1.66,17,78.0
20,2.35,20,53.0
40,3.99,40,20.0
59,1.72,59,74.0
15,2.93,15,38.0
34,2.58,34,46.0
48,3.11,48,33.0
31,3.82,31,22.0
35,1.89,35,68.0
43,4.3,43,19.0
58,2.56,58,48.0
74,4.56,74,16.0
79,3.0,79,36.0
83,2.92,83,39.0
26,2.51,26,49.0
46,2.09,46,62.0
64,4.45,64,17.0
82,2.31,82,56.0
84,2.75,84,42.0
86,2.84,86,41.0
7,2.41,7,51.0
95,3.49,95,28.0
25,2.88,25,40.0
32,1.85,32,71.0
78,2.58,78,46.0
50,1.84,50,72.0
44,2.47,44,50.0
62,3.71,62,25.0
69,2.67,69,44.0
63,2.07,63,63.0
94,1.86,94,70.0
12,1.63,12,79.0
21,2.23,21,60.0
33,1.7,33,76.0
24,1.53,24,80.0
41,2.33,41,54.0
14,1.83,14,73.0
81,2.27,81,58.0
88,1.48,88,82.0
77,1.47,77,83.0
96,1.27,96,86.0
18,1.39,18,85.0
53,2.88,53,40.0
22,2.16,22,61.0
27,1.51,27,81.0
57,1.63,57,79.0
70,1.89,70,68.0
65,1.88,65,69.0
68,2.6,68,45.0
91,1.47,91,83.0
23,2.04,23,64.0
30,1.71,30,75.0
55,1.96,55,65.0
60,1.95,60,66.0
71,1.67,71,77.0
73,1.86,73,70.0
87,1.26,87,87.0
49,1.44,49,84.0
