Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.17668444013572465,0.7083207976608319,1.7844889544018388e-278,0.3533688802714493,0.17668444013572465,0.530053320407174
0.2159476490547746,0.7369139675699206,6.314885097071604e-302,0.3533688802714493,0.17668444013572465,0.530053320407174
0.2552108579738245,0.7709351245764181,0.0,0.3533688802714493,0.17668444013572465,0.530053320407174
0.2944740668928744,0.7868600306499908,0.0,0.3533688802714493,0.17668444013572465,0.530053320407174
0.33373727581192436,0.7997427090958514,0.0,0.3533688802714493,0.17668444013572465,0.530053320407174
0.3730004847309743,0.7728534678398464,0.0,0.3533688802714493,0.17668444013572465,0.530053320407174
0.41226369365002424,0.7345396284615479,3.3289494933778186e-301,0.3533688802714493,0.17668444013572465,0.530053320407174
0.45152690256907413,0.7002783934360701,5.027114845263038e-274,0.3533688802714493,0.17668444013572465,0.530053320407174
0.49079011148812407,0.6567032187902243,2.8092263035584883e-241,0.3533688802714493,0.17668444013572465,0.530053320407174
0.530053320407174,0.6242473972022056,3.007369544990169e-218,0.3533688802714493,0.17668444013572465,0.530053320407174
