Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.0067609543214317905,0.8308424967690134,8.667879901540813e-256,0.013521908642863581,0.0067609543214317905,0.02028286296429537
0.0082633886150833,0.8283342636679679,5.057452514989422e-255,0.013521908642863581,0.0067609543214317905,0.02028286296429537
0.009765822908734808,0.8294917134886375,3.1841056489933537e-256,0.013521908642863581,0.0067609543214317905,0.02028286296429537
0.011268257202386316,0.8189402343396662,3.7582208827985165e-250,0.013521908642863581,0.0067609543214317905,0.02028286296429537
0.012770691496037826,0.8220298168332844,3.0161200810355983e-252,0.013521908642863581,0.0067609543214317905,0.02028286296429537
0.014273125789689336,0.8289662607574924,1.1282940566854192e-256,0.013521908642863581,0.0067609543214317905,0.02028286296429537
0.015775560083340842,0.8289627243829552,9.092187885958401e-257,0.013521908642863581,0.0067609543214317905,0.02028286296429537
0.017277994376992352,0.8397767073980774,1.5910591809465087e-263,0.013521908642863581,0.0067609543214317905,0.02028286296429537
0.01878042867064386,0.8482741878999368,7.198040914239403e-269,0.013521908642863581,0.0067609543214317905,0.02028286296429537
0.02028286296429537,0.864084368610224,6.0269506823534654e-279,0.013521908642863581,0.0067609543214317905,0.02028286296429537
