Node,Spreading Ability,Rank
2,55.07,1
23,51.25,2
379,45.5,3
84,49.2,4
334,48.65,5
245,44.41,6
9,52.17,7
387,48.94,8
7,53.8,9
402,34.34,10
4,49.38,11
8,50.31,12
325,46.32,13
250,45.78,14
333,44.61,15
6,37.1,16
151,45.33,17
244,45.1,18
15,37.48,19
347,36.16,20
506,33.12,21
540,32.93,22
153,46.71,23
411,31.8,24
97,52.0,25
12,37.31,26
574,27.68,27
11,41.99,28
608,27.6,29
164,48.78,30
101,46.86,31
173,45.4,32
69,41.8,33
169,43.11,34
261,38.92,35
149,38.54,36
507,34.36,37
395,34.3,38
318,38.36,39
383,35.57,40
401,44.41,41
329,40.79,42
380,36.59,43
130,35.34,44
17,36.27,45
254,40.44,46
92,45.69,47
124,38.64,48
544,32.49,49
30,32.18,50
416,31.46,51
111,31.34,52
13,32.46,53
263,33.06,54
5,42.55,55
158,38.47,56
539,30.61,57
418,30.11,58
563,29.97,59
90,40.97,60
77,34.12,61
237,33.95,62
24,36.07,63
324,32.61,64
404,28.88,65
339,41.52,66
625,28.62,67
331,28.8,68
262,28.54,69
26,40.29,70
505,30.28,71
393,27.44,72
580,28.18,73
81,42.47,74
132,27.32,75
20,44.02,76
394,32.7,77
171,35.71,78
330,34.82,79
19,32.05,80
634,27.14,81
31,32.18,82
131,26.55,83
230,26.31,84
134,28.03,85
508,37.79,86
519,27.17,87
105,39.84,88
161,42.77,89
546,26.13,90
268,39.24,91
621,26.03,92
29,26.65,93
352,25.77,94
102,42.62,95
106,33.18,96
10,32.65,97
509,31.38,98
549,25.58,99
801,25.51,100
607,25.06,101
152,34.14,102
553,24.92,103
43,24.88,104
525,24.55,105
541,24.47,106
135,24.38,107
28,33.77,108
86,31.86,109
511,24.36,110
589,26.49,111
235,35.2,112
27,32.07,113
144,26.0,114
35,23.67,115
340,38.61,116
516,28.42,117
612,24.31,118
542,24.01,119
409,30.09,120
114,34.44,121
247,29.71,122
109,40.62,123
143,23.26,124
584,22.94,125
619,22.82,126
326,23.13,127
229,33.24,128
313,31.14,129
16,33.04,130
527,25.64,131
513,22.7,132
547,22.46,133
624,21.8,134
269,21.79,135
253,32.45,136
498,24.75,137
238,21.86,138
622,21.78,139
432,21.34,140
837,21.34,140
626,21.24,141
99,39.84,142
184,21.16,143
327,25.28,144
249,34.17,145
349,20.71,146
95,40.21,147
822,20.67,148
160,36.33,149
628,20.51,150
36,23.14,151
332,31.84,152
419,28.07,153
439,26.92,154
565,20.38,155
344,32.57,156
1,34.2,157
236,29.42,158
320,27.75,159
234,24.33,160
145,33.28,161
817,21.45,162
112,30.09,163
246,29.14,164
100,26.38,165
115,28.38,166
186,20.37,167
623,23.24,168
116,26.27,169
412,24.36,170
614,20.29,171
378,25.3,172
91,35.45,173
391,21.79,174
500,25.91,175
239,31.11,176
104,25.12,177
390,29.94,178
154,37.02,179
388,32.91,180
80,30.17,181
321,26.03,182
410,24.82,183
66,24.42,184
351,24.24,185
570,20.76,186
564,19.84,187
49,19.51,188
616,19.5,189
514,20.65,190
615,19.47,191
251,27.0,192
397,30.95,193
526,23.95,194
335,23.8,195
350,19.23,196
414,23.07,197
322,20.9,198
341,29.32,199
18,28.83,200
168,26.98,201
427,19.33,202
265,27.17,203
399,32.89,204
415,24.96,205
554,22.58,206
118,29.17,207
117,22.39,208
64,24.57,209
159,22.16,210
128,23.55,211
125,28.96,212
25,32.47,213
515,20.05,214
425,19.17,215
157,32.65,216
89,30.61,217
531,18.63,218
319,21.91,219
240,21.9,220
317,28.54,221
613,18.39,222
138,18.14,223
278,17.82,224
637,17.66,225
617,17.49,226
32,17.39,227
70,24.89,228
569,18.62,229
786,17.14,230
252,24.98,231
520,32.95,232
37,20.13,233
503,17.13,234
231,22.08,235
688,17.11,236
635,17.1,237
259,22.67,238
517,20.98,239
328,32.05,240
282,18.5,241
431,16.95,242
103,27.11,243
323,21.94,244
255,26.34,245
437,18.0,246
314,25.37,247
260,35.13,248
156,27.32,249
346,22.71,250
392,21.42,251
618,16.76,252
578,16.69,253
537,21.89,254
396,23.97,255
440,16.62,256
567,16.48,257
422,16.06,258
502,28.58,259
518,22.45,260
148,23.42,261
610,15.68,262
645,15.6,263
428,15.26,264
575,15.19,265
107,29.59,266
83,22.13,267
550,23.34,268
85,17.07,269
435,15.13,270
336,24.29,271
93,35.9,272
840,14.81,273
512,19.36,274
579,18.25,275
266,23.41,276
75,16.3,277
839,15.05,278
799,17.92,279
551,19.26,280
787,15.3,281
834,28.37,282
420,14.77,283
568,14.58,284
243,25.93,285
48,14.5,286
424,14.37,287
315,19.67,288
3,30.01,289
405,16.32,290
646,14.19,291
577,13.86,292
611,13.8,293
137,13.74,294
123,24.94,295
558,13.67,296
38,20.52,297
631,13.61,298
14,24.71,299
110,20.71,300
248,23.2,301
545,19.81,302
316,19.55,303
82,27.85,304
797,17.45,305
832,17.29,306
647,13.64,307
582,13.59,308
630,13.42,309
191,13.13,310
264,29.5,311
633,13.06,312
560,13.64,313
233,19.53,314
655,13.01,315
141,12.78,316
538,14.17,317
504,19.66,318
343,20.62,319
129,16.75,320
896,12.57,321
627,15.9,322
57,12.41,323
33,23.0,324
385,18.56,325
529,20.42,326
122,12.38,327
528,18.05,328
620,12.3,329
108,28.22,330
533,12.22,331
337,23.53,332
543,12.09,333
232,24.98,334
429,11.97,335
140,11.85,336
68,23.04,337
276,11.81,338
649,13.44,339
571,11.76,340
679,11.49,341
22,14.46,342
823,21.15,343
426,11.36,344
192,11.1,345
662,10.63,346
384,24.98,347
838,19.97,348
798,15.86,349
566,14.63,350
447,10.58,351
448,10.45,352
499,19.54,353
629,11.46,354
576,13.11,355
639,10.4,356
127,18.94,357
599,10.37,358
348,21.96,359
587,10.29,360
548,11.35,361
651,10.21,362
467,10.19,363
552,10.77,364
47,9.87,365
523,19.47,366
843,15.81,367
162,25.1,368
796,24.18,369
592,9.76,370
195,9.7,371
183,9.56,372
794,22.68,373
555,19.04,374
836,21.26,375
844,14.74,376
181,13.97,377
561,12.85,378
510,17.02,379
362,9.48,380
778,9.24,381
802,10.49,382
841,15.73,383
800,9.78,384
338,26.35,385
258,23.55,386
39,25.01,387
342,19.93,388
87,17.88,389
273,17.47,390
274,14.89,391
581,11.8,392
146,21.23,393
94,20.73,394
636,11.06,395
654,9.18,396
228,20.75,397
691,9.05,398
287,8.9,399
609,8.76,400
281,17.13,401
172,34.14,402
689,8.72,403
257,17.76,404
150,22.28,405
824,16.88,406
583,8.7,407
450,8.69,408
821,12.7,409
403,17.17,410
21,22.2,411
588,8.68,412
521,25.56,413
389,22.54,414
501,14.37,415
469,8.66,416
595,8.53,417
803,11.06,418
433,8.5,419
400,19.19,420
182,17.14,421
381,16.98,422
556,10.19,423
34,21.51,424
653,8.47,425
690,9.2,426
199,8.46,427
725,8.45,428
136,16.78,429
430,15.14,430
451,8.36,431
180,13.0,432
65,22.4,433
406,21.09,434
657,8.33,435
594,8.31,436
271,17.18,437
212,8.25,438
788,12.23,439
863,12.98,440
865,15.13,441
785,15.3,442
869,8.24,443
165,24.88,444
454,8.15,445
442,18.53,446
632,10.58,447
449,8.06,448
562,12.79,449
648,8.04,450
147,17.83,451
67,17.28,452
779,13.6,453
272,13.68,454
417,14.71,455
590,8.03,456
163,20.26,457
714,8.02,458
209,7.95,459
559,11.22,460
726,7.93,461
53,16.19,462
573,10.78,463
139,16.81,464
277,11.35,465
713,7.91,466
98,17.89,467
382,15.17,468
312,14.26,469
188,11.27,470
557,9.39,471
795,17.42,472
363,7.88,473
275,16.52,474
640,7.83,475
377,8.71,476
724,7.82,477
155,15.32,478
79,18.43,479
791,7.81,480
895,14.14,481
345,12.69,482
311,15.66,483
591,11.29,484
536,7.78,485
211,7.78,485
638,9.99,486
408,15.68,487
534,7.75,488
407,17.49,489
120,15.62,490
793,15.12,491
119,23.52,492
532,14.01,493
126,13.49,494
242,11.63,495
702,7.74,496
201,7.71,497
745,7.67,498
497,7.61,499
283,9.57,500
54,17.87,501
434,12.77,502
360,7.54,503
692,7.54,503
472,7.45,504
719,7.43,505
490,7.43,505
712,7.34,506
44,14.99,507
718,7.3,508
659,7.23,509
386,13.54,510
270,21.76,511
681,7.61,512
482,7.16,513
711,7.08,514
746,7.05,515
522,11.09,516
792,12.54,517
488,6.94,518
190,8.24,519
944,16.62,520
708,6.93,521
805,6.88,522
170,18.61,523
453,8.55,524
376,8.4,525
167,21.43,526
871,6.85,527
175,6.81,528
185,9.66,529
830,17.23,530
722,6.8,531
219,6.79,532
716,6.77,533
166,20.59,534
866,6.76,535
455,6.75,536
806,6.72,537
749,6.68,538
280,15.19,539
818,16.8,540
301,6.66,541
606,6.66,541
524,14.84,542
949,16.06,543
267,14.67,544
279,11.44,545
285,6.64,546
831,16.12,547
41,10.08,548
214,6.59,549
113,18.17,550
825,6.58,551
706,6.57,552
284,6.56,553
664,6.54,554
355,6.52,555
892,6.51,556
827,7.82,557
483,6.44,558
478,6.38,559
290,6.35,560
782,7.86,561
720,6.48,562
203,6.45,563
780,6.6,564
701,6.28,565
438,8.91,566
807,6.18,567
50,6.18,567
829,6.14,568
213,6.14,568
174,12.68,569
789,6.86,570
436,6.1,571
723,6.09,572
58,16.41,573
586,7.89,574
289,6.08,575
875,6.08,575
884,6.03,576
76,13.03,577
210,6.84,578
682,6.02,579
204,6.02,579
55,15.11,580
446,7.72,581
45,7.67,582
51,10.05,583
178,9.49,584
40,18.31,585
717,6.69,586
480,6.01,587
804,6.0,588
241,13.73,589
737,5.99,590
202,5.93,591
735,5.91,592
894,5.89,593
870,5.85,594
728,5.8,595
486,5.8,595
489,5.8,595
200,5.74,596
650,7.97,597
776,6.03,598
373,5.7,599
227,9.7,600
873,5.65,601
747,5.65,601
133,12.73,602
819,18.31,603
951,6.35,604
950,10.59,605
443,8.91,606
663,5.64,607
288,5.62,608
598,5.59,609
833,7.45,610
421,10.9,611
597,8.88,612
876,5.62,613
772,5.58,614
484,5.57,615
487,5.57,615
215,6.62,616
96,17.24,617
74,10.13,618
530,8.97,619
217,6.09,620
593,5.9,621
220,5.58,622
493,5.56,623
860,7.61,624
742,5.55,625
867,5.5,626
494,5.5,626
297,5.47,627
784,14.17,628
176,9.02,629
398,20.49,630
781,8.26,631
286,5.46,632
60,5.46,632
773,5.43,633
292,5.43,633
256,19.05,634
299,5.39,635
56,6.19,636
207,5.37,637
475,5.37,637
751,5.37,637
695,5.34,638
194,5.34,638
441,5.74,639
828,5.32,640
705,5.32,640
727,5.32,640
357,5.24,641
572,6.92,642
991,7.63,643
375,11.91,644
955,5.23,645
179,5.78,646
372,5.22,647
667,5.22,647
715,5.22,647
731,5.22,647
602,6.47,648
413,13.96,649
601,5.22,650
774,5.21,651
291,5.19,652
740,5.18,653
604,6.7,654
177,5.87,655
898,13.66,656
496,5.14,657
820,13.06,658
358,5.06,659
738,5.06,659
660,5.05,660
734,5.05,660
852,5.02,661
826,7.24,662
535,5.19,663
861,6.95,664
756,4.98,665
72,4.97,666
680,4.95,667
703,4.95,667
189,10.8,668
809,4.91,669
476,4.91,669
46,9.42,670
605,4.9,671
356,4.87,672
905,4.87,672
294,4.86,673
670,4.86,673
999,4.81,674
990,14.32,675
700,4.8,676
743,4.8,676
758,4.79,677
208,4.78,678
864,7.87,679
121,10.95,680
736,5.58,681
753,4.95,682
71,12.25,683
842,8.31,684
359,4.85,685
52,9.15,686
62,5.7,687
854,5.26,688
846,5.98,689
790,17.92,690
835,11.12,691
225,5.26,692
603,4.74,693
205,4.69,694
142,13.73,695
750,5.0,696
732,4.68,697
945,12.06,698
42,13.92,699
669,4.63,700
948,4.62,701
466,4.62,701
668,4.6,702
849,4.58,703
887,4.56,704
444,4.55,705
953,9.16,706
775,4.53,707
481,4.53,707
492,4.53,707
59,4.47,708
766,4.46,709
845,14.2,710
899,4.9,711
808,4.42,712
755,4.42,712
914,8.6,713
1019,5.14,714
354,5.91,715
985,4.4,716
868,6.34,717
366,4.39,718
697,4.36,719
468,4.36,719
913,6.19,720
710,4.32,721
910,4.31,722
683,4.28,723
957,4.28,723
814,4.27,724
811,4.25,725
370,4.25,725
857,4.24,726
721,4.24,726
1015,4.22,727
658,4.19,728
656,4.17,729
666,4.16,730
445,4.16,730
760,4.16,730
306,4.13,731
709,4.13,731
361,4.1,732
674,4.06,733
730,4.05,734
470,4.04,735
812,4.03,736
770,4.02,737
851,4.02,737
952,7.37,738
947,4.01,739
769,3.96,740
733,3.96,740
881,3.94,741
707,3.93,742
585,8.74,743
965,3.9,744
485,3.88,745
368,3.85,746
673,3.8,747
369,3.8,747
661,3.78,748
922,3.76,749
699,3.76,749
1014,3.76,749
1039,3.75,750
471,3.73,751
1027,3.93,752
848,4.04,753
765,3.69,754
771,3.68,755
767,3.66,756
882,3.65,757
900,3.6,758
197,3.57,759
474,3.57,759
365,3.57,759
218,4.67,760
862,4.14,761
293,3.56,762
456,5.76,763
307,3.53,764
694,3.53,764
783,3.51,765
693,3.51,765
458,4.78,766
962,4.25,767
684,3.5,768
748,4.54,769
958,3.47,770
961,4.35,771
897,6.21,772
886,3.85,773
364,5.42,774
943,6.41,775
216,5.32,776
893,5.04,777
353,4.71,778
739,4.92,779
198,5.36,780
88,12.45,781
859,4.39,782
885,4.04,783
903,3.82,784
872,4.11,785
994,3.79,786
206,4.64,787
187,10.0,788
300,3.76,789
303,3.98,790
665,3.44,791
1008,3.4,792
858,4.86,793
904,3.39,794
959,3.39,794
477,3.39,794
1028,4.98,795
652,3.35,796
367,3.27,797
878,3.2,798
907,3.19,799
452,6.04,800
491,3.16,801
1005,3.16,801
929,3.15,802
993,4.24,803
752,4.15,804
1031,4.54,805
78,10.92,806
1025,3.94,807
596,7.33,808
1013,5.42,809
374,4.84,810
883,4.08,811
63,4.05,812
672,3.72,813
759,3.72,813
877,3.5,814
764,3.5,815
908,3.48,816
979,3.46,817
987,3.45,818
423,5.85,819
741,3.91,820
600,4.62,821
686,3.38,822
888,3.26,823
921,3.24,824
460,3.56,825
671,3.44,826
224,3.14,827
941,3.24,828
1024,3.44,829
459,3.11,830
1003,3.49,831
982,3.09,832
222,3.09,832
923,3.08,833
687,3.08,833
696,3.08,833
927,3.07,834
193,5.27,835
967,3.0,836
465,3.0,836
473,2.97,837
644,2.96,838
966,2.96,838
462,2.96,838
890,2.96,838
940,2.95,839
946,2.95,839
698,2.95,839
978,2.95,839
906,4.45,840
964,3.72,841
810,3.42,842
916,3.01,843
974,3.08,844
223,2.92,845
495,2.91,846
676,2.9,847
1016,2.9,847
675,2.88,848
939,2.88,848
938,2.87,849
850,2.87,849
930,2.85,850
984,2.85,850
768,3.18,851
902,4.0,852
1018,2.91,853
937,3.11,854
988,3.71,855
901,4.55,856
915,3.13,857
977,2.83,858
853,2.82,859
917,2.81,860
889,2.81,860
936,2.84,861
935,2.78,862
308,2.78,862
973,2.77,863
763,2.76,864
1023,2.76,864
1032,2.75,865
1033,2.75,865
975,2.74,866
847,3.14,867
61,6.41,868
1029,2.72,869
986,2.72,869
479,2.72,869
934,2.68,870
744,5.33,871
976,2.67,872
371,2.67,872
956,5.4,873
1011,2.66,874
1012,2.65,875
972,2.63,876
983,2.62,877
704,3.48,878
918,2.57,879
226,2.53,880
911,2.51,881
643,2.5,882
933,2.46,883
971,2.46,883
926,2.45,884
981,2.42,885
1022,2.42,885
685,3.22,886
932,2.41,887
968,2.41,887
1035,2.4,888
641,2.37,889
989,2.32,890
855,2.27,891
677,2.24,892
1021,2.12,893
874,3.29,894
1017,1.59,895
954,2.57,896
457,4.86,897
729,4.14,898
856,2.28,899
912,2.19,900
221,3.22,901
963,3.54,902
997,4.0,903
996,3.68,904
995,3.46,905
813,3.83,906
73,3.86,907
1026,2.9,908
754,3.63,909
757,3.59,910
992,1.91,911
777,3.02,912
880,2.52,913
1004,2.51,914
761,2.62,915
998,2.96,916
960,2.16,917
1007,3.13,918
1030,1.9,919
305,4.5,920
304,4.1,921
909,2.49,922
463,2.35,923
464,2.13,924
1034,2.08,925
461,2.24,926
762,1.8,927
1001,3.31,928
920,2.24,929
816,3.57,930
1037,2.75,931
815,2.64,932
296,2.92,933
295,2.56,934
1000,2.53,935
196,2.56,936
1006,2.5,937
1009,2.17,938
924,2.15,939
1002,2.2,940
942,2.11,941
1038,2.13,942
980,2.04,943
1036,2.42,944
879,1.97,945
925,1.97,945
642,1.99,946
310,1.96,947
891,1.96,947
678,2.1,948
1020,1.92,949
1010,1.97,950
919,2.06,951
970,2.04,952
931,1.88,953
969,1.86,954
298,3.93,955
302,2.61,956
309,2.29,957
928,2.23,958
