Starting Node,Average Spreading Ability,Rank
19,7.82,1.0
38,7.7,2.0
10,7.64,3.0
24,7.45,4.0
7,7.16,5.0
18,7.09,6.0
8,6.95,7.0
22,6.8,8.0
39,6.71,9.0
36,6.53,10.0
25,6.47,11.0
20,6.46,12.0
28,6.36,13.0
30,6.36,13.0
31,6.2,14.0
29,6.19,15.0
21,5.81,16.0
40,5.71,17.0
42,5.66,18.0
9,5.62,19.0
11,5.6,20.0
37,5.59,21.0
3,5.58,22.0
6,5.56,23.0
23,5.53,24.0
15,5.5,25.0
41,5.46,26.0
33,5.43,27.0
5,5.41,28.0
12,5.38,29.0
34,5.3,30.0
13,5.16,31.0
4,5.08,32.0
16,4.98,33.0
32,4.84,34.0
17,4.79,35.0
26,4.75,36.0
27,4.63,37.0
2,4.49,38.0
35,4.48,39.0
14,4.05,40.0
1,3.76,41.0
