Starting Node,Average Spreading Ability
1,17.21
2,14.72
3,15.93
4,16.04
5,15.96
6,14.65
7,12.51
8,12.81
9,16.17
10,11.43
11,14.92
12,13.33
13,13.43
14,12.16
15,13.46
16,15.31
17,10.83
18,12.97
19,10.5
20,13.86
21,10.97
22,11.07
23,12.72
24,11.33
25,11.39
26,10.4
27,7.18
28,11.12
29,16.76
30,8.96
31,10.42
32,7.15
33,9.54
34,18.61
35,13.35
36,17.22
37,15.7
38,15.11
39,14.9
40,14.34
41,12.85
42,13.81
43,12.45
44,7.51
45,10.21
46,7.66
47,7.6
48,9.25
49,6.31
50,5.59
51,6.04
52,13.59
53,13.18
54,9.76
55,12.41
56,10.76
57,12.93
58,10.15
59,10.83
60,9.18
61,10.25
62,8.04
63,9.32
64,14.37
65,11.16
66,9.82
67,8.98
68,6.86
69,10.47
70,8.45
71,6.38
72,5.85
73,7.76
74,5.86
75,6.97
76,9.67
77,4.75
78,8.02
79,15.76
80,17.83
81,14.69
82,15.68
83,10.5
