Starting Node,Average Spreading Ability,Rank
504,37.68,1.0
419,33.68,2.0
363,32.55,3.0
412,30.46,4.0
431,30.45,5.0
729,28.46,6.0
189,28.41,7.0
433,27.11,8.0
541,27.09,9.0
219,26.55,10.0
675,26.13,11.0
754,25.51,12.0
545,25.49,13.0
658,24.9,14.0
534,24.64,15.0
104,24.0,16.0
435,23.38,17.0
561,23.13,18.0
498,23.01,19.0
502,22.98,20.0
610,22.66,21.0
674,22.63,22.0
748,21.64,23.0
537,21.58,24.0
499,21.0,25.0
1343,20.5,26.0
615,20.25,27.0
1155,20.16,28.0
357,20.03,29.0
1292,19.99,30.0
681,19.74,31.0
359,19.55,32.0
544,19.32,33.0
540,19.3,34.0
1312,19.29,35.0
718,18.92,36.0
746,18.86,37.0
260,18.72,38.0
235,18.58,39.0
82,18.52,40.0
327,18.26,41.0
597,17.76,42.0
362,17.69,43.0
505,17.63,44.0
246,17.6,45.0
236,17.57,46.0
1340,17.5,47.0
338,17.48,48.0
496,17.48,48.0
506,17.47,49.0
244,17.26,50.0
164,17.05,51.0
109,17.04,52.0
678,16.95,53.0
676,16.89,54.0
121,16.88,55.0
1151,16.83,56.0
1173,16.72,57.0
500,16.72,57.0
736,16.62,58.0
161,16.59,59.0
470,16.54,60.0
608,16.5,61.0
1234,16.49,62.0
501,16.47,63.0
752,16.4,64.0
512,16.39,65.0
346,16.18,66.0
619,16.03,67.0
1150,15.93,68.0
436,15.86,69.0
240,15.85,70.0
532,15.84,71.0
716,15.82,72.0
1167,15.78,73.0
659,15.71,74.0
311,15.64,75.0
106,15.43,76.0
1185,15.41,77.0
839,15.39,78.0
727,15.37,79.0
719,15.36,80.0
151,15.35,81.0
456,15.29,82.0
1174,15.25,83.0
402,15.24,84.0
684,15.21,85.0
552,15.2,86.0
1135,15.15,87.0
574,15.07,88.0
335,15.06,89.0
232,15.05,90.0
188,14.85,91.0
243,14.77,92.0
1172,14.63,93.0
677,14.63,93.0
462,14.42,94.0
546,14.35,95.0
1315,14.35,95.0
666,14.33,96.0
251,14.29,97.0
740,14.28,98.0
840,14.14,99.0
616,14.06,100.0
871,13.99,101.0
543,13.78,102.0
1105,13.75,103.0
268,13.55,104.0
375,13.54,105.0
1198,13.41,106.0
503,13.34,107.0
1287,13.34,107.0
508,13.33,108.0
1131,13.25,109.0
507,13.11,110.0
425,13.1,111.0
624,13.01,112.0
762,13.0,113.0
1360,12.94,114.0
725,12.89,115.0
86,12.89,115.0
749,12.8,116.0
1186,12.76,117.0
689,12.55,118.0
92,12.37,119.0
1200,12.35,120.0
1364,12.34,121.0
724,12.32,122.0
535,12.32,122.0
461,12.29,123.0
252,12.27,124.0
714,12.19,125.0
107,12.18,126.0
100,12.13,127.0
233,11.97,128.0
761,11.96,129.0
930,11.87,130.0
1290,11.75,131.0
751,11.72,132.0
482,11.69,133.0
62,11.68,134.0
134,11.59,135.0
641,11.52,136.0
671,11.5,137.0
744,11.5,137.0
315,11.49,138.0
193,11.49,138.0
1158,11.49,138.0
560,11.48,139.0
1121,11.46,140.0
480,11.4,141.0
1331,11.33,142.0
1293,11.26,143.0
733,11.25,144.0
298,11.24,145.0
1192,11.19,146.0
1410,11.18,147.0
254,11.16,148.0
626,11.15,149.0
721,11.13,150.0
536,11.12,151.0
661,11.06,152.0
1337,11.01,153.0
737,10.98,154.0
1170,10.92,155.0
239,10.91,156.0
620,10.87,157.0
1339,10.82,158.0
99,10.8,159.0
307,10.78,160.0
750,10.77,161.0
1289,10.74,162.0
1166,10.74,162.0
256,10.73,163.0
965,10.68,164.0
603,10.65,165.0
768,10.58,166.0
629,10.55,167.0
434,10.54,168.0
245,10.51,169.0
701,10.51,169.0
102,10.47,170.0
1224,10.46,171.0
319,10.37,172.0
1460,10.37,172.0
1411,10.34,173.0
679,10.32,174.0
44,10.27,175.0
575,10.27,175.0
101,10.24,176.0
441,10.23,177.0
197,10.22,178.0
691,10.2,179.0
686,10.19,180.0
320,10.11,181.0
1187,10.09,182.0
1095,10.09,182.0
533,10.07,183.0
836,9.97,184.0
105,9.92,185.0
845,9.91,186.0
162,9.89,187.0
241,9.83,188.0
103,9.79,189.0
625,9.78,190.0
1317,9.72,191.0
98,9.65,192.0
234,9.65,192.0
1162,9.64,193.0
559,9.64,193.0
336,9.62,194.0
793,9.62,194.0
713,9.59,195.0
201,9.53,196.0
55,9.53,196.0
605,9.52,197.0
1183,9.51,198.0
1322,9.48,199.0
788,9.47,200.0
1412,9.38,201.0
563,9.36,202.0
138,9.35,203.0
218,9.33,204.0
1179,9.27,205.0
1182,9.23,206.0
1199,9.22,207.0
274,9.22,207.0
518,9.21,208.0
1437,9.2,209.0
1400,9.2,209.0
1120,9.18,210.0
1169,9.17,211.0
538,9.13,212.0
1228,9.12,213.0
1294,9.07,214.0
803,9.06,215.0
622,9.06,215.0
339,9.06,215.0
127,8.98,216.0
279,8.94,217.0
894,8.92,218.0
353,8.83,219.0
1152,8.82,220.0
632,8.79,221.0
383,8.74,222.0
613,8.74,222.0
387,8.73,223.0
360,8.73,223.0
230,8.69,224.0
380,8.68,225.0
490,8.65,226.0
933,8.65,226.0
715,8.64,227.0
705,8.64,227.0
1225,8.63,228.0
623,8.61,229.0
747,8.61,229.0
720,8.6,230.0
1115,8.6,230.0
627,8.59,231.0
59,8.59,231.0
734,8.57,232.0
1229,8.55,233.0
1171,8.55,233.0
108,8.53,234.0
489,8.53,234.0
1482,8.51,235.0
838,8.49,236.0
1298,8.49,236.0
1389,8.45,237.0
790,8.44,238.0
712,8.44,238.0
1193,8.44,238.0
182,8.41,239.0
824,8.4,240.0
577,8.39,241.0
309,8.38,242.0
846,8.38,242.0
361,8.38,242.0
769,8.37,243.0
1149,8.36,244.0
1178,8.36,244.0
655,8.31,245.0
802,8.3,246.0
738,8.29,247.0
539,8.28,248.0
213,8.23,249.0
1414,8.21,250.0
916,8.21,250.0
460,8.2,251.0
158,8.17,252.0
478,8.16,253.0
717,8.14,254.0
1334,8.13,255.0
1325,8.13,255.0
430,8.12,256.0
833,8.11,257.0
1345,8.1,258.0
1438,8.09,259.0
1181,8.09,259.0
805,8.07,260.0
1443,8.07,260.0
1421,8.06,261.0
638,8.05,262.0
731,8.05,262.0
755,8.03,263.0
1486,8.02,264.0
238,8.01,265.0
1503,8.0,266.0
1153,8.0,266.0
979,8.0,266.0
1409,7.98,267.0
785,7.98,267.0
636,7.98,267.0
187,7.98,267.0
792,7.95,268.0
49,7.94,269.0
611,7.88,270.0
323,7.86,271.0
1313,7.86,271.0
1545,7.84,272.0
547,7.83,273.0
1160,7.83,273.0
739,7.81,274.0
1431,7.8,275.0
257,7.78,276.0
170,7.74,277.0
403,7.73,278.0
637,7.72,279.0
1419,7.72,279.0
1159,7.69,280.0
728,7.68,281.0
1341,7.68,281.0
741,7.65,282.0
163,7.65,282.0
848,7.64,283.0
884,7.64,283.0
943,7.63,284.0
1265,7.62,285.0
385,7.62,285.0
670,7.61,286.0
237,7.61,286.0
255,7.6,287.0
1386,7.58,288.0
130,7.58,288.0
687,7.57,289.0
866,7.56,290.0
190,7.55,291.0
1423,7.52,292.0
667,7.5,293.0
225,7.49,294.0
940,7.48,295.0
672,7.48,295.0
1416,7.46,296.0
1180,7.46,296.0
43,7.44,297.0
656,7.42,298.0
345,7.42,298.0
316,7.42,298.0
497,7.42,298.0
1420,7.41,299.0
723,7.4,300.0
1189,7.39,301.0
1145,7.36,302.0
1350,7.35,303.0
1161,7.34,304.0
1133,7.34,304.0
1191,7.33,305.0
555,7.32,306.0
1148,7.32,306.0
1291,7.32,306.0
529,7.3,307.0
925,7.29,308.0
1390,7.29,308.0
54,7.29,308.0
175,7.28,309.0
1184,7.27,310.0
957,7.27,310.0
576,7.27,310.0
318,7.27,310.0
857,7.24,311.0
1372,7.24,311.0
570,7.23,312.0
1465,7.23,312.0
673,7.2,313.0
186,7.19,314.0
191,7.19,314.0
1491,7.18,315.0
477,7.17,316.0
384,7.16,317.0
203,7.16,317.0
612,7.14,318.0
