Starting Node,Average Spreading Ability,Rank
195,25.07,1.0
657,24.94,2.0
239,22.01,3.0
242,21.89,4.0
666,21.57,5.0
658,21.06,6.0
226,20.66,7.0
786,19.87,8.0
336,19.78,9.0
187,19.6,10.0
627,19.59,11.0
691,19.55,12.0
623,19.33,13.0
607,19.24,14.0
198,18.77,15.0
687,18.65,16.0
625,18.28,17.0
624,18.1,18.0
197,18.09,19.0
175,17.46,20.0
701,17.28,21.0
781,17.1,22.0
682,16.99,23.0
126,16.76,24.0
337,16.74,25.0
771,16.65,26.0
702,16.65,26.0
204,16.36,27.0
785,16.3,28.0
659,15.76,29.0
249,15.72,30.0
787,15.59,31.0
123,15.51,32.0
127,15.09,33.0
667,14.94,34.0
700,14.64,35.0
298,14.45,36.0
705,14.44,37.0
779,14.4,38.0
224,14.25,39.0
250,14.24,40.0
782,14.18,41.0
754,14.0,42.0
703,13.81,43.0
176,13.71,44.0
678,13.65,45.0
254,13.65,45.0
834,13.47,46.0
248,13.3,47.0
717,13.25,48.0
77,13.22,49.0
140,13.22,49.0
125,13.2,50.0
260,13.14,51.0
201,12.98,52.0
255,12.84,53.0
39,12.83,54.0
132,12.81,55.0
130,12.56,56.0
784,12.49,57.0
744,12.4,58.0
669,12.39,59.0
706,12.32,60.0
698,12.31,61.0
244,12.26,62.0
136,12.25,63.0
159,12.21,64.0
124,12.19,65.0
783,12.03,66.0
258,11.97,67.0
48,11.93,68.0
261,11.8,69.0
20,11.8,69.0
673,11.75,70.0
79,11.72,71.0
987,11.7,72.0
644,11.65,73.0
188,11.61,74.0
24,11.54,75.0
252,11.52,76.0
797,11.39,77.0
160,11.35,78.0
530,11.34,79.0
128,11.31,80.0
229,11.24,81.0
167,11.14,82.0
856,11.12,83.0
161,11.09,84.0
170,11.05,85.0
257,10.99,86.0
165,10.9,87.0
810,10.88,88.0
693,10.86,89.0
674,10.86,89.0
660,10.85,90.0
774,10.77,91.0
770,10.73,92.0
262,10.7,93.0
168,10.69,94.0
759,10.63,95.0
281,10.63,95.0
555,10.53,96.0
245,10.52,97.0
780,10.51,98.0
286,10.48,99.0
25,10.46,100.0
230,10.45,101.0
788,10.43,102.0
243,10.43,102.0
26,10.41,103.0
795,10.41,103.0
37,10.4,104.0
802,10.38,105.0
15,10.37,106.0
247,10.33,107.0
184,10.31,108.0
115,10.3,109.0
29,10.29,110.0
529,10.27,111.0
21,10.25,112.0
692,10.17,113.0
274,10.17,113.0
824,10.16,114.0
209,10.09,115.0
799,10.07,116.0
99,10.04,117.0
259,10.02,118.0
256,10.01,119.0
246,10.0,120.0
645,9.95,121.0
757,9.94,122.0
772,9.9,123.0
648,9.89,124.0
605,9.88,125.0
11,9.79,126.0
228,9.72,127.0
305,9.72,127.0
30,9.71,128.0
805,9.68,129.0
796,9.67,130.0
522,9.64,131.0
735,9.62,132.0
463,9.58,133.0
31,9.58,133.0
773,9.56,134.0
871,9.5,135.0
267,9.49,136.0
756,9.46,137.0
28,9.44,138.0
289,9.43,139.0
268,9.43,139.0
196,9.42,140.0
120,9.39,141.0
227,9.36,142.0
589,9.29,143.0
251,9.25,144.0
532,9.25,144.0
13,9.25,144.0
263,9.21,145.0
52,9.2,146.0
561,9.2,146.0
264,9.15,147.0
253,9.14,148.0
162,9.08,149.0
10,9.07,150.0
97,9.06,151.0
272,9.05,152.0
12,9.04,153.0
166,9.04,153.0
104,8.99,154.0
390,8.97,155.0
18,8.95,156.0
134,8.94,157.0
235,8.91,158.0
681,8.9,159.0
709,8.9,159.0
117,8.87,160.0
398,8.83,161.0
109,8.79,162.0
288,8.78,163.0
704,8.77,164.0
688,8.73,165.0
199,8.68,166.0
266,8.68,166.0
172,8.68,166.0
62,8.65,167.0
14,8.63,168.0
925,8.63,168.0
557,8.62,169.0
840,8.62,169.0
626,8.61,170.0
23,8.61,170.0
483,8.6,171.0
473,8.58,172.0
32,8.57,173.0
429,8.57,173.0
144,8.56,174.0
930,8.55,175.0
855,8.54,176.0
205,8.42,177.0
145,8.41,178.0
798,8.38,179.0
615,8.38,179.0
822,8.32,180.0
690,8.32,180.0
290,8.3,181.0
684,8.29,182.0
51,8.26,183.0
287,8.19,184.0
793,8.18,185.0
800,8.15,186.0
1047,8.14,187.0
694,8.09,188.0
758,8.09,188.0
825,8.04,189.0
809,7.98,190.0
841,7.97,191.0
803,7.95,192.0
531,7.93,193.0
689,7.92,194.0
105,7.91,195.0
833,7.89,196.0
816,7.87,197.0
646,7.86,198.0
306,7.86,198.0
273,7.86,198.0
675,7.82,199.0
190,7.81,200.0
817,7.79,201.0
656,7.78,202.0
431,7.77,203.0
107,7.77,203.0
211,7.76,204.0
191,7.74,205.0
238,7.73,206.0
994,7.67,207.0
839,7.67,207.0
17,7.66,208.0
208,7.61,209.0
862,7.59,210.0
186,7.58,211.0
695,7.57,212.0
436,7.57,212.0
941,7.56,213.0
792,7.51,214.0
791,7.48,215.0
620,7.48,215.0
351,7.47,216.0
854,7.47,216.0
292,7.46,217.0
711,7.46,217.0
53,7.42,218.0
794,7.41,219.0
142,7.4,220.0
63,7.4,220.0
710,7.39,221.0
27,7.37,222.0
320,7.37,222.0
595,7.31,223.0
36,7.3,224.0
173,7.3,224.0
154,7.26,225.0
622,7.25,226.0
569,7.21,227.0
38,7.17,228.0
206,7.15,229.0
1014,7.15,229.0
149,7.12,230.0
490,7.11,231.0
990,7.09,232.0
716,7.09,232.0
1088,7.08,233.0
580,7.08,233.0
192,7.07,234.0
647,7.03,235.0
578,7.03,235.0
210,7.03,235.0
1044,7.02,236.0
469,7.02,236.0
552,7.0,237.0
265,6.97,238.0
730,6.97,238.0
135,6.96,239.0
942,6.92,240.0
755,6.92,240.0
183,6.9,241.0
804,6.88,242.0
870,6.87,243.0
214,6.87,243.0
801,6.85,244.0
485,6.83,245.0
295,6.81,246.0
189,6.81,246.0
280,6.81,246.0
554,6.8,247.0
811,6.8,247.0
741,6.79,248.0
843,6.78,249.0
219,6.78,249.0
271,6.77,250.0
312,6.76,251.0
472,6.76,251.0
775,6.75,252.0
234,6.74,253.0
397,6.74,253.0
726,6.73,254.0
95,6.72,255.0
581,6.72,255.0
110,6.71,256.0
686,6.69,257.0
203,6.68,258.0
164,6.68,258.0
9,6.66,259.0
181,6.66,259.0
765,6.66,259.0
861,6.64,260.0
241,6.64,260.0
382,6.62,261.0
19,6.62,261.0
169,6.59,262.0
139,6.56,263.0
425,6.55,264.0
596,6.55,264.0
362,6.52,265.0
742,6.52,265.0
815,6.51,266.0
138,6.49,267.0
222,6.46,268.0
47,6.45,269.0
734,6.45,269.0
768,6.44,270.0
606,6.39,271.0
998,6.38,272.0
777,6.38,272.0
819,6.37,273.0
215,6.35,274.0
55,6.34,275.0
437,6.33,276.0
380,6.32,277.0
936,6.32,277.0
467,6.31,278.0
98,6.3,279.0
699,6.29,280.0
416,6.28,281.0
683,6.27,282.0
434,6.26,283.0
343,6.24,284.0
296,6.24,284.0
863,6.23,285.0
663,6.23,285.0
461,6.23,285.0
818,6.21,286.0
808,6.21,286.0
200,6.21,286.0
562,6.19,287.0
549,6.19,287.0
559,6.18,288.0
40,6.18,288.0
697,6.18,288.0
718,6.18,288.0
171,6.16,289.0
665,6.11,290.0
93,6.11,290.0
237,6.1,291.0
277,6.1,291.0
806,6.1,291.0
609,6.09,292.0
751,6.09,292.0
614,6.09,292.0
776,6.07,293.0
207,6.06,294.0
762,6.05,295.0
317,6.05,295.0
450,6.05,295.0
640,6.04,296.0
685,6.03,297.0
346,6.02,298.0
325,6.01,299.0
319,5.99,300.0
496,5.98,301.0
807,5.96,302.0
471,5.96,302.0
408,5.96,302.0
790,5.95,303.0
671,5.94,304.0
365,5.93,305.0
223,5.92,306.0
151,5.92,306.0
868,5.92,306.0
722,5.9,307.0
100,5.9,307.0
148,5.89,308.0
764,5.88,309.0
725,5.88,309.0
1063,5.87,310.0
384,5.86,311.0
133,5.86,311.0
131,5.85,312.0
993,5.85,312.0
284,5.83,313.0
986,5.82,314.0
662,5.81,315.0
406,5.8,316.0
89,5.8,316.0
610,5.8,316.0
515,5.79,317.0
111,5.78,318.0
540,5.77,319.0
814,5.77,319.0
458,5.77,319.0
326,5.74,320.0
1061,5.74,320.0
495,5.72,321.0
486,5.72,321.0
934,5.71,322.0
3,5.71,322.0
470,5.71,322.0
1001,5.66,323.0
649,5.66,323.0
985,5.66,323.0
821,5.65,324.0
66,5.63,325.0
989,5.62,326.0
672,5.61,327.0
269,5.61,327.0
294,5.61,327.0
566,5.61,327.0
1084,5.59,328.0
696,5.59,328.0
174,5.57,329.0
679,5.57,329.0
366,5.57,329.0
4,5.56,330.0
1043,5.56,330.0
769,5.55,331.0
42,5.55,331.0
507,5.54,332.0
653,5.54,332.0
163,5.53,333.0
813,5.53,333.0
992,5.52,334.0
550,5.49,335.0
43,5.49,335.0
534,5.48,336.0
16,5.46,337.0
837,5.45,338.0
350,5.45,338.0
723,5.44,339.0
519,5.42,340.0
310,5.42,340.0
858,5.41,341.0
708,5.41,341.0
65,5.4,342.0
46,5.39,343.0
484,5.39,343.0
357,5.37,344.0
1072,5.36,345.0
733,5.34,346.0
311,5.34,346.0
122,5.33,347.0
891,5.33,347.0
498,5.32,348.0
383,5.32,348.0
116,5.32,348.0
143,5.31,349.0
421,5.29,350.0
430,5.27,351.0
441,5.25,352.0
812,5.24,353.0
391,5.22,354.0
977,5.21,355.0
415,5.2,356.0
727,5.2,356.0
44,5.19,357.0
912,5.19,357.0
150,5.18,358.0
7,5.17,359.0
177,5.16,360.0
579,5.16,360.0
340,5.16,360.0
999,5.14,361.0
475,5.11,362.0
147,5.11,362.0
179,5.1,363.0
931,5.1,363.0
1097,5.1,363.0
1019,5.09,364.0
424,5.09,364.0
729,5.08,365.0
41,5.08,365.0
542,5.07,366.0
308,5.07,366.0
468,5.06,367.0
152,5.05,368.0
835,5.03,369.0
501,5.02,370.0
631,5.02,370.0
333,5.02,370.0
232,5.01,371.0
944,5.01,371.0
389,5.01,371.0
194,5.01,371.0
218,5.01,371.0
438,5.01,371.0
466,5.0,372.0
91,5.0,372.0
419,4.99,373.0
74,4.99,373.0
492,4.99,373.0
364,4.98,374.0
707,4.98,374.0
447,4.98,374.0
740,4.97,375.0
307,4.96,376.0
344,4.96,376.0
332,4.95,377.0
78,4.95,377.0
465,4.94,378.0
838,4.93,379.0
400,4.92,380.0
108,4.92,380.0
45,4.92,380.0
763,4.9,381.0
670,4.9,381.0
444,4.89,382.0
178,4.88,383.0
449,4.86,384.0
526,4.86,384.0
836,4.86,384.0
113,4.84,385.0
743,4.83,386.0
342,4.83,386.0
428,4.82,387.0
270,4.82,387.0
381,4.82,387.0
401,4.81,388.0
488,4.79,389.0
654,4.78,390.0
1086,4.78,390.0
435,4.77,391.0
291,4.77,391.0
282,4.75,392.0
478,4.74,393.0
153,4.74,393.0
874,4.74,393.0
33,4.73,394.0
527,4.73,394.0
328,4.73,394.0
558,4.72,395.0
