Lambda,Kendall_Tau,P_Value
0.0071,0.7908894344320343,7.42581081624395e-293
0.0087,0.7781421873560107,2.6011596583007357e-284
0.0103,0.7729337710918961,3.8922893875632274e-281
0.0119,0.7534723336102084,1.2373493794628844e-267
0.0135,0.7506160900534496,7.462212124570992e-266
0.015,0.7452600337945019,2.961202298356312e-262
0.0166,0.7608934104607604,2.2643794637163277e-273
0.0182,0.7751807548099913,1.0408790209421738e-283
0.0198,0.7863670079028974,6.542013357853884e-292
0.0214,0.7927382179304457,1.2168944073845164e-296
