Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.3373205741626794,0.6451849008875931,1.953448318473549e-26,0.6746411483253588,0.3373205741626794,1.0119617224880382
0.4122807017543859,0.7184704590139219,1.9160073048034962e-32,0.6746411483253588,0.3373205741626794,1.0119617224880382
0.4872408293460925,0.7433152141508412,1.1639370872077082e-34,0.6746411483253588,0.3373205741626794,1.0119617224880382
0.562200956937799,0.7752310343153707,1.4233549298521913e-37,0.6746411483253588,0.3373205741626794,1.0119617224880382
0.6371610845295055,0.8033305782056391,3.0128963236943775e-40,0.6746411483253588,0.3373205741626794,1.0119617224880382
0.7121212121212119,0.7892868815244756,6.376816714806932e-39,0.6746411483253588,0.3373205741626794,1.0119617224880382
0.7870813397129186,0.7526132404181185,1.4755944930180017e-35,0.6746411483253588,0.3373205741626794,1.0119617224880382
0.862041467304625,0.7429014000957015,1.1097282747135324e-34,0.6746411483253588,0.3373205741626794,1.0119617224880382
0.9370015948963315,0.7134744509605695,4.0438111745429025e-32,0.6746411483253588,0.3373205741626794,1.0119617224880382
1.0119617224880382,,,0.6746411483253588,0.3373205741626794,1.0119617224880382
