feature,PC1,PC2,PC3,PC4,PC5
Degree Centrality,0.15107101039377135,0.17193621125393327,-0.11196325436454276,0.00622921331225667,0.06551359134955183
Betweenness Centrality,0.12405366682743779,-0.032791361169066335,-0.025004276954511177,0.11103724051645318,-0.25702236112724813
Leverage Centrality,0.09650224423041134,0.2582119557015278,-0.2863287901798223,-0.011647677401846166,0.032932455518044204
Isolating Centrality,0.06672077827222561,0.21448697581012852,-0.12583189691801244,0.11533707533806234,0.5259196974528448
GSM,0.12553150595595428,-0.27335150157437893,-0.15814799285673758,-0.027704927840427857,0.1254483678530457
H-GSM_1,0.12847753886402585,-0.26057600340543174,-0.16139759613460103,-0.016373460376079424,0.131409877037045
Local-Global Centrality,0.16163990419470414,0.058436891756707424,-0.07668858601962907,0.06365370894802425,0.05477903870422143
PageRank Centrality,0.13389731714519415,0.23386556178077678,-0.1595691664575578,0.04750187732813238,0.11873189731439461
Coreness Centrality,0.1562800523365172,0.10306070589604358,-0.07511890169524904,-0.06829074152936404,-0.044347547148617716
Extended Coreness,0.16131462579237088,-0.0214059211011599,0.0602738070283866,-0.09403714037955853,-0.09092554158434452
Global Relative Change in Avg Degree,0.15143641852901488,0.1682119740872745,-0.08608398101354646,0.041053643687118134,0.09176265442884608
Global Relative Change in Avg Clustering,0.05444669150815101,0.13153060988774426,0.305236668463166,-0.32701566884900884,0.3199310407695564
Clustering Coefficient,0.018644514731439174,0.02934824676690209,0.309296086528132,-0.4331431435928487,0.29655616771845666
Clustered Local Degree,0.15016214258136967,-0.00778653005834333,0.16912968271249335,-0.17320175458572196,-0.003915414224687057
DIL Centrality,0.1494411537144155,0.09640528011850233,0.028850683327428527,0.18539167899334424,-0.01898343133984765
I-GSM Values,0.14777623051943248,-0.20650008808814752,-0.04300871075739104,-0.0353154002220168,0.02607475553724548
Gravity Index Centrality,0.15831004765813833,0.030126713502510904,-0.04905324419863883,-0.11834803419558917,-0.14037201973051244
Gravity Model Centrality,0.1633331098687411,0.015215624222944733,0.0075250281912157485,0.10303204094744846,0.015541891529421821
Local Gravity Model Centrality,0.1587249439453168,0.07715241919340073,0.08368586562552947,0.11463834634024135,0.004024050017881755
Laplacian Centrality,0.16166701103581477,0.09170919930899543,0.021801165678639947,0.030992452932208037,0.0392305939441022
Closeness Centrality,0.10634580724548975,-0.31061276529100373,-0.18294073516705528,-0.0004178974576211549,0.18301369684904703
Semi local centrality,0.15825437584752644,-0.08283611909120749,0.12631195354357103,0.008939419386063676,-0.03795690177531197
Eccentricity Centrality,0.08986924931260129,-0.3141112673203969,-0.20318981508179895,0.01738486991949705,0.23185062912981327
Density Centrality,0.1552341885797873,0.12417192443216447,0.014217755041617604,0.1239442211760716,0.07736701825627128
MDD Value,0.15305985569105196,0.1484806129017506,-0.11702175623887197,-0.058230149070460445,0.0036177992122042035
EHCC Value,0.1579406694601732,0.007783197364052377,0.1159086909779086,-0.04895693102281296,0.03393598187310988
HCC Value,0.144131642031714,-0.03646643755105179,0.12316606403730095,-0.19579239437186546,-0.04993529199554076
P Value,0.12347168183437959,-0.0683803696965253,0.15677536555978516,-0.2568957710767298,-0.04128232613489472
Extended Degree,0.16328445727821916,0.0457410578414427,0.02442809287665168,-0.04301627442799981,-0.04705878568887502
Eigenvector Centrality,0.11650145424196391,-0.17093050956423014,0.1946643604490527,0.17148308580045357,0.02986885725541816
CLC Values,0.15777994794888406,-0.08236654241351508,0.0700959081088475,0.07194236411674514,-0.0807015631636241
Centrality Values,0.1640650783882252,0.0015386589482492292,0.04913722304558338,0.027665285697487784,0.038616777209592605
Constraint Coefficients,0.11668609247277775,0.13758878808265104,-0.30882552917977113,-0.12345694317800175,-0.16582346338107307
HVGc Index,0.15278405495879174,0.012180999981364885,0.15760844976843139,0.15613957351876928,-0.05490149685997347
PE Values,0.16416004843607612,0.018939686332547438,-0.00492337043708001,0.036766416219773466,0.023421803569457604
H Values,0.11604710791151586,-0.08448486714718068,0.23557053319629606,0.25276269920155064,-0.05523781321726046
Volume Centrality,0.15260242643062905,-0.13107822066244143,0.06297351759612395,-0.04706073830400159,-0.11289496816044882
GIN Values,0.1256419300283676,-0.28092092427728493,-0.13386070798935218,-0.02530327527098921,0.1219680618184225
LGC Scores,0.15241756915029056,0.008536713053506718,0.1687686909156362,0.16843005604338812,-0.02092194190207125
DNC Scores,0.14983242782208475,0.1802486617752701,-0.052197089234795865,-0.029434390161449726,0.1045364457959171
EIGSM Values,0.16439303974232972,-0.031436827027503604,-0.004062872233460621,0.055752433634717394,0.042924353522445745
Societal Capital Scores,0.1629484941382737,0.0309125961761642,0.039674610116477466,-0.048160056923697875,-0.05935865524383081
Improved Gravity Index Values,0.15924891260108004,-0.04453146362187291,0.030634690349676127,-0.10877129277503249,-0.1475435228170253
Extended Improved Gravity Index Values,0.16255223421334203,-0.04782338738044799,0.08445902580981318,0.009515767870053211,-0.019024593662862174
Node H-Index,0.1303221779955693,0.06441140961047712,-0.12376265863945887,-0.18960293121906166,-0.3002628390280652
MCGM Values,0.1486809444952431,-0.04425179276644511,0.1643129572617673,0.16412311403920637,-0.049638667805177755
GGC Values,0.15735169226421683,0.04680670249616327,-0.0005293221091852299,0.16529846617634286,-0.05414227814826762
Subgraph centrality,0.15828844044005175,0.12654764337941893,0.036786560002207445,0.02754377114317817,0.08364404061219329
Second order centrality,0.11699855927895314,-0.24580040115998847,-0.20399234834632474,-0.11962104373032864,0.0659151503691244
K-Shell Value,0.10087221773728375,0.03323350866900988,-0.180264572965566,-0.3607304726725535,-0.22741342392805247
