feature,score,rank
LGC Scores,0.0010048016304601282,1
Local Gravity Model Centrality,0.0010283598487283996,2
H Values,0.001331362438239836,3
Density Centrality,0.0019168205631857616,4
HVGc Index,0.0019398661498363223,5
Gravity Model Centrality,0.002517480746266454,6
MCGM Values,0.002597112001868407,7
Subgraph centrality,0.002673609154173029,8
Laplacian Centrality,0.0027160350794871446,9
GGC Values,0.0031164046196708872,10
EIGSM Values,0.0039893486035276204,11
DIL Centrality,0.004121506969751221,12
Local-Global Centrality,0.004491449776229173,13
Constraint Coefficients,0.004557049760936738,14
Extended Coreness,0.005115190171266715,15
PE Values,0.005261763115477547,16
Centrality Values,0.005401297481801404,17
Semi local centrality,0.005857803893765001,18
EHCC Value,0.006131988241867226,19
Gravity Index Centrality,0.006396928352345621,20
Extended Improved Gravity Index Values,0.006745818694491756,21
Improved Gravity Index Values,0.006853997125085054,22
CLC Values,0.006920747313852171,23
Coreness Centrality,0.00697807104753545,24
MDD Value,0.007105569892351338,25
Degree Centrality,0.007182703421846237,26
Extended Degree,0.007204649917181394,27
Societal Capital Scores,0.007423772058183675,28
I-GSM Values,0.0077100762230798425,29
DNC Scores,0.008139242548133141,30
H-GSM_1,0.008183647692842855,31
Global Relative Change in Avg Degree,0.009155265227951292,32
Clustered Local Degree,0.010925885615989506,33
Eigenvector Centrality,0.011397381989817656,34
HCC Value,0.011586315666982316,35
Second order centrality,0.01254293510518556,36
GIN Values,0.013935150967582577,37
Volume Centrality,0.014254510118253072,38
GSM,0.014345025692285351,39
P Value,0.014515938226929426,40
PageRank Centrality,0.015501898602983233,41
Node H-Index,0.01975752169410827,42
Closeness Centrality,0.02008914441325038,43
K-Shell Value,0.02020436170177864,44
Clustering Coefficient,0.02570630947055952,45
Betweenness Centrality,0.025912947728008562,46
Eccentricity Centrality,0.038746682934296506,47
Isolating Centrality,0.04146138600646421,48
Leverage Centrality,0.04316821189296949,49
Global Relative Change in Avg Clustering,0.08916707954828151,50
