Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.026436229392131083,0.727976565158361,7.788212207541086e-159,0.052872458784262166,0.026436229392131083,0.07930868817639325
0.03231094703482688,0.7554832346993883,8.492421154821991e-172,0.052872458784262166,0.026436229392131083,0.07930868817639325
0.03818566467752268,0.7941568522214255,3.326031733080841e-190,0.052872458784262166,0.026436229392131083,0.07930868817639325
0.04406038232021847,0.8196784151266707,4.944702861926325e-203,0.052872458784262166,0.026436229392131083,0.07930868817639325
0.04993509996291427,0.8373837836788425,3.1178549643048073e-212,0.052872458784262166,0.026436229392131083,0.07930868817639325
0.05580981760561007,0.8272269529080416,2.1775904990867092e-207,0.052872458784262166,0.026436229392131083,0.07930868817639325
0.06168453524830586,0.8068898403782391,1.3023309529794222e-197,0.052872458784262166,0.026436229392131083,0.07930868817639325
0.06755925289100166,0.801472433676493,3.80003889317244e-195,0.052872458784262166,0.026436229392131083,0.07930868817639325
0.07343397053369746,0.7866851564622412,3.4836555069482416e-188,0.052872458784262166,0.026436229392131083,0.07930868817639325
0.07930868817639325,0.7804662459490121,2.3965433139486252e-185,0.052872458784262166,0.026436229392131083,0.07930868817639325
