feature,score,rank
Eccentricity Centrality,0.256049777707783,1
Second order centrality,0.13212744331948573,2
Closeness Centrality,0.11460935447606527,3
P Value,0.10381094120931464,4
Leverage Centrality,0.09659448708308309,5
H-GSM_1,0.09149552395956753,6
GSM,0.09143563499934629,7
Betweenness Centrality,0.0913845472821368,8
GIN Values,0.09017137046128654,9
Volume Centrality,0.08265086248615007,10
HCC Value,0.0722442180419868,11
I-GSM Values,0.05956902167975396,12
Societal Capital Scores,0.05627426461948598,13
Clustered Local Degree,0.054031477987736366,14
Extended Coreness,0.05154871991875304,15
CLC Values,0.05074186944068943,16
Extended Degree,0.04865028817362153,17
EHCC Value,0.04756213524370106,18
Global Relative Change in Avg Clustering,0.04613267228615772,19
PE Values,0.044252790560808636,20
Centrality Values,0.042684570683909545,21
Improved Gravity Index Values,0.0425426730433196,22
Semi local centrality,0.04151811866840763,23
Laplacian Centrality,0.025451138005613026,24
Extended Improved Gravity Index Values,0.021017518376421178,25
EIGSM Values,0.019328098476228146,26
Gravity Index Centrality,0.017957155667084893,27
GGC Values,0.01705823145763633,28
PageRank Centrality,0.015300025489766824,29
Local Gravity Model Centrality,0.009681662382012093,30
Gravity Model Centrality,0.007907597153576763,31
Local-Global Centrality,0.007059530111734284,32
LGC Scores,0.006658902233986937,33
Density Centrality,0.004300991739659384,34
MCGM Values,0.004277489008176615,35
HVGc Index,0.00418718867369075,36
Isolating Centrality,0.0027452162332862193,37
DNC Scores,0.0025450206112300755,38
Coreness Centrality,0.0025105600377573092,39
Subgraph centrality,0.0023178102287139245,40
Eigenvector Centrality,0.0021070104181902345,41
Node H-Index,0.0018985120096886915,42
Global Relative Change in Avg Degree,0.0012089385354323331,43
MDD Value,0.0011864085516554426,44
DIL Centrality,0.0010528241128262422,45
Degree Centrality,0.0009688357103177823,46
Constraint Coefficients,0.0004800110062346493,47
H Values,8.645512914214515e-05,48
Clustering Coefficient,7.093795076238857e-05,49
K-Shell Value,4.0202169058306314e-05,50
