Node,Spreading Ability,Rank
364,20.43,1
256,18.01,2
396,17.86,3
329,17.25,4
203,16.61,5
205,16.89,6
388,18.43,7
334,16.38,8
459,16.26,9
253,16.12,10
321,16.03,11
370,18.58,12
254,15.92,13
336,15.73,14
441,17.78,15
440,18.89,16
186,15.37,17
373,16.6,18
252,16.0,19
326,16.01,20
249,15.19,21
376,15.17,22
342,15.42,23
368,17.1,24
206,14.94,25
48,14.85,26
383,14.82,27
343,14.19,28
200,14.16,29
341,13.02,30
339,12.86,31
463,13.64,32
177,13.85,33
372,17.09,34
338,12.38,35
394,17.64,36
141,11.93,37
393,17.17,38
375,15.57,39
209,14.31,40
328,16.65,41
202,12.11,42
610,11.5,43
335,15.4,44
369,13.91,45
385,11.48,46
340,12.77,47
462,14.24,48
366,11.81,49
135,15.9,50
325,11.3,51
52,10.99,52
455,12.76,53
384,13.89,54
513,10.05,55
377,9.86,56
288,9.78,57
237,9.73,58
387,14.17,59
289,9.68,60
367,10.82,61
603,9.41,62
378,9.41,62
134,9.19,63
324,11.31,64
350,13.02,65
147,9.24,66
663,9.18,67
512,9.11,68
599,8.74,69
565,8.66,70
323,10.65,71
265,10.01,72
107,8.56,73
162,8.4,74
302,8.31,75
185,12.84,76
327,11.83,77
454,14.34,78
47,11.27,79
615,10.8,80
333,13.66,81
398,10.57,82
149,9.69,83
478,9.57,84
515,9.63,85
291,9.24,86
371,14.17,87
390,14.21,88
296,8.47,89
439,8.26,90
146,8.17,91
450,10.06,92
120,8.15,93
140,8.13,94
212,13.65,95
349,13.6,96
217,8.91,97
298,8.12,98
218,11.72,99
525,7.91,100
153,7.84,101
466,9.76,102
198,13.07,103
216,12.87,104
176,13.47,105
374,9.77,106
510,8.58,107
191,7.74,108
568,7.99,109
471,7.9,110
509,7.72,111
145,9.51,112
292,8.5,113
365,11.24,114
180,9.65,115
613,7.69,116
482,7.65,117
269,7.67,118
201,9.65,119
386,11.07,120
129,10.54,121
608,7.91,122
279,7.64,123
295,7.57,124
132,11.52,125
195,8.38,126
411,7.9,127
158,9.06,128
651,7.67,129
430,7.56,130
167,7.52,131
208,9.96,132
181,9.66,133
197,11.53,134
179,7.84,135
616,7.48,136
142,8.58,137
573,7.46,138
379,7.29,139
380,7.61,140
347,8.97,141
207,11.16,142
306,7.26,143
119,7.22,144
148,7.12,145
304,7.05,146
303,7.01,147
150,8.4,148
174,7.08,149
438,9.87,150
468,9.86,151
467,9.6,152
346,8.97,153
611,8.69,154
503,7.0,155
551,6.97,156
244,6.96,157
657,8.12,158
382,10.69,159
460,10.44,160
159,6.86,161
567,6.77,162
259,8.05,163
622,6.91,164
305,6.76,165
420,6.84,166
499,6.69,167
474,9.57,168
652,6.49,169
30,6.47,170
152,6.41,171
419,7.36,172
457,12.43,173
331,8.18,174
322,10.33,175
290,9.57,176
219,12.48,177
194,8.33,178
625,6.65,179
602,6.5,180
598,6.4,181
299,6.47,182
558,6.35,183
151,6.33,184
423,9.03,185
569,6.41,186
532,6.31,187
612,6.29,188
126,6.28,189
626,6.22,190
637,6.22,190
156,6.18,191
28,6.15,192
117,6.06,193
154,7.34,194
444,5.99,195
631,7.13,196
164,6.8,197
656,6.37,198
297,5.93,199
445,5.93,199
245,5.91,200
155,5.9,201
645,6.02,202
538,5.87,203
671,6.58,204
502,5.84,205
25,5.83,206
241,5.83,206
650,6.42,207
97,5.79,208
472,8.46,209
606,7.04,210
27,5.69,211
617,5.68,212
674,5.66,213
166,8.33,214
173,7.02,215
26,7.01,216
476,9.76,217
199,7.08,218
505,6.5,219
546,5.91,220
451,9.09,221
500,6.61,222
580,7.18,223
190,8.19,224
311,5.98,225
417,7.77,226
484,8.14,227
566,6.93,228
215,10.99,229
345,8.91,230
397,7.09,231
481,6.76,232
571,5.79,233
620,5.64,234
619,5.59,235
31,5.57,236
315,5.54,237
607,5.53,238
165,6.2,239
210,9.81,240
424,8.67,241
348,6.22,242
111,5.49,243
66,5.47,244
664,5.46,245
127,5.94,246
627,6.59,247
130,5.62,248
514,6.24,249
403,7.34,250
46,9.26,251
234,5.44,252
182,9.42,253
389,8.22,254
354,7.69,255
504,5.94,256
552,5.44,257
409,5.36,258
493,5.79,259
163,5.7,260
64,5.33,261
352,5.29,262
23,5.27,263
562,5.26,264
29,5.16,265
572,5.16,265
143,5.52,266
644,5.06,267
284,5.06,267
157,5.72,268
632,5.04,269
121,4.93,270
628,7.49,271
630,5.05,272
133,9.65,273
604,5.4,274
485,4.91,275
144,6.81,276
255,9.66,277
124,5.62,278
678,4.9,279
330,8.43,280
432,5.5,281
521,4.88,282
89,4.87,283
92,4.87,283
221,4.79,284
62,4.78,285
554,4.77,286
601,4.77,286
136,4.75,287
434,6.25,288
161,4.74,289
122,4.74,289
75,4.71,290
96,4.71,290
470,7.35,291
643,4.69,292
72,4.69,292
583,4.68,293
53,8.99,294
282,4.64,295
263,4.59,296
559,4.59,296
204,8.25,297
353,6.56,298
211,4.57,299
442,8.0,300
506,5.27,301
168,4.5,302
14,4.49,303
413,5.63,304
360,4.48,305
243,4.48,305
507,4.46,306
293,5.25,307
257,6.77,308
666,6.84,309
193,6.31,310
381,7.13,311
520,5.47,312
236,4.64,313
108,4.45,314
235,4.31,315
77,4.3,316
672,5.53,317
618,5.18,318
623,5.7,319
422,6.08,320
624,4.73,321
41,4.26,322
