Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.013569748834117813,0.7095564978391156,4.912441582200197e-302,0.027139497668235625,0.013569748834117813,0.04070924650235344
0.016585248575032883,0.7318563646767396,0.0,0.027139497668235625,0.013569748834117813,0.04070924650235344
0.019600748315947953,0.7479430934611782,0.0,0.027139497668235625,0.013569748834117813,0.04070924650235344
0.02261624805686302,0.7467696156606081,0.0,0.027139497668235625,0.013569748834117813,0.04070924650235344
0.02563174779777809,0.745407167702567,0.0,0.027139497668235625,0.013569748834117813,0.04070924650235344
0.02864724753869316,0.7384093539970128,0.0,0.027139497668235625,0.013569748834117813,0.04070924650235344
0.03166274727960823,0.7277322064988686,0.0,0.027139497668235625,0.013569748834117813,0.04070924650235344
0.0346782470205233,0.7348938345963433,0.0,0.027139497668235625,0.013569748834117813,0.04070924650235344
0.03769374676143837,0.7417746641004361,0.0,0.027139497668235625,0.013569748834117813,0.04070924650235344
0.04070924650235344,0.7529265579511949,0.0,0.027139497668235625,0.013569748834117813,0.04070924650235344
