Lambda,Centrality,Kendall_Tau,P_Value
0.0927,Degree_Centrality,0.7887389815290152,1.262339508528007e-133
0.0927,Betweenness_Centrality,0.43216214496852634,5.1940269771786634e-42
0.0927,PageRank_Centrality,0.5421123815038654,3.428339880393224e-72
0.0927,Closeness_Centrality,0.4678491588003231,3.324425643840673e-54
0.0927,Eigenvector_Centrality,0.3618999190888312,3.79746548119745e-33
0.1132,Degree_Centrality,0.7599459638014622,1.8388775784463787e-124
0.1132,Betweenness_Centrality,0.4120162291998913,2.0027713158888827e-38
0.1132,PageRank_Centrality,0.5027050590653237,1.802081677576034e-62
0.1132,Closeness_Centrality,0.4890185131342972,3.5139568738541344e-59
0.1132,Eigenvector_Centrality,0.39931984245582314,4.54834728362174e-40
0.1338,Degree_Centrality,0.7285828080631064,9.91063555336843e-115
0.1338,Betweenness_Centrality,0.3901097670894934,1.127154441447225e-34
0.1338,PageRank_Centrality,0.46598629240370515,5.179353704357217e-54
0.1338,Closeness_Centrality,0.5144470729658535,2.141957978893482e-65
0.1338,Eigenvector_Centrality,0.42277838573076604,9.083641295701411e-45
0.1544,Degree_Centrality,0.6942819643642159,1.7410546151408817e-104
0.1544,Betweenness_Centrality,0.37635730229597564,1.991207018349956e-32
0.1544,PageRank_Centrality,0.4351754979506622,2.1740391870403647e-47
0.1544,Closeness_Centrality,0.5326936450949273,4.579473547998004e-70
0.1544,Eigenvector_Centrality,0.43875962351536124,3.889497045680471e-48
0.175,Degree_Centrality,0.6706871259201048,9.895845293325841e-98
0.175,Betweenness_Centrality,0.36963742161865487,2.2757920681266476e-31
0.175,PageRank_Centrality,0.41288671252225695,7.0798941316761104e-43
0.175,Closeness_Centrality,0.5577791075322479,1.0251475490778385e-76
0.175,Eigenvector_Centrality,0.46074732212109276,5.97225376541258e-53
0.1956,Degree_Centrality,0.6395838372227095,4.393383157109503e-89
0.1956,Betweenness_Centrality,0.35619737330218476,2.930909580753528e-29
0.1956,PageRank_Centrality,0.3836270973071159,2.8921507896304343e-37
0.1956,Closeness_Centrality,0.5817296841774334,2.6050037659687584e-83
0.1956,Eigenvector_Centrality,0.48148973505781956,1.1125914753653675e-57
0.2162,Degree_Centrality,0.6120781174309051,8.665113749214546e-82
0.2162,Betweenness_Centrality,0.348284228682427,4.63066942622571e-28
0.2162,PageRank_Centrality,0.35770226809980266,1.2269635535744321e-32
0.2162,Closeness_Centrality,0.607312385975698,1.1254418904443036e-90
0.2162,Eigenvector_Centrality,0.502731605923739,9.481854365098761e-63
0.2368,Degree_Centrality,0.5785396333758721,2.63300305044396e-73
0.2368,Betweenness_Centrality,0.33023793062448925,2.0932730554165028e-25
0.2368,PageRank_Centrality,0.3273163063164719,1.3006499317382372e-27
0.2368,Closeness_Centrality,0.627344185687579,1.132519220972478e-96
0.2368,Eigenvector_Centrality,0.5107931887865469,9.491007128351903e-65
0.2574,Degree_Centrality,0.5565583643394914,5.45593553725419e-68
0.2574,Betweenness_Centrality,0.3228419502595248,2.3477381200260346e-24
0.2574,PageRank_Centrality,0.3101105670346528,5.882359067242237e-25
0.2574,Closeness_Centrality,0.652067222679197,2.6621870382814608e-104
0.2574,Eigenvector_Centrality,0.5100628475520558,1.4060590656078175e-64
0.278,Degree_Centrality,0.5395976255139782,5.0563723520063574e-64
0.278,Betweenness_Centrality,0.3162333096607451,1.9539211382683076e-23
0.278,PageRank_Centrality,0.29582326557559674,7.403265864351729e-23
0.278,Closeness_Centrality,0.6701914414722964,4.4795751382307766e-110
0.278,Eigenvector_Centrality,0.5170766699187043,2.556491059397e-66
