Gravity Index Centrality,Local Gravity Model Centrality,Degree Centrality,Global Relative Change in Avg Degree,Coreness Centrality,PE Values,PageRank Centrality,Leverage Centrality,H-GSM_1,Extended Improved Gravity Index Values,I-GSM Values,Betweenness Centrality,MDD Value,Clustered Local Degree,Node H-Index,Isolating Centrality,Eccentricity Centrality,Clustering Coefficient,Global Relative Change in Avg Clustering,Constraint Coefficients,Closeness Centrality,Eigenvector Centrality,H Values,Centrality Values,GGC Values,Average Spreading Ability
0.875,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.9341772151898734,0.9999999999999999,0.9495717599788199,1.0,0.8525252527272729,1.0,1.0,0.5555555555555557,0.1999999994,0.5047619050017688,1.0,0.9755516225439287,0.6089268285371279,0.6109214554028815,0.9333333333333332,1.0,0.7857142857142857
0.5,0.3333333333333333,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.49057234056366233,0.3630639625143708,0.4863657379877327,0.6309059871466661,0.4177215189873418,0.6874840792109963,0.48285652797061557,0.33333333333333304,0.4747474745454545,0.0,0.3333333333333333,0.7500000000000001,0.250000000375,0.047619041622448954,0.7760243497589578,1.0,0.3281574647927346,0.21935595314269685,0.3959677419354837,0.5603574790584522,0.7266009852216749
0.5625,0.3333333333333333,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.49090797407031744,0.3573948729995666,0.4575566165626492,0.624178645950152,0.430379746835443,0.6823697634015354,0.9999999999999999,0.08333333333333304,0.4747474745454545,1.0,0.0,1.0,0.250000000375,0.05714285162598638,0.7998737098054506,0.9877039219426722,0.24767731428638542,0.1659761719981868,0.38198924731182793,0.5951888332425175,1.0
0.4375,0.29523809523809524,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.5212776056004567,0.37072196241782174,0.562625172657998,0.6094282878272975,0.430379746835443,0.6266909752892681,0.5723795205885523,0.33333333333333304,0.4040404042424244,0.0,0.6666666666666666,0.7500000000000001,0.250000000375,0.047619041622448954,0.7760243497589578,0.9877039219426722,0.34668215497279425,0.23164275827310882,0.4419354838709676,0.5095145958960255,0.8374384236453202
0.625,0.5904761904761906,0.6666666757777777,0.6666666666666666,0.6666666666666665,0.7537043783550832,0.7111932632133058,0.8134339861865231,0.7277546238957578,0.5645569620253165,0.7049476435909573,0.9965536922730983,0.4166666666666665,0.5393939393939393,1.0,0.41666666666666663,0.7500000000000001,0.149999999925,0.10476190164367347,0.9891628162318894,0.9055222309360802,0.1783705216186317,0.15128423148210002,0.5368279569892472,0.9623852941529291,0.8201970443349752
0.0,0.028571428571428525,0.0,0.0,0.0,0.02497026304111233,0.10033364768145447,0.2372515790374945,0.003903628060949571,0.020253164556962022,0.03816176426578555,0.0002445650174147109,0.0,0.48484848484848486,0.0,0.25,0.0,0.9999999999999999,0.7619047667020409,0.0,0.0,0.000824967972914769,0.0004103791591661002,0.0026881720430107503,0.0021785921196195573,0.0714285714285714
0.5,0.5428571428571429,0.6666666757777777,0.6666666666666666,0.6666666666666665,0.4411704173169178,0.772397242141015,0.8727468814797128,0.377100531236649,0.42025316455696193,0.40293873884623566,0.2651085221949095,0.4166666666666665,0.581818181818182,0.0,0.8333333333333333,0.0769230833846154,0.29999999985,0.4761904749911564,0.7723328005563382,0.13629015734401606,0.01097851745466758,0.01250236575409075,0.4161290322580644,0.39888487854927157,0.4285714285714285
0.4375,0.3333333333333333,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.30269354544417887,0.3957549781949816,0.4575566165626492,0.3520892177558529,0.2936708860759494,0.441734130723601,0.299592194463424,0.583333333333333,0.4747474745454545,1.0,0.0,0.16666666666666663,0.250000000375,0.25714285330503395,0.7784530026116966,0.2842475819043784,0.01599855073478089,0.012311431721796499,0.2543010752688172,0.38882728832258756,0.44827586206896564
0.0625,0.08571428571428569,0.0,0.0,0.0,0.3204961706341449,0.007066713854757545,0.05931289529318967,0.30535283745293584,0.29620253164556953,0.37333315925986577,0.0004891300348294218,0.0,0.6868686866666667,0.0,0.0,0.27272727781818185,0.9999999999999999,0.7047619066808164,0.12572859641538292,0.5681963020270318,0.4760846727977682,0.23682822652866098,0.3026881720430107,0.04812656776762622,0.4581280788177341
0.625,0.5904761904761906,0.6666666757777777,0.6666666666666666,0.6666666666666665,0.812404657313355,0.6526180627279778,0.8252965639640025,0.7200343789293665,0.7620253164556962,0.7596056085891395,0.381570402258652,0.6666666666666661,0.6545454545454545,0.0,0.8333333333333333,0.27272727781818185,0.29999999985,0.5619047650229931,0.8175950954897008,0.6585115552823644,0.7265424868733932,0.6057642902117107,0.7881720430107525,0.6329957881018029,0.9556650246305417
0.3125,0.3333333333333333,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.3009674164679584,0.3286695018468846,0.47450315807498905,0.29788033156946103,0.37721518987341773,0.42564126177821937,0.008070647981205617,0.583333333333333,0.8181818181818181,0.0,0.3333333333333333,0.0,0.749999999625,0.9619047683810885,0.330852510712522,0.16238828009637074,0.680982884654763,0.4533732009485126,0.3419354838709676,0.12552664391508497,0.3990147783251231
0.625,0.638095238095238,0.6666666757777777,0.6666666666666666,0.6666666666666665,0.43220782729325374,0.6439427310404879,0.7864735786527284,0.5622179298438527,0.6329113924050632,0.6711413941842482,0.18484226952158442,0.6666666666666661,0.8484848484848484,0.0,0.8333333333333333,0.0769230833846154,0.449999999775,0.4571428549840817,0.6992789604603893,0.31710577446180155,0.8592074644728317,0.7157545695832379,0.5513440860215052,0.31364380517616064,0.6822660098522167
0.3125,0.2571428571428572,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.4192612371947548,0.4044501731579502,0.5931289486613684,0.38880136676624233,0.3139240506329114,0.3849391225563842,0.3785867071209764,0.583333333333333,0.48484848484848486,0.0,0.3333333333333333,0.27272727781818185,0.49999999925,0.5904761950336055,0.5598743577774716,0.4389608370956004,0.02456681469209137,0.01799447350732911,0.33037634408602146,0.2800192512447023,0.46798029556650256
0.125,0.028571428571428525,0.0,0.0,0.0,0.2037107433886392,0.07007437658986904,0.21183176676898463,0.29462085339232813,0.09113924050632904,0.2826673328605701,0.44021710113556417,0.0,0.0,0.0,0.0,0.40000000280000025,0.0,0.42857142497346934,0.7420232294052613,0.5918893999448909,0.04766174567912575,0.023709325650056418,0.08602150537634401,0.43766324269929635,0.32512315270935954
0.375,0.2571428571428572,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.4670574688813662,0.40699587022209016,0.6100754901737083,0.49977289448859785,0.28101265822784804,0.4656609338992458,0.49451054462771066,0.33333333333333304,0.18181818181818188,0.0,0.6666666666666666,0.5555555555555557,0.0,0.20000000167904766,0.975173782962499,0.7592297420462493,0.09312829370437421,0.06346900044107615,0.2559139784946236,0.779362601686907,0.41871921182266003
0.4375,0.3333333333333333,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.30269354544417887,0.3957549781949816,0.4575566165626492,0.3520892177558529,0.2936708860759494,0.441734130723601,0.299592194463424,0.583333333333333,0.4747474745454545,1.0,0.0,0.16666666666666663,0.250000000375,0.25714285330503395,0.7784530026116966,0.2842475819043784,0.01599855073478089,0.012311431721796499,0.2543010752688172,0.38882728832258756,0.3004926108374385
0.375,0.11428571428571427,0.0,0.0,0.0,0.2712799924880403,0.0,0.0,0.38627580738001355,0.2784810126582278,0.5720331003029483,0.11790481270388128,0.0,0.18181818181818188,0.0,0.0,0.16666666666666663,0.0,0.48571428499469393,0.7420232294052613,0.48675116753923,0.5678994031873682,0.28250144537736677,0.2817204301075269,0.478189428255543,0.5985221674876847
0.0,0.08571428571428569,0.0,0.0,0.0,0.09787818657753727,0.006689803590332888,0.05931289529318967,0.11545018919835492,0.17974683544303793,0.22717992939209875,0.0,0.0,0.6868686866666667,0.0,0.0,0.0,0.9999999999999999,0.39047619335455785,0.09386468699090433,0.14056430474010329,0.5524410077295445,0.27481167043769184,0.1416666666666666,0.0,0.3448275862068967
0.5,0.5428571428571429,0.6666666757777777,0.6666666666666666,0.6666666666666665,0.3918547016372727,0.6593221334387787,0.8727468814797128,0.4362578630319994,0.5518987341772151,0.4845063201275138,0.019663031250575006,0.4166666666666665,0.6909090909090909,0.0,0.8333333333333333,0.0,0.449999999775,0.31428571332625854,0.6705237247849074,0.16684647830602617,0.7763886496292294,0.6470908980823188,0.4916666666666666,0.2558449312083461,0.6403940886699507
0.1875,0.028571428571428525,0.0,0.0,0.0,0.2408064029797305,0.04570330600544281,0.2372515790374945,0.4302824881662447,0.19493670886075942,0.4227545401242153,0.1869220588428736,0.0,0.0,0.0,0.25,0.5555555555555557,0.0,0.9142857183634014,0.7420232294052613,0.9055222309360802,0.3130673331300173,0.15573528308216325,0.2045698924731182,0.38251605774564096,0.5049261083743842
0.0,0.0,0.0,0.0,0.0,0.02933245134574952,0.10679105709830727,0.3135110158430241,0.0,0.0,0.0,0.0031793452263912418,0.0,0.16161616181818184,0.0,0.25,0.0,0.49999999925,0.2857142833156463,0.39229739767050154,0.0,0.00019953229296508154,9.925713373238991e-05,0.002956989247311803,0.07615841844222512,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.11287167924315367,0.33893082811153397,0.0002691052621390799,0.0,0.0,0.002201085156732398,0.0,0.16161616181818184,0.0,0.5,0.0,0.49999999925,0.6857142866737416,0.3634558104904544,0.0,0.0,0.0,0.0,0.06553798342119291,0.17733990147783263
0.8125,0.6857142857142857,0.6666666757777777,0.6666666666666666,0.6666666666666665,0.6716112106339578,0.6573239371225861,0.7390232632722824,0.8372006519578,0.670886075949367,0.9415411557123144,0.6472401682713976,0.6666666666666661,0.6727272727272728,0.0,0.8333333333333333,0.40000000280000025,0.149999999925,0.5142857150053061,0.9787798451828092,0.8614150363509188,0.6744979815028844,0.5626150758336957,0.6032258064516128,0.8911323407455656,0.9704433497536945
0.4375,0.29523809523809524,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.4554926604604878,0.332407364417002,0.5338160533681787,0.41245324494251767,0.450632911392405,0.505477696541819,0.14708142457580065,0.583333333333333,0.4040404042424244,0.0,0.3333333333333333,0.0769230833846154,0.250000000375,0.31428571332625854,0.7998737098054506,0.31710577446180155,0.6545142157484557,0.435817421120504,0.45645161290322567,0.37354847569098637,0.45320197044334976
0.5625,0.3714285714285714,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.4465760186582926,0.3199055541223521,0.427052842694543,0.5369002756986038,0.4962025316455695,0.7119602849507624,0.12866567587664873,0.583333333333333,0.5454545454545454,0.0,0.3333333333333333,0.16666666666666663,0.250000000375,0.5428571450159184,0.7760243497589578,0.49382316991316766,0.7068600095646457,0.4705366270270944,0.485752688172043,0.4742285763607039,0.4507389162561576
1.0,1.0000000000000002,1.0,1.0,1.0,0.9512326711071757,0.9535131093005942,1.0,0.8975312446043132,0.9999999999999999,0.9914484357716228,0.4613964350128064,1.0,0.9454545454545455,1.0,1.0,0.16666666666666663,0.29999999985,0.5904761950336055,0.9123742483832316,0.5154252951525045,1.0,1.0,0.9999999999999999,0.7926087155024913,0.9088669950738916
0.4375,0.40952380952380957,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.3413205421239394,0.3123049916780254,0.3677399474013533,0.41515706175826017,0.4582278481012658,0.6078851270085813,0.08432603051849714,0.583333333333333,1.0,0.0,0.3333333333333333,0.0769230833846154,0.749999999625,0.8190476183280272,0.37578256610573635,0.31152066244162313,0.7688509716021454,0.5116531506315832,0.40161290322580634,0.15652163900718266,0.667487684729064
0.5,0.3714285714285714,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.541100574800151,0.3191815592548257,0.427052842694543,0.6002514185579618,0.5721518987341773,0.7456525746017774,0.5565811561549489,0.583333333333333,0.5454545454545454,0.0,0.3333333333333333,0.27272727781818185,0.250000000375,0.48571428499469393,0.7760243497589578,0.6759999152165159,0.6805967002903125,0.45311705766797633,0.5803763440860213,0.4974470758772821,0.7487684729064038
0.5625,0.3714285714285714,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.41602665881442497,0.32507357252693736,0.427052842694543,0.6452238515404142,0.4759493670886076,0.7720484533895028,0.43662324965787347,0.583333333333333,0.5454545454545454,0.0,0.3333333333333333,0.40000000280000025,0.250000000375,0.4571428549840817,0.7622296101726459,0.8400845715254668,0.5969917984408744,0.39766473443627043,0.3954301075268817,0.5067001918118689,0.6403940886699507
0.3125,0.2571428571428572,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.47754384387121745,0.3957719511486415,0.5931289486613684,0.4444564058579369,0.3063291139240506,0.405215218918093,0.07904342758625148,0.08333333333333304,0.18181818181818188,0.0,0.3333333333333333,0.5555555555555557,0.0,0.2857142833156463,0.975173782962499,0.6848760394808426,0.11653878110631309,0.07899638906298999,0.28091397849462363,0.7700208516402528,0.4064039408866996
0.125,0.057142857142857106,0.0,0.0,0.0,0.24901082701358884,0.05091055899131436,0.13557232996345503,0.32183777335356367,0.1240506329113924,0.3300097386297781,0.059752350497570425,0.0,0.06060606060606055,0.0,0.0,0.7500000000000001,0.0,0.20000000167904766,0.7420232294052613,0.7495965719211231,0.11990112868047147,0.05964479246774307,0.10026881720430103,0.5034669133033638,0.2660098522167488
0.3125,0.2571428571428572,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.4192612371947548,0.4044501731579502,0.5931289486613684,0.38880136676624233,0.3139240506329114,0.3849391225563842,0.3785867071209764,0.583333333333333,0.48484848484848486,0.0,0.3333333333333333,0.27272727781818185,0.49999999925,0.5904761950336055,0.5598743577774716,0.4389608370956004,0.02456681469209137,0.01799447350732911,0.33037634408602146,0.2800192512447023,0.3793103448275862
0.3125,0.2571428571428572,0.33333333788888875,0.33333333333333337,0.33333333333333326,0.30773716092152065,0.4229179151678244,0.5931289486613684,0.23441582542191275,0.260759493670886,0.26783026536568755,0.1584781577564544,0.33333333333333304,0.33333333333333326,0.0,0.3333333333333333,0.0769230833846154,0.250000000375,0.0,0.740808902978892,0.13204603743190835,0.008370131427220753,0.007251758977242695,0.27069892473118273,0.3125911278153224,0.1798029556650248
