Starting Node,Average Spreading Ability,Node,Rank
1,7.98,1,112.0
2,7.58,2,128.0
3,8.18,3,108.0
4,9.26,4,75.0
5,7.79,5,120.0
6,8.27,6,105.0
7,12.0,7,8.0
8,11.8,8,10.0
9,9.45,9,68.0
10,7.42,10,132.0
11,11.83,11,9.0
12,9.02,12,83.0
13,8.74,13,93.0
14,8.31,14,103.0
15,9.11,15,80.0
16,10.57,16,28.0
17,10.99,17,20.0
18,11.15,18,17.0
19,9.95,19,47.0
20,11.17,20,16.0
21,7.96,21,114.0
22,8.38,22,101.0
23,9.46,23,67.0
24,7.77,24,122.0
25,10.69,25,26.0
26,11.08,26,18.0
27,9.47,27,66.0
28,9.96,28,46.0
29,6.97,29,142.0
30,9.55,30,63.0
31,7.03,31,140.0
32,9.84,32,51.0
33,10.21,33,38.0
34,12.17,34,5.0
35,7.84,35,117.0
36,9.32,36,74.0
37,9.61,37,60.0
38,10.63,38,27.0
39,9.25,39,76.0
40,7.83,40,118.0
41,10.38,41,35.0
42,8.67,42,95.0
43,9.18,43,77.0
44,8.1,44,110.0
45,7.38,45,133.0
46,7.11,46,139.0
47,12.12,47,6.0
48,7.55,48,130.0
49,8.16,49,109.0
50,8.95,50,84.0
51,8.86,51,86.0
52,11.32,52,15.0
53,11.46,53,13.0
54,9.68,54,57.0
55,8.78,55,90.0
56,8.94,56,85.0
57,7.92,57,115.0
58,9.4,58,72.0
59,7.19,59,138.0
60,9.56,60,62.0
61,12.07,61,7.0
62,10.91,62,21.0
63,8.82,63,88.0
64,6.01,64,148.0
65,10.06,65,44.0
66,10.91,66,21.0
67,7.0,67,141.0
68,11.38,68,14.0
69,8.76,69,91.0
70,8.5,70,98.0
71,9.64,71,59.0
72,6.48,72,146.0
73,9.5,73,65.0
74,9.42,74,71.0
75,9.74,75,54.0
76,8.33,76,102.0
77,9.13,77,79.0
78,9.71,78,55.0
79,10.15,79,40.0
80,7.44,80,131.0
81,9.43,81,70.0
82,10.22,82,37.0
83,8.43,83,100.0
84,10.85,84,23.0
85,7.59,85,127.0
86,7.81,86,119.0
87,7.97,87,113.0
88,8.57,88,97.0
89,9.89,89,50.0
90,12.87,90,3.0
91,8.1,91,110.0
92,9.15,92,78.0
93,9.36,93,73.0
94,8.2,94,106.0
95,10.87,95,22.0
96,7.64,96,125.0
97,9.44,97,69.0
98,7.21,98,136.0
99,8.61,99,96.0
100,10.41,100,34.0
101,9.07,101,82.0
102,10.2,102,39.0
103,9.92,103,48.0
104,10.45,104,33.0
105,10.71,105,25.0
106,7.35,106,134.0
107,9.75,107,53.0
108,8.75,108,92.0
109,9.95,109,47.0
110,10.49,110,32.0
111,7.69,111,124.0
112,9.7,112,56.0
113,8.74,113,93.0
114,9.82,114,52.0
115,8.78,115,90.0
116,9.1,116,81.0
117,10.99,117,20.0
118,9.11,118,80.0
119,7.2,119,137.0
120,7.24,120,135.0
121,11.63,121,11.0
122,8.48,122,99.0
123,8.79,123,89.0
124,9.82,124,52.0
125,9.15,125,78.0
126,7.78,126,121.0
127,10.51,127,31.0
128,11.0,128,19.0
129,8.79,129,89.0
130,10.06,130,44.0
131,10.09,131,42.0
132,10.8,132,24.0
133,6.66,133,144.0
134,10.56,134,29.0
135,13.54,135,2.0
136,6.83,136,143.0
137,11.55,137,12.0
138,9.65,138,58.0
139,7.56,139,129.0
140,10.33,140,36.0
141,8.69,141,94.0
142,7.9,142,116.0
143,8.85,143,87.0
144,10.07,144,43.0
145,6.56,145,145.0
146,8.79,146,89.0
147,10.54,147,30.0
148,8.79,148,89.0
149,9.91,149,49.0
150,10.07,150,43.0
151,12.58,151,4.0
152,7.73,152,123.0
153,14.54,153,1.0
154,9.4,154,72.0
155,9.57,155,61.0
156,7.63,156,126.0
157,6.17,157,147.0
158,10.91,158,21.0
159,9.98,159,45.0
160,9.52,160,64.0
161,10.1,161,41.0
162,8.04,162,111.0
163,8.19,163,107.0
164,8.3,164,104.0
