Starting Node,Average Spreading Ability,Node,Rank
1,3.14,1,459.0
2,3.83,2,410.0
3,3.36,3,444.0
4,5.03,4,333.0
5,4.07,5,393.0
6,4.09,6,391.0
7,8.29,7,194.0
8,5.15,8,327.0
9,8.92,9,174.0
10,4.01,10,397.0
11,3.67,11,423.0
12,4.45,12,367.0
13,7.91,13,199.0
14,4.15,14,388.0
15,13.21,15,62.0
16,4.84,16,345.0
17,2.76,17,478.0
18,6.15,18,277.0
19,3.39,19,441.0
20,11.99,20,83.0
21,2.68,21,482.0
22,2.88,22,472.0
23,2.77,23,477.0
24,2.98,24,467.0
25,5.88,25,288.0
26,3.57,26,428.0
27,5.49,27,307.0
28,4.72,28,353.0
29,2.67,29,483.0
30,4.15,30,388.0
31,3.47,31,434.0
32,3.62,32,425.0
33,5.47,33,309.0
34,3.43,34,437.0
35,3.72,35,418.0
36,3.37,36,443.0
37,2.6,37,486.0
38,6.7,38,250.0
39,4.27,39,380.0
40,6.9,40,241.0
41,4.88,41,342.0
42,5.31,42,319.0
43,6.81,43,244.0
44,7.58,44,211.0
45,5.52,45,306.0
46,6.03,46,282.0
47,4.02,47,396.0
48,7.15,48,227.0
49,5.35,49,317.0
50,6.42,50,264.0
51,9.36,51,152.0
52,4.69,52,355.0
53,5.59,53,301.0
54,3.9,54,405.0
55,4.08,55,392.0
56,4.1,56,390.0
57,6.66,57,253.0
58,3.67,58,423.0
59,2.92,59,470.0
60,4.26,60,381.0
61,3.75,61,416.0
62,6.79,62,245.0
63,8.29,63,194.0
64,6.45,64,263.0
65,8.96,65,170.0
66,6.33,66,270.0
67,4.66,67,356.0
68,5.83,68,291.0
69,14.41,69,46.0
70,4.24,70,382.0
71,3.53,71,431.0
72,6.55,72,258.0
73,12.84,73,67.0
74,4.98,74,336.0
75,7.65,75,208.0
76,6.85,76,242.0
77,4.0,77,398.0
78,18.62,78,15.0
79,4.21,79,384.0
80,3.87,80,407.0
81,3.31,81,447.0
82,4.78,82,348.0
83,6.34,83,269.0
84,4.09,84,391.0
85,3.37,85,443.0
86,4.21,86,384.0
87,4.03,87,395.0
88,9.88,88,135.0
89,5.25,89,322.0
90,8.36,90,190.0
91,5.78,91,292.0
92,5.48,92,308.0
93,6.12,93,278.0
94,4.02,94,396.0
95,4.24,95,382.0
96,3.47,96,434.0
97,6.48,97,261.0
98,3.62,98,425.0
99,4.6,99,358.0
100,3.89,100,406.0
101,3.87,101,407.0
102,3.33,102,446.0
103,4.77,103,349.0
104,5.55,104,304.0
105,4.92,105,340.0
106,12.11,106,82.0
107,6.38,107,266.0
108,7.07,108,231.0
109,6.75,109,246.0
110,5.28,110,320.0
111,6.53,111,259.0
112,7.54,112,213.0
113,6.71,113,249.0
114,14.07,114,51.0
115,3.96,115,400.0
116,3.28,116,448.0
117,3.14,117,459.0
118,4.76,118,350.0
119,6.92,119,239.0
120,4.69,120,355.0
121,4.86,121,344.0
122,6.68,122,251.0
123,3.22,123,453.0
124,2.63,124,485.0
125,3.52,125,432.0
126,3.62,126,425.0
127,6.85,127,242.0
128,10.6,128,118.0
129,3.56,129,429.0
130,7.33,130,221.0
131,5.47,131,309.0
132,5.67,132,298.0
133,7.05,133,232.0
134,10.84,134,113.0
135,4.89,135,341.0
136,2.67,136,483.0
137,4.63,137,357.0
138,3.15,138,458.0
139,6.49,139,260.0
140,4.06,140,394.0
141,6.74,141,247.0
142,4.7,142,354.0
143,5.32,143,318.0
144,5.48,144,308.0
145,16.16,145,30.0
146,4.74,146,352.0
147,6.37,147,267.0
148,19.76,148,8.0
149,12.24,149,77.0
150,18.8,150,13.0
151,10.5,151,121.0
152,9.36,152,152.0
153,3.46,153,435.0
154,5.36,154,316.0
155,2.77,155,477.0
156,6.7,156,250.0
157,5.52,157,306.0
158,3.99,158,399.0
159,2.54,159,487.0
160,6.21,160,274.0
161,5.06,161,330.0
162,11.96,162,84.0
163,3.24,163,451.0
164,3.68,164,422.0
165,3.31,165,447.0
166,5.37,166,315.0
167,5.71,167,295.0
168,8.83,168,177.0
169,2.74,169,479.0
170,3.0,170,465.0
171,4.63,171,357.0
172,8.34,172,192.0
173,4.49,173,365.0
174,14.59,174,43.0
175,2.99,175,466.0
176,20.15,176,4.0
177,11.63,177,93.0
178,14.94,178,41.0
179,2.66,179,484.0
180,3.58,180,427.0
181,2.52,181,488.0
182,4.22,182,383.0
183,5.05,183,331.0
184,10.51,184,120.0
185,12.78,185,69.0
186,16.04,186,31.0
187,10.75,187,114.0
188,9.24,188,158.0
189,7.05,189,232.0
190,9.52,190,144.0
191,5.28,191,320.0
192,6.7,192,250.0
193,8.61,193,182.0
194,10.08,194,129.0
195,6.03,195,282.0
196,3.27,196,449.0
197,7.01,197,235.0
198,5.17,198,326.0
199,6.15,199,277.0
200,9.57,200,142.0
201,3.12,201,460.0
202,3.04,202,464.0
203,5.96,203,284.0
204,3.35,204,445.0
205,5.84,205,290.0
206,4.34,206,375.0
207,4.6,207,358.0
208,5.42,208,311.0
209,3.86,209,408.0
210,5.53,210,305.0
211,10.45,211,123.0
212,5.94,212,286.0
213,5.04,213,332.0
214,5.57,214,302.0
215,6.35,215,268.0
216,9.4,216,149.0
217,1.94,217,500.0
218,3.99,218,399.0
219,4.45,219,367.0
220,4.27,220,380.0
221,6.18,221,275.0
222,3.95,222,401.0
223,3.35,223,445.0
224,4.1,224,390.0
225,8.22,225,196.0
226,4.52,226,363.0
227,8.95,227,171.0
228,4.52,228,363.0
229,4.75,229,351.0
230,9.07,230,164.0
231,4.59,231,359.0
232,3.72,232,418.0
233,6.83,233,243.0
234,6.83,234,243.0
235,4.07,235,393.0
236,9.62,236,140.0
237,4.52,237,363.0
238,8.34,238,192.0
239,6.05,239,281.0
240,18.11,240,16.0
241,15.98,241,33.0
242,9.28,242,157.0
243,16.03,243,32.0
244,14.33,244,47.0
245,3.82,245,411.0
246,3.69,246,421.0
247,3.79,247,414.0
248,4.98,248,336.0
249,12.18,249,79.0
250,3.76,250,415.0
251,8.38,251,189.0
252,5.18,252,325.0
253,6.48,253,261.0
254,9.98,254,130.0
255,3.9,255,405.0
256,4.97,256,337.0
257,3.25,257,450.0
258,8.59,258,183.0
259,4.84,259,345.0
260,12.79,260,68.0
261,12.28,261,76.0
262,16.7,262,26.0
263,3.84,263,409.0
264,4.43,264,369.0
265,3.25,265,450.0
266,3.45,266,436.0
267,6.24,267,272.0
268,5.05,268,331.0
269,7.58,269,211.0
270,7.16,270,226.0
271,5.05,271,331.0
272,14.28,272,48.0
273,18.08,273,17.0
274,11.48,274,97.0
275,14.47,275,45.0
276,9.87,276,136.0
277,3.35,277,445.0
278,3.41,278,439.0
279,6.47,279,262.0
280,6.96,280,237.0
281,9.98,281,130.0
282,5.39,282,314.0
283,8.73,283,179.0
284,4.37,284,373.0
285,7.8,285,201.0
286,4.42,286,370.0
287,17.22,287,21.0
288,5.32,288,318.0
289,17.48,289,19.0
290,13.77,290,52.0
291,6.91,291,240.0
292,4.95,292,338.0
293,6.55,293,258.0
294,3.08,294,461.0
295,3.93,295,403.0
296,8.55,296,185.0
297,5.55,297,304.0
298,5.56,298,303.0
299,5.4,299,313.0
300,8.86,300,176.0
301,3.87,301,407.0
302,3.59,302,426.0
303,4.44,303,368.0
304,5.28,304,320.0
305,3.93,305,403.0
306,3.46,306,435.0
307,11.66,307,91.0
308,2.95,308,469.0
309,7.43,309,218.0
310,3.66,310,424.0
311,9.18,311,160.0
312,3.9,312,405.0
313,2.73,313,480.0
314,5.95,314,285.0
315,16.7,315,26.0
316,2.97,316,468.0
317,3.54,317,430.0
318,4.94,318,339.0
319,10.2,319,126.0
320,9.51,320,145.0
321,8.04,321,198.0
322,13.65,322,53.0
323,7.02,323,234.0
324,11.64,324,92.0
325,14.55,325,44.0
326,16.82,326,24.0
327,11.16,327,106.0
328,5.01,328,334.0
329,10.51,329,120.0
330,17.42,330,20.0
331,10.5,331,121.0
332,7.55,332,212.0
333,2.48,333,490.0
334,3.4,334,440.0
335,8.94,335,172.0
336,4.75,336,351.0
337,3.4,337,440.0
338,3.38,338,442.0
339,5.52,339,306.0
340,9.93,340,132.0
341,8.69,341,180.0
342,13.17,342,63.0
343,10.48,343,122.0
344,14.65,344,42.0
345,2.81,345,475.0
346,4.79,346,347.0
347,2.91,347,471.0
348,4.57,348,361.0
349,11.94,349,85.0
350,3.83,350,410.0
351,5.21,351,324.0
352,9.15,352,161.0
353,9.91,353,134.0
354,9.02,354,167.0
355,8.5,355,186.0
356,6.22,356,273.0
357,6.37,357,267.0
358,4.4,358,371.0
359,8.38,359,189.0
360,11.92,360,86.0
361,12.45,361,74.0
362,6.6,362,255.0
363,8.48,363,187.0
364,7.13,364,228.0
365,9.21,365,159.0
366,15.01,366,40.0
367,20.13,367,5.0
368,6.05,368,281.0
369,9.33,369,154.0
370,12.45,370,74.0
371,19.79,371,7.0
372,21.53,372,2.0
373,4.78,373,348.0
374,3.18,374,456.0
375,8.93,375,173.0
376,3.8,376,413.0
377,4.31,377,378.0
378,7.29,378,224.0
379,12.22,379,78.0
380,6.41,380,265.0
381,9.92,381,133.0
382,11.51,382,95.0
383,9.74,383,138.0
384,11.23,384,103.0
385,7.91,385,199.0
386,4.34,386,375.0
387,9.06,387,165.0
388,8.87,388,175.0
389,2.48,389,490.0
390,2.51,390,489.0
391,8.04,391,198.0
392,9.37,392,151.0
393,11.75,393,90.0
394,11.82,394,89.0
395,13.37,395,59.0
396,6.08,396,279.0
397,10.69,397,116.0
398,19.75,398,9.0
399,9.44,399,147.0
400,11.6,400,94.0
401,4.52,401,363.0
402,8.35,402,191.0
403,5.35,403,317.0
404,6.06,404,280.0
405,8.44,405,188.0
406,9.04,406,166.0
407,5.46,407,310.0
408,9.0,408,168.0
409,4.57,409,361.0
410,4.56,410,362.0
411,9.3,411,156.0
412,3.71,412,419.0
413,5.11,413,329.0
414,8.99,414,169.0
415,7.69,415,204.0
416,5.24,416,323.0
417,6.57,417,257.0
418,10.84,418,113.0
419,4.14,419,389.0
420,2.02,420,497.0
421,6.91,421,240.0
422,24.51,422,1.0
423,8.35,423,191.0
424,11.42,424,99.0
425,13.15,425,64.0
426,13.39,426,58.0
427,15.51,427,36.0
428,5.12,428,328.0
429,6.97,429,236.0
430,11.37,430,101.0
431,15.26,431,37.0
432,9.11,432,162.0
433,12.48,433,73.0
434,9.71,434,139.0
435,10.39,435,124.0
436,8.3,436,193.0
437,7.48,437,215.0
438,8.8,438,178.0
439,11.17,439,105.0
440,9.53,440,143.0
441,7.22,441,225.0
442,13.24,442,61.0
443,16.8,443,25.0
444,10.17,444,127.0
445,10.17,445,127.0
446,6.3,446,271.0
447,5.69,447,296.0
448,13.61,448,55.0
449,20.02,449,6.0
450,18.98,450,11.0
451,14.14,451,50.0
452,20.73,452,3.0
453,15.12,453,38.0
454,13.47,454,56.0
455,5.27,455,321.0
456,5.69,456,296.0
457,9.51,457,145.0
458,8.56,458,184.0
459,4.38,459,372.0
460,10.61,460,117.0
461,4.57,461,361.0
462,4.59,462,359.0
463,11.9,463,87.0
464,7.05,464,232.0
465,10.85,465,112.0
466,11.46,466,98.0
467,18.92,467,12.0
468,4.49,468,365.0
469,5.6,469,300.0
470,16.28,470,29.0
471,5.71,471,295.0
472,4.24,472,382.0
473,9.48,473,146.0
474,10.98,474,110.0
475,11.85,475,88.0
476,4.35,476,374.0
477,4.58,477,360.0
478,4.18,478,386.0
479,3.23,479,452.0
480,3.19,480,455.0
481,3.86,481,408.0
482,3.54,482,430.0
483,3.05,483,463.0
484,3.7,484,420.0
485,3.07,485,462.0
486,3.4,486,440.0
487,2.68,487,482.0
488,4.17,488,387.0
489,3.42,489,438.0
490,5.76,490,293.0
491,3.66,491,424.0
492,3.21,492,454.0
493,2.85,493,473.0
494,6.0,494,283.0
495,6.21,495,274.0
496,13.29,496,60.0
497,7.74,497,203.0
498,3.23,498,452.0
499,5.31,499,319.0
500,13.62,500,54.0
501,11.12,501,107.0
502,6.94,502,238.0
503,11.38,503,100.0
504,3.87,504,407.0
505,5.92,505,287.0
506,3.31,506,447.0
507,9.82,507,137.0
508,4.49,508,365.0
509,8.92,509,174.0
510,12.13,510,81.0
511,6.9,511,241.0
512,7.32,512,222.0
513,5.32,513,318.0
514,6.59,514,256.0
515,13.01,515,65.0
516,2.19,516,495.0
517,4.24,517,382.0
518,2.74,518,479.0
519,2.83,519,474.0
520,3.9,520,405.0
521,4.37,521,373.0
522,2.95,522,469.0
523,7.68,523,205.0
524,4.87,524,343.0
525,6.37,525,267.0
526,9.95,526,131.0
527,7.58,527,211.0
528,11.06,528,108.0
529,10.53,529,119.0
530,8.28,530,195.0
531,15.09,531,39.0
532,12.39,532,75.0
533,9.1,533,163.0
534,16.87,534,23.0
535,14.18,535,49.0
536,12.76,536,70.0
537,4.5,537,364.0
538,8.34,538,192.0
539,7.13,539,228.0
540,7.6,540,210.0
541,9.41,541,148.0
542,5.6,542,300.0
543,4.28,543,379.0
544,6.67,544,252.0
545,6.59,545,256.0
546,7.39,546,219.0
547,5.65,547,299.0
548,4.94,548,339.0
549,4.63,549,357.0
550,4.89,550,341.0
551,6.57,551,257.0
552,13.4,552,57.0
553,7.31,553,223.0
554,2.46,554,491.0
555,3.74,555,417.0
556,3.35,556,445.0
557,7.67,557,206.0
558,6.16,558,276.0
559,8.06,559,197.0
560,9.38,560,150.0
561,7.75,561,202.0
562,3.14,562,459.0
563,2.25,563,493.0
564,4.32,564,377.0
565,7.69,565,204.0
566,10.71,566,115.0
567,5.41,567,312.0
568,9.34,568,153.0
569,7.68,569,205.0
570,5.39,570,314.0
571,7.44,571,217.0
572,5.78,572,292.0
573,4.21,573,384.0
574,1.72,574,502.0
575,2.24,575,494.0
576,4.2,576,385.0
577,5.85,577,289.0
578,7.04,578,233.0
579,4.34,579,375.0
580,3.87,580,407.0
581,8.28,581,195.0
582,10.85,582,112.0
583,11.49,583,96.0
584,4.33,584,376.0
585,3.68,585,422.0
586,3.49,586,433.0
587,5.74,587,294.0
588,4.45,588,367.0
589,6.16,589,276.0
590,5.68,590,297.0
591,7.53,591,214.0
592,2.97,592,468.0
593,2.71,593,481.0
594,4.15,594,388.0
595,7.87,595,200.0
596,7.66,596,207.0
597,12.92,597,66.0
598,3.08,598,461.0
599,1.79,599,501.0
600,2.05,600,496.0
601,12.68,601,71.0
602,16.64,602,27.0
603,16.89,603,22.0
604,19.63,604,10.0
605,9.21,605,159.0
606,12.17,606,80.0
607,12.49,607,72.0
608,10.32,608,125.0
609,8.66,609,181.0
610,11.16,610,106.0
611,10.45,611,123.0
612,11.34,612,102.0
613,9.88,613,135.0
614,11.02,614,109.0
615,6.92,615,239.0
616,6.3,616,271.0
617,8.48,617,187.0
618,7.1,618,229.0
619,10.88,619,111.0
620,9.58,620,141.0
621,8.8,621,178.0
622,11.21,622,104.0
623,10.13,623,128.0
624,7.09,624,230.0
625,7.61,625,209.0
626,8.36,626,190.0
627,5.17,627,326.0
628,18.72,628,14.0
629,15.69,629,34.0
630,15.52,630,35.0
631,3.95,631,401.0
632,7.46,632,216.0
633,9.31,633,155.0
634,4.2,634,385.0
635,5.52,635,306.0
636,4.99,636,335.0
637,3.93,637,403.0
638,7.35,638,220.0
639,5.32,639,318.0
640,5.15,640,327.0
641,7.87,641,200.0
642,4.58,642,360.0
643,6.62,643,254.0
644,6.73,644,248.0
645,4.46,645,366.0
646,2.91,646,471.0
647,3.94,647,402.0
648,4.75,648,351.0
649,4.2,649,385.0
650,3.91,650,404.0
651,2.8,651,476.0
652,5.84,652,290.0
653,3.16,653,457.0
654,1.97,654,498.0
655,3.81,655,412.0
656,4.81,656,346.0
657,4.18,657,386.0
658,2.85,658,473.0
659,2.31,659,492.0
660,18.04,660,18.0
661,1.95,661,499.0
662,16.4,662,28.0
