Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.12061855670103093,0.6857369328428025,7.920053280416706e-23,0.24123711340206186,0.12061855670103093,0.3618556701030928
0.14742268041237114,0.7380520583419505,2.791150451036244e-26,0.24123711340206186,0.12061855670103093,0.3618556701030928
0.17422680412371133,0.7637443962359671,4.956563509333581e-28,0.24123711340206186,0.12061855670103093,0.3618556701030928
0.20103092783505155,0.8194311075195474,3.844677186841673e-32,0.24123711340206186,0.12061855670103093,0.3618556701030928
0.22783505154639175,0.872843596555827,3.067603102096815e-36,0.24123711340206186,0.12061855670103093,0.3618556701030928
0.25463917525773194,0.8648650527737166,1.2404716497964826e-35,0.24123711340206186,0.12061855670103093,0.3618556701030928
0.28144329896907216,0.8446591334245239,4.105368356789657e-34,0.24123711340206186,0.12061855670103093,0.3618556701030928
0.3082474226804124,0.824020204767933,1.507732710551996e-32,0.24123711340206186,0.12061855670103093,0.3618556701030928
0.33505154639175255,0.8079034223234123,2.3314551125111204e-31,0.24123711340206186,0.12061855670103093,0.3618556701030928
0.3618556701030928,0.8096597341110718,1.7316091345423034e-31,0.24123711340206186,0.12061855670103093,0.3618556701030928
