Node,Spreading Ability,Rank
26,11.03,1
75,10.64,2
73,8.9,3
63,9.22,4
57,9.3,5
68,9.42,6
58,8.57,7
24,8.0,8
28,8.36,9
25,7.87,10
61,10.43,11
125,7.66,12
77,8.92,13
29,7.22,14
55,6.96,15
135,5.89,16
130,7.7,17
74,5.85,18
51,7.0,19
127,6.81,20
67,5.62,21
53,7.03,22
78,6.66,23
121,8.29,24
56,8.41,25
136,5.65,26
62,6.21,27
6,5.52,28
126,6.49,29
69,6.13,30
128,7.94,31
27,4.97,32
153,6.65,33
133,6.35,34
50,5.82,35
138,5.24,36
60,5.15,37
123,5.04,38
76,4.36,39
137,6.64,40
116,4.5,41
155,5.87,42
23,4.27,43
52,4.84,44
124,4.46,45
66,5.27,46
113,5.18,47
154,4.67,48
152,4.86,49
134,4.3,50
72,3.88,51
205,3.97,52
142,4.51,53
30,3.83,54
71,3.59,55
141,3.81,56
151,4.67,57
208,3.78,58
131,2.96,59
129,2.88,60
4,2.59,61
194,3.56,62
65,4.04,63
207,2.58,64
119,4.14,65
59,3.02,66
201,3.94,67
145,3.65,68
203,3.15,69
206,3.01,70
200,2.73,71
193,3.17,72
70,2.7,73
144,2.98,74
132,3.21,75
196,3.4,76
204,2.65,77
177,2.72,78
191,2.49,79
195,3.18,80
214,2.98,81
38,2.92,82
54,2.53,83
118,2.52,84
114,3.11,85
202,2.42,86
48,2.4,87
64,2.33,88
162,3.28,89
265,2.36,90
185,2.26,91
198,2.24,92
149,2.27,93
288,2.58,94
122,2.23,95
187,2.1,96
112,2.03,97
199,2.46,98
146,2.14,99
148,1.99,100
190,1.8,101
159,2.06,102
111,2.21,103
189,1.83,104
251,2.29,105
147,1.78,106
117,2.31,107
248,2.13,108
166,2.64,109
173,2.09,110
291,2.05,111
266,1.95,112
249,1.92,113
175,1.86,114
115,1.75,115
192,1.87,116
186,1.7,117
172,1.7,117
253,1.8,118
171,1.67,119
176,2.35,120
320,1.79,121
163,1.77,122
168,2.28,123
289,1.8,124
102,1.73,125
120,2.51,126
107,2.37,127
106,2.01,128
227,1.68,129
182,1.95,130
101,1.65,131
287,1.64,132
179,1.69,133
197,1.83,134
150,2.6,135
295,1.72,136
143,1.54,137
264,1.81,138
294,1.86,139
244,1.74,140
157,1.67,141
105,1.53,142
188,1.46,143
263,1.44,144
228,1.43,145
79,1.43,145
100,1.59,146
307,1.95,147
47,1.55,148
178,1.41,149
243,1.41,149
110,1.76,150
109,1.53,151
282,1.38,152
108,1.37,153
165,1.35,154
11,1.35,154
44,1.38,155
183,1.47,156
104,1.46,157
224,1.54,158
286,1.59,159
160,1.74,160
167,1.96,161
161,1.46,162
252,1.49,163
284,1.4,164
43,2.49,165
285,1.86,166
259,1.31,167
318,1.29,168
229,1.27,169
290,1.66,170
313,1.5,171
139,2.6,172
174,1.58,173
280,1.49,174
211,1.35,175
268,1.33,176
169,1.27,177
46,1.44,178
184,1.25,179
316,1.25,179
319,1.25,179
156,1.28,180
45,1.41,181
250,1.24,182
5,1.63,183
209,1.43,184
49,1.45,185
97,1.21,186
246,1.21,186
256,1.45,187
41,1.19,188
210,1.16,189
180,1.15,190
305,1.33,191
42,1.23,192
36,1.17,193
247,1.22,194
96,1.17,195
223,1.54,196
281,1.42,197
274,1.53,198
94,1.14,199
276,1.13,200
255,1.13,200
269,1.12,201
302,1.12,201
273,1.52,202
181,1.16,203
271,1.13,204
257,1.3,205
254,1.25,206
222,1.8,207
309,2.01,208
317,1.53,209
314,1.42,210
315,1.33,211
303,1.31,212
267,1.27,213
215,1.27,213
221,1.27,213
212,1.59,214
293,1.3,215
233,1.23,216
308,1.23,216
40,1.2,217
272,1.28,218
262,1.46,219
260,1.19,220
304,1.19,220
279,1.49,221
33,1.41,222
3,1.18,223
301,1.18,223
241,1.17,224
98,1.33,225
310,1.15,226
95,1.15,226
213,1.14,227
242,1.14,227
91,1.13,228
103,1.13,228
216,1.12,229
39,1.12,229
300,1.12,229
235,1.12,229
2,1.23,230
158,1.11,231
232,1.11,231
92,1.4,232
21,1.24,233
35,1.1,234
329,1.1,235
230,1.1,236
298,1.22,237
299,1.13,238
321,1.13,238
37,1.26,239
20,1.19,240
89,1.14,241
80,1.13,242
292,1.13,243
322,1.27,244
245,1.16,245
88,1.12,246
93,1.12,246
22,1.11,247
325,1.1,248
9,1.09,249
164,1.09,249
306,1.09,249
225,1.09,249
234,1.09,249
238,1.08,250
8,1.07,251
140,1.07,251
13,1.07,251
18,1.07,251
19,1.07,251
83,1.07,251
86,1.07,251
231,1.07,251
7,1.06,252
81,1.06,252
82,1.06,252
34,1.06,252
258,1.05,253
330,1.05,253
296,1.05,253
236,1.05,253
1,1.04,254
10,1.04,254
16,1.04,254
278,1.04,254
226,1.04,254
312,1.04,254
12,1.19,255
323,1.08,256
277,1.03,257
218,1.03,257
99,1.02,258
170,1.02,258
331,1.02,258
14,1.02,258
219,1.02,258
17,1.02,258
283,1.02,258
239,1.03,259
15,1.08,260
261,1.01,261
237,1.01,261
220,1.01,261
328,1.13,262
31,1.07,263
327,1.02,264
324,1.01,265
240,1.0,266
275,1.0,266
297,1.0,266
311,1.0,266
217,1.0,266
270,1.0,266
326,1.03,267
32,1.01,268
85,1.06,269
90,1.05,270
84,1.04,271
332,1.02,272
87,1.02,272
