Degree Centrality,Betweenness Centrality,Closeness Centrality,Average Spreading Ability
0.018292682685975614,0.0822884022621597,0.01440171297762927,0.013071627602032454
0.006097560978658535,0.04184359085135601,0.014762635461641877,0.012088182265202425
0.006097560978658535,0.08665843460213594,0.014581112943673652,0.016636616948041305
0.006097560978658535,0.049601513252524994,0.014581112943673652,0.013932142271758728
0.012195121957317074,0.0863597829693654,0.013367894597722042,0.013645304048516636
0.0,2.1193621567602965e-05,0.0,0.0011883297820029504
0.012195121957317074,0.02297388953309647,0.002012001909879523,0.007129978692017702
0.006097560978658535,0.025962190591219025,0.0041962434325075295,0.007457793804294378
0.0,4.2387243135205924e-05,0.008388074877478037,0.0076217013604327165
0.012195121957317074,0.0330662937502421,0.009721366037912377,0.015899032945418782
0.006097560978658535,0.0006993897202761674,0.0023972789823057143,0.006638256023602688
0.012195121957317074,0.016018141725046613,0.0046813169511612015,0.011350598262579906
0.006097560978658535,0.03280773140028113,0.006480218819979514,0.007785608916571055
0.0,0.03814852486949815,0.008737847444996377,0.005408949352565154
0.006097560978658535,0.042853509691687094,0.011208231913465174,0.006966071135879364
0.006097560978658535,0.025962190591219025,0.0041962434325075295,0.00499918046221931
0.0,0.010217446500976383,0.007185730046910221,0.009957384035404034
0.0,0.0,0.002075099589797284,0.00573676446484183
0.012195121957317074,0.0017039675077077097,0.0024630937372906022,0.01065399114899197
0.0,0.01619837301193177,0.013367894597722042,0.00840026225208982
0.0,0.0002755170803788386,0.0,0.0
0.0,0.00019074259410842672,0.0,0.002950336010490086
0.012195121957317074,0.05608881979402238,0.012716756162825601,0.01614489427962629
0.006097560978658535,0.012745846012791011,0.0046813169511612015,0.007539747582363546
0.006097560978658535,0.011149966058496184,0.007290131439940529,0.007498770693328962
0.018292682685975614,0.03998389278921595,0.007609035740045593,0.015120472053761679
0.006097560978658535,0.007307561800944904,0.0045988659783948735,0.011104736928372397
0.006097560978658535,0.04823245172143485,0.009979540320442239,0.012456974266513685
0.006097560978658535,0.0378370873262489,0.012401862286380079,0.01065399114899197
0.006097560978658535,0.006849779700211842,0.010110575307268728,0.006761186690706442
0.0,0.005178045157917611,0.011066020934567955,0.004425504015735125
0.006097560978658535,0.03280773140028113,0.006480218819979514,0.006310440911326012
0.006097560978658535,0.013733469069804688,0.0019493475147615812,0.0029913128995246695
0.006097560978658535,0.0005298405391900741,4.983042661494489e-05,0.003564989346008851
0.0,0.00014835535097322075,0.006878038244682934,0.007252909359121457
0.0,0.0005298405391900741,0.011643939150764887,0.011063760039337813
0.0,0.03814852486949815,0.008737847444996377,0.0042206195705622035
0.006097560978658535,0.014265607569320401,0.012093774135390601,0.007375840026225208
0.0,0.007160355534407137,0.012093774135390601,0.009998360924438617
0.006097560978658535,0.007885705386932713,0.01149716494598718,0.007990493361743976
0.0,0.0,0.002075099589797284,0.004056712014423865
0.006097560978658535,0.042853509691687094,0.011208231913465174,0.00684314046877561
