feature,score,rank
Eccentricity Centrality,0.24203706730474675,1
Global Relative Change in Avg Clustering,0.18309811389809688,2
Leverage Centrality,0.12509158704918608,3
Closeness Centrality,0.1088237522986304,4
GSM,0.09623225700535173,5
GIN Values,0.09374963478928985,6
Clustering Coefficient,0.06358497853090363,7
H-GSM_1,0.057394197488131446,8
Volume Centrality,0.048902477388398556,9
P Value,0.04458160814083749,10
Second order centrality,0.04045266668734768,11
Isolating Centrality,0.0398651543672153,12
I-GSM Values,0.0387346367662191,13
HCC Value,0.03837420389098475,14
Betweenness Centrality,0.034432148553127276,15
K-Shell Value,0.03412593032523042,16
PageRank Centrality,0.031757146009954856,17
Node H-Index,0.03147953215671798,18
Eigenvector Centrality,0.021544848946344907,19
Global Relative Change in Avg Degree,0.02079364119679502,20
Clustered Local Degree,0.02072051738450222,21
Constraint Coefficients,0.019621631697176203,22
Societal Capital Scores,0.01827899452375005,23
Extended Degree,0.017743601090064565,24
CLC Values,0.017162330223783846,25
MDD Value,0.016351362229557166,26
DNC Scores,0.015615723960051398,27
Extended Improved Gravity Index Values,0.015569053730390428,28
Degree Centrality,0.015292113363252409,29
Semi local centrality,0.014173310677642633,30
Coreness Centrality,0.014090573312294036,31
Extended Coreness,0.013781803665705127,32
EHCC Value,0.013415067975636777,33
Centrality Values,0.012840940505097322,34
PE Values,0.01223948966614038,35
Improved Gravity Index Values,0.011637919530254693,36
Gravity Index Centrality,0.010743322968200067,37
EIGSM Values,0.009739612104385871,38
Local-Global Centrality,0.008937757655444589,39
Laplacian Centrality,0.005969423176681644,40
Gravity Model Centrality,0.004207734568434245,41
GGC Values,0.003177714296949922,42
MCGM Values,0.0031381465758122023,43
DIL Centrality,0.0027132078067697817,44
Density Centrality,0.002137963688684639,45
Subgraph centrality,0.001665620703544952,46
HVGc Index,0.0013614729235910613,47
Local Gravity Model Centrality,0.0008992762346218077,48
LGC Scores,0.0008903216836795523,49
H Values,0.0008580541483626331,50
