Isolating Centrality,Constraint Coefficients,Clustering Coefficient,Second order centrality,H-GSM_1,Global Relative Change in Avg Clustering,Volume Centrality,K-Shell Value,Eccentricity Centrality,Clustered Local Degree,Closeness Centrality,Betweenness Centrality,Leverage Centrality,LGC Scores,GSM,Node H-Index,Laplacian Centrality,P Value,HCC Value,GIN Values,Improved Gravity Index Values,Semi local centrality,Gravity Index Centrality,CLC Values,Extended Coreness,Average Spreading Ability
0.0,1.0,0.031109204,0.9999999999999999,1.0,1.0,0.9739243807040416,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0
0.0,0.8067104057519651,0.714285714,0.7765000883230326,0.003910272663232829,0.009898976925301147,0.8354628422425032,0.5555555555555556,0.5333333327111112,0.3235798072475533,0.4730782051936586,0.0015914480824648749,0.18637224494789018,0.008693350724311535,0.4287157452070841,0.22727272727272724,0.017714877906600167,0.7166123778501629,0.4483243394356045,0.27776473057399187,0.24328593996840445,0.18087075082412557,0.17116252915005872,0.09128504055855044,0.16569918109256765,0.04317958783120705
0.0,0.5894163193915817,1.0,0.6366472422760321,0.003432934815878684,0.012355302652942214,0.8372881355932204,0.2222222222222222,0.5333333327111112,0.25441138763810456,0.46466836645314236,0.0,0.11521261039726188,0.005376018956218323,0.40988538540985053,0.0909090909090909,0.01149685860483192,0.5798045602605864,0.3500868679949945,0.2553492389019039,0.10877541660296591,0.12944377002322244,0.0798670261151448,0.049050163217323584,0.1070280916347051,0.04121687929342492
0.0,0.7657111390245488,0.533333333,0.7479534046048996,0.0037427802646417545,0.007671205900654454,0.8524119947848761,0.4444444444444445,0.5333333327111112,0.2187744648803649,0.4773416861121039,0.0005514239925775269,0.27105406055648856,0.006395619855029934,0.4260996743221852,0.18181818181818182,0.013375218602241078,0.6482084690553747,0.3921579461299552,0.26511344716029567,0.18930166980923746,0.14277926837754873,0.14170649818897507,0.08636586601408817,0.12159220483051728,0.04219823356231599
0.0,0.18841519141899665,1.0,0.48688838081253916,0.0032089330402270675,0.05917139190480278,0.7580182529335071,0.1111111111111111,0.5333333327111112,0.17250686683153527,0.4286455064272551,0.0,0.25312834069346246,0.0031848436387362884,0.3734150011524233,0.045454545454545456,0.007740138610013601,0.3811074918566775,0.2312528009288891,0.23060187749036737,0.0615604138001325,0.08845141718665832,0.044275011163852275,0.033493688403841954,0.06768943713071422,0.045142296368989185
0.0,0.81727687991451,0.714285714,0.7763342305500842,0.0039195311039591525,0.0024538276520240107,0.8552803129074316,0.5555555555555556,0.5333333327111112,0.29624378510670574,0.48598877420168607,0.00048442912086937146,0.2027949051055214,0.00792580707162961,0.43698258827746594,0.22727272727272724,0.016289915149944944,0.7003257328990228,0.43262672562011323,0.2759074067470843,0.24043214595117976,0.1708639722464928,0.1770173494533847,0.08623160452968358,0.15326008085415155,0.0323846908734053
0.0,0.7572973183036875,0.6,0.7233603868663405,0.003607846213772708,0.015143219094798087,0.814341590612777,0.4444444444444445,0.5333333327111112,0.23005747702659368,0.45804940992983634,0.0006908746835940654,0.2169004008509191,0.006103572433547197,0.40979547151322404,0.18181818181818182,0.013278062050650949,0.6156351791530945,0.3762331866869932,0.259004308091188,0.18348366712531214,0.1401528917205989,0.13145229313795215,0.07930063938537453,0.12195501192080441,0.04612365063788025
0.0,0.7572973183036875,0.6,0.7233672110738532,0.003607846213772708,0.015143219094798087,0.814341590612777,0.4444444444444445,0.5333333327111112,0.23005747702659368,0.45804940992983634,0.0006913722737659085,0.2169004008509191,0.006103609571099903,0.40979547151322404,0.18181818181818182,0.013278062050650949,0.6156351791530945,0.3762331866869932,0.259004308091188,0.18348366712531214,0.1401528917205989,0.13145229313795215,0.07930063938537453,0.12195501192080441,0.03434739941118743
0.0,0.7572973183036875,0.6,0.7233603933783813,0.003607846213772708,0.015143219094798087,0.814341590612777,0.4444444444444445,0.5333333327111112,0.23005747702659368,0.45804940992983634,0.0006908746835940654,0.2169004008509191,0.006103572433547197,0.40979547151322404,0.18181818181818182,0.013278062050650949,0.6156351791530945,0.3762331866869932,0.259004308091188,0.18348366712531214,0.1401528917205989,0.13145229313795215,0.07930063938537453,0.12195501192080441,0.08341511285574092
0.0,0.8334475901926787,0.523809524,0.7782640364256646,0.004009782725706772,0.005062241347489146,0.8432855280312908,0.6666666666666665,0.5333333327111112,0.28975493137407204,0.47477899272135016,0.00047410307944612283,0.17212097491056666,0.008777573028798143,0.43311030160450104,0.2727272727272727,0.017844419975387008,0.7133550488599348,0.4473850612998088,0.2793093987980431,0.28634765326402695,0.18198419019193943,0.2023716983940592,0.1111463377103881,0.166994920700736,0.06280667320902843
0.0,0.8224284429353672,0.523809524,0.7749883530016042,0.003819582224615315,0.006941178530841248,0.8375488917861799,0.4444444444444445,0.5333333327111112,0.28423250267778494,0.4730782051936586,0.0007679823437946795,0.21584646207894947,0.008573761600019459,0.42716774719444295,0.22727272727272724,0.01752056480341991,0.7068403908794788,0.4424124104886849,0.2773739111253969,0.20229662470909987,0.17800209800843844,0.14261614541124323,0.1087134248746194,0.16269306520161708,0.07065750736015701
