Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.056157368654291204,0.7616924171092433,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
0.06863678391080036,0.7816019384022371,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
0.08111619916730951,0.7904246764248528,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
0.09359561442381867,0.7951013411165795,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
0.10607502968032782,0.8008911962054582,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
0.11855444493683698,0.7851800236372557,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
0.13103386019334612,0.7587729202277179,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
0.1435132754498553,0.7421667892141552,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
0.15599269070636446,0.7354815795642184,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
0.1684721059628736,0.7234353916121711,0.0,0.11231473730858241,0.056157368654291204,0.1684721059628736
