Lambda,Centrality,Kendall_Tau,P_Value
0.0021,Degree_Centrality,0.713881437600631,4.348886922141002e-121
0.0021,Betweenness_Centrality,0.6850660521632232,4.368954199852364e-112
0.0021,PageRank_Centrality,0.7114954193895806,9.3556557298542e-121
0.0021,Closeness_Centrality,0.7138759614805759,4.377304591794288e-121
0.0021,Eigenvector_Centrality,0.7097979270673781,3.444792885114761e-120
0.0026,Degree_Centrality,0.7179838248237562,7.94378114253003e-123
0.0026,Betweenness_Centrality,0.6823387843865965,1.527761162686825e-111
0.0026,PageRank_Centrality,0.7140997550288167,5.457682968593319e-122
0.0026,Closeness_Centrality,0.7179868703995117,7.943610384298789e-123
0.0026,Eigenvector_Centrality,0.7153539442576283,2.065799345390346e-122
0.003,Degree_Centrality,0.696965733557445,4.201994448172921e-116
0.003,Betweenness_Centrality,0.6584028140470551,3.2746600576452665e-104
0.003,PageRank_Centrality,0.6921778553168825,5.5778783213485885e-115
0.003,Closeness_Centrality,0.6969432451159693,4.2833156187927185e-116
0.003,Eigenvector_Centrality,0.6998131346395743,1.7358693078716816e-117
0.0035,Degree_Centrality,0.6855449628239865,1.6351488934852271e-112
0.0035,Betweenness_Centrality,0.6518217597469083,2.758001781843997e-102
0.0035,PageRank_Centrality,0.6816275371062844,1.113001303333774e-111
0.0035,Closeness_Centrality,0.6855224399502309,1.6662896580374342e-112
0.0035,Eigenvector_Centrality,0.6852484903995051,7.545769353973622e-113
0.0039,Degree_Centrality,0.6766231240776442,9.502457688454102e-110
0.0039,Betweenness_Centrality,0.6364114583477708,1.1103371343324622e-97
0.0039,PageRank_Centrality,0.6711853917875185,1.945995859365541e-108
0.0039,Closeness_Centrality,0.6766175210251668,9.561527094748446e-110
0.0039,Eigenvector_Centrality,0.6856458556902104,4.4835011330602354e-113
0.0044,Degree_Centrality,0.6653855896098112,2.917717929718724e-106
0.0044,Betweenness_Centrality,0.6296461168523778,1.0308208911469921e-95
0.0044,PageRank_Centrality,0.6607575218909358,3.2305924670731888e-105
0.0044,Closeness_Centrality,0.6654646471707366,2.7614127523286844e-106
0.0044,Eigenvector_Centrality,0.6713924032580986,1.440086935618926e-108
0.0049,Degree_Centrality,0.6915395690663962,1.19132953625593e-114
0.0049,Betweenness_Centrality,0.6589659617968752,1.1233954311734298e-104
0.0049,PageRank_Centrality,0.6883310407019346,4.821386937195514e-114
0.0049,Closeness_Centrality,0.6916017889146886,1.1394658841812488e-114
0.0049,Eigenvector_Centrality,0.6952115617085458,2.699970333321813e-116
0.0053,Degree_Centrality,0.7194149032780652,5.853343032810175e-124
0.0053,Betweenness_Centrality,0.6787721566507247,5.563432394693755e-111
0.0053,PageRank_Centrality,0.7147064726164332,7.737063388057392e-123
0.0053,Closeness_Centrality,0.7194941671444659,5.515055664489589e-124
0.0053,Eigenvector_Centrality,0.7201997940524454,1.0559046572565545e-124
0.0058,Degree_Centrality,0.7545654166807114,3.538445514549308e-136
0.0058,Betweenness_Centrality,0.7065370813124304,4.3323525089527395e-120
0.0058,PageRank_Centrality,0.7502778294446519,3.5574511695200465e-135
0.0058,Closeness_Centrality,0.7546448270735595,3.324285067630512e-136
0.0058,Eigenvector_Centrality,0.7545371223714384,1.0834932313979803e-136
0.0063,Degree_Centrality,0.781273405305829,7.429962086315803e-146
0.0063,Betweenness_Centrality,0.7237471479103582,6.34485785278242e-126
0.0063,PageRank_Centrality,0.7775247298024095,4.915038602609969e-145
0.0063,Closeness_Centrality,0.7813359910087339,7.065619358140519e-146
0.0063,Eigenvector_Centrality,0.7828655222251892,5.248526401672164e-147
