Lambda,Kendall Tau,p-value,beta_c,beta_min,beta_max
0.00312405133550649,0.20073164227978238,0.00015601236753789226,0.00624810267101298,0.00312405133550649,0.00937215400651947
0.003818284965619043,0.2713585666903977,2.89531609317958e-07,0.00624810267101298,0.00312405133550649,0.00937215400651947
0.004512518595731596,0.3646962826040048,5.028314543530017e-12,0.00624810267101298,0.00312405133550649,0.00937215400651947
0.00520675222584415,0.45472708886613705,6.884765012945712e-18,0.00624810267101298,0.00312405133550649,0.00937215400651947
0.005900985855956703,0.6952938352740115,9.508593707209658e-40,0.00624810267101298,0.00312405133550649,0.00937215400651947
0.006595219486069256,0.6665168413079176,1.1297581564327749e-36,0.00624810267101298,0.00312405133550649,0.00937215400651947
0.00728945311618181,0.36264230484723625,5.757740113890641e-12,0.00624810267101298,0.00312405133550649,0.00937215400651947
0.007983686746294363,0.24525406166873406,3.205896140662186e-06,0.00624810267101298,0.00312405133550649,0.00937215400651947
0.008677920376406916,0.1503556825705557,0.004297732524087779,0.00624810267101298,0.00312405133550649,0.00937215400651947
0.00937215400651947,0.1486390439697387,0.004761583505719632,0.00624810267101298,0.00312405133550649,0.00937215400651947
