Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.6666666666666666,0.25,0.42857142857142855,0.42857142857142855,1.0
10,0.375,0.25,0.3333333333333333,0.42857142857142855,0.8181818181818182
15,0.375,0.25,0.30434782608695654,0.42857142857142855,0.5
20,0.4444444444444444,0.20588235294117646,0.36666666666666664,0.36666666666666664,0.7083333333333334
25,0.4,0.24390243902439024,0.4166666666666667,0.3684210526315789,0.6451612903225806
30,0.27522935779816515,0.2653061224489796,0.34782608695652173,0.3125,0.7222222222222222
35,0.1761904761904762,0.22033898305084745,0.3584905660377358,0.36363636363636365,0.7560975609756098
40,0.09012875536480687,0.18840579710144928,0.3225806451612903,0.3709677419354839,0.7083333333333334
45,0.052868391451068614,0.22666666666666666,0.3333333333333333,0.4393939393939394,0.6727272727272727
50,0.05849268841394826,0.25925925925925924,0.36,0.5,0.6451612903225806
55,0.06411698537682789,0.25842696629213485,0.36585365853658536,0.5063291139240507,0.6
60,0.06974128233970754,0.24489795918367346,0.35555555555555557,0.5,0.6266666666666667
65,0.07536557930258718,0.2571428571428571,0.3469387755102041,0.5274725274725275,0.6708860759493671
70,0.08098987626546682,0.24561403508771928,0.3523809523809524,0.54,0.6705882352941176
75,0.08661417322834646,0.26666666666666666,0.35714285714285715,0.5420560747663551,0.6888888888888889
80,0.0922384701912261,0.2755905511811024,0.38461538461538464,0.5126050420168067,0.6530612244897959
