Subgraph centrality,Degree Centrality,GSM,PageRank Centrality,GGC Values,Extended Coreness,Local Gravity Model Centrality,Centrality Values,Improved Gravity Index Values,Clustered Local Degree,Closeness Centrality,MDD Value,Local-Global Centrality,H Values,Density Centrality,Eigenvector Centrality,Constraint Coefficients,Global Relative Change in Avg Clustering,HCC Value,Node H-Index,Eccentricity Centrality,Laplacian Centrality,Global Relative Change in Avg Degree,Extended Degree,EHCC Value,Average Spreading Ability
0.16872163058827258,0.2333333339666666,0.4513901862535685,0.20635146513874714,0.08727397014603404,0.43535825545171336,0.14274721046556366,0.25337902666853074,0.6306355241716458,0.650943600648087,0.3740179612523381,0.2736318407960199,0.1839443467812798,0.1291648698334428,0.1372416891250286,0.3747948466665228,0.5337304520630637,0.2546142268841091,0.7320343752378139,0.6666666666666665,1.0,0.18992248062015504,0.18676337331571605,0.4109848484848485,0.3961828698024589,0.432601880877743
0.17889083098889724,0.26666666666666666,0.4651054319108161,0.2548200542504044,0.15233633138543193,0.46339563862928346,0.16762857509298446,0.25144383178867696,0.652362846279196,0.6059851686243588,0.3920227773668571,0.2935323383084577,0.21112285806932857,0.1404624643815923,0.1599281221914105,0.38818508591261414,0.6907261392062332,0.41752261375946187,0.7279596979596608,0.6666666666666665,1.0,0.2131782945736434,0.22212148344511667,0.44318181818181823,0.3971488737401006,0.5
0.26895737064369224,0.26666666666666666,0.48796417415025073,0.2268274371715963,0.12624889719702564,0.5957943925233644,0.20854174682570217,0.28837234852699284,0.7436175991309071,0.8742495314602954,0.3740179612523381,0.308457711442786,0.2173689783007351,0.1906473666421555,0.15745732255079703,0.489668713277347,0.620270810442692,0.29046598221468745,0.7859682917691143,0.8333333333333333,0.0,0.25064599483204136,0.22212148344511667,0.5530303030303031,0.48168432292497093,0.44827586206896564
0.030066355553815843,0.03333333396666664,0.21589631713329727,0.01765428283874948,0.012005170538900883,0.18380062305295947,0.02449660125689368,0.051101255374395735,0.16458446496469312,0.3187961542274581,0.26179605108269877,0.03482587064676618,0.033662574609019114,0.01769780316416667,0.02852650493803468,0.1308476238136323,0.11374845691545987,0.301372732020374,0.14824418448087023,0.16666666666666663,0.0,0.0607235142118863,0.0,0.16856060606060605,0.10596537743938689,0.05799373040752348
0.2710757814861086,0.3333333333333333,0.5199664129718724,0.3056360301511031,0.20537397318139547,0.5700934579439252,0.23611645504681286,0.3441541703333781,0.7218902770233568,0.7303387243222548,0.42974723122849234,0.36318407960199006,0.2709309618741819,0.20913525189790014,0.20934411500368047,0.4917202417744683,0.7018672735489462,0.5718414919353709,0.7558897613646153,0.8333333333333333,1.0,0.2739018087855297,0.2928377154174266,0.537878787878788,0.4724688877624254,0.4247648902821317
0.12929442653367737,0.1333333333333333,0.3736704629530774,0.10179072528011507,0.04446862110380148,0.4244548286604361,0.09683211491599333,0.15137998077140552,0.6273764258555133,0.7092143997319259,0.3071428527291006,0.18407960199004975,0.10820434494790353,0.08038992468664957,0.07569631627424023,0.3227639637391981,0.4310708690122621,0.2970583319127208,0.6437249964712469,0.5,0.0,0.15374677002583978,0.08068902535725116,0.39015151515151514,0.28894834918869994,0.23040752351097177
0.13042888013601567,0.1333333333333333,0.38281395953526465,0.10038903994032461,0.06552478332306004,0.4330218068535825,0.09862767731178658,0.15062127897471078,0.637153720803911,0.6543300798266056,0.3231347752016446,0.1990049751243781,0.10940938479863342,0.08289432501204481,0.07726864331313286,0.3247493435924022,0.5653114962573774,0.015373415151718325,0.6878796855834902,0.6666666666666665,1.0,0.15633074935400518,0.08068902535725116,0.3977272727272727,0.3043882445284135,0.27586206896551724
0.19640928793148907,0.19999999999999996,0.43767494138028784,0.1634769363392431,0.13568433528051246,0.5451713395638629,0.15775298191612158,0.2108133973394281,0.7164584464964693,0.7406788146467944,0.3565505861954116,0.26865671641791045,0.1635747608409126,0.1326553015337835,0.11590296496122798,0.41124784696585726,0.6898414328501808,0.05768161933062033,0.7418876871463554,0.8333333333333333,1.0,0.21059431524547803,0.1514052573295611,0.5037878787878789,0.3798456819079836,0.40595611285266453
0.14191070764410849,0.1333333333333333,0.38281395953526465,0.0989799855321492,0.08979931054971857,0.471183800623053,0.10670770809285622,0.14615401746323892,0.6664856056491038,0.6626989656554999,0.3231347752016446,0.1990049751243781,0.11077257458589197,0.08657596726089818,0.07726864331313286,0.34118003757051674,0.6073081468457099,0.06965445628930464,0.7058823531324989,0.6666666666666665,1.0,0.16795865633074936,0.08068902535725116,0.4318181818181819,0.3093071851776932,0.2335423197492163
0.2835535746712745,0.3999999999999999,0.5565404008685548,0.38815320444199103,0.24359945435090885,0.5615264797507787,0.2697191227395152,0.4039410910721848,0.7131993481803368,0.686793571235731,0.46994539697723015,0.3880597014925373,0.3273163008389736,0.2375829229816938,0.2641509433980379,0.5028736898790299,0.7529672141448418,0.26788903352927373,0.7759668097974428,0.8333333333333333,1.0,0.3087855297157623,0.3635539415329822,0.5416666666666666,0.5164645062999664,0.48275862068965525
1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,0.9999999999999999,0.8223742656025682,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
0.32769840822636165,0.3333333333333333,0.5428251552113073,0.29627897980534146,0.23821640624740908,0.6674454828660435,0.27613184558163395,0.3398875912432273,0.8001086366105378,0.8674147830517107,0.42974723122849234,0.36318407960199006,0.27774864817137485,0.2468582934971837,0.20934411500368047,0.5475104542238487,0.7295626332605838,0.21633954730860458,0.7637427768788224,0.8333333333333333,1.0,0.3049095607235142,0.2928377154174266,0.6287878787878788,0.5069095552514316,0.4231974921630095
0.23161904461872845,0.2333333339666666,0.4651054319108161,0.1964431798347709,0.15420244831576924,0.5747663551401869,0.18507118122354752,0.24301342872820286,0.7381857686040195,0.782004242017132,0.3740179612523381,0.30348258706467657,0.19087784384638212,0.1606561971433151,0.1372416891250286,0.45127050497041027,0.6985326667158965,0.09943058356732246,0.7177359608932945,0.6666666666666665,1.0,0.23255813953488372,0.18676337331571605,0.5359848484848485,0.41582225515883314,0.44827586206896564
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36620774847374177,0.0,0.0,0.0,0.0,0.035358110129400655,0.0,0.0,0.0
0.007724734820286072,0.03333333396666664,0.06208783000721252,0.03473519747501866,0.01478788277002553,0.057632398753894074,0.009619084263178146,0.029417947890280058,0.05268875611080934,0.07629309678116235,0.052503078815831494,0.03482587064676618,0.021100271435423826,0.006687371871875637,0.01235399820306749,0.04854595597076709,0.24437757404922122,0.14371687720057208,0.05008149326368132,0.0,0.0,0.023255813953488372,0.0,0.058712121212121215,0.04965826095837822,0.13009404388714735
0.07999621300918336,0.06666666666666667,0.30121837625799963,0.0372992557058657,0.026609392146459403,0.337227414330218,0.054892907528536615,0.08424631236136666,0.4548252761180518,0.5704271360237739,0.276491796724622,0.09950248756218905,0.05934256282357525,0.04504180895752492,0.04290206648085524,0.2434563340676969,0.34104127552884034,0.12347611786091263,0.34071714310554885,0.33333333333333326,0.0,0.1124031007751938,0.009972799241695564,0.30681818181818177,0.19913827598345302,0.2695924764890282
0.06484463766682955,0.03333333396666664,0.24910130481058046,0.0034073869155915315,0.056292427543202114,0.32242990654205606,0.040400153905348214,0.04495893898579005,0.3311606011225783,0.40326351149918493,0.2474975545582231,0.04975124378109452,0.036353648609989214,0.031545354187643995,0.027628032336313828,0.21473184730511202,0.39887913127252506,0.13068406698947496,0.31063861324313014,0.16666666666666663,0.0,0.1007751937984496,0.0,0.2859848484848485,0.1536269607890717,0.23040752351097177
0.08280225438870219,0.06666666666666667,0.2967623626643412,0.03599743035637987,0.050101431675592056,0.35436137071651086,0.056816724381172246,0.07723628217536509,0.45935180155712474,0.5095288962825423,0.26179605108269877,0.09950248756218905,0.059068614443408704,0.04590830588807559,0.04177897574282303,0.24887022282097032,0.43565423131758907,0.024252108922681107,0.3667950807213793,0.33333333333333326,0.0,0.11627906976744184,0.009972799241695564,0.31818181818181823,0.1932250384898263,0.31034482758620696
0.06484463766682955,0.03333333396666664,0.24910130481058046,0.0034073869155915315,0.056292427543202114,0.32242990654205606,0.040400153905348214,0.04495893898579005,0.3311606011225783,0.40326351149918493,0.2474975545582231,0.04975124378109452,0.036353648609989214,0.031545354187643995,0.027628032336313828,0.21473184730511202,0.39887913127252506,0.13068406698947496,0.31063861324313014,0.16666666666666663,0.0,0.1007751937984496,0.0,0.2859848484848485,0.1536269607890717,0.1724137931034483
0.3404255585747231,0.5000000006333333,0.6220687951314738,0.47567230966314783,0.3863417713729101,0.5381619937694704,0.299730665640631,0.5058311041627452,0.6414991852254209,0.5111049791025039,0.3920227773668571,0.4776119402985074,0.39757242990927777,0.3344154722547453,0.3281671160306283,0.5587075185808122,0.9433695519409975,0.9999999999999999,0.6796562454535385,0.6666666666666665,0.0,0.3604651162790698,0.4696282836346927,0.5170454545454546,0.5754837093728178,0.6598746081504703
0.16317110985811384,0.19999999999999996,0.42395969572304026,0.16874117225317126,0.14179907121565544,0.4781931464174455,0.13813005001923814,0.20815474643933363,0.6534492123845737,0.6117071508819243,0.3231347752016446,0.22388059701492535,0.15776271328944663,0.11840834919989153,0.11185983828172183,0.36981514944044047,0.6722641757971394,0.24332180398060785,0.6074974068206151,0.6666666666666665,0.0,0.18863049095607234,0.1514052573295611,0.43939393939393945,0.3237042816613513,0.4137931034482759
0.807722041851787,0.8666666666666665,0.913136780117322,0.8543204314139061,0.8141229916208313,0.8847352024922118,0.7774785173784788,0.8655308902739552,0.913090711569799,0.8777934195097284,0.8128857788677989,0.8606965174129353,0.8227542770967633,0.8066428279294178,0.7922282119109662,0.8924276178851059,0.9891981284257052,0.11244296558678239,0.8978367165362228,1.0,0.0,0.8023255813953489,0.8585675419121344,0.875,0.8875676506983181,0.6927899686520377
0.11988402894077906,0.1333333333333333,0.3736704629530774,0.1010955330972853,0.09585615483882311,0.42757009345794394,0.0959343337180967,0.1419392678170553,0.6197718631178707,0.5679164703977195,0.2916014754834807,0.18407960199004975,0.10727408899814773,0.07939151401322644,0.07412398920710987,0.3091167512894666,0.6166412907202453,0.12572006494466637,0.5212624089378669,0.6666666666666665,0.0,0.1524547803617571,0.08068902535725116,0.38636363636363635,0.24899054611248728,0.3181818181818181
0.16927505384301741,0.19999999999999996,0.42395969572304026,0.16861046893600462,0.13644356347670722,0.4961059190031153,0.14274721046556366,0.2064692444447409,0.6664856056491038,0.6491725110379354,0.3231347752016446,0.22388059701492535,0.15859635978595565,0.1204722138065511,0.11185983828172183,0.37711424275508487,0.6595812853838663,0.11653270410944737,0.575344495532297,0.6666666666666665,0.0,0.1937984496124031,0.1514052573295611,0.4545454545454546,0.3045297098012971,0.4122257053291536
0.10479603780922501,0.10000000063333332,0.34623997242254956,0.06796302987865588,0.07190969812452501,0.4042056074766355,0.07733743747595229,0.10961831875473259,0.6045627376425855,0.5558497048980244,0.276491796724622,0.14925373134328357,0.08310475594968557,0.06300734341447516,0.05727762802367581,0.2858750745886154,0.5613620011758151,0.07881727660689775,0.46910653424828647,0.5,0.0,0.13695090439276486,0.045330915227850516,0.3617424242424243,0.21649805383600063,0.28056426332288403
0.11529604691487541,0.10000000063333332,0.34623997242254956,0.0655799695076803,0.04368839071006682,0.4143302180685358,0.07887649095806079,0.111320222097415,0.6110809342748507,0.6593903364978736,0.276491796724622,0.14925373134328357,0.08341618842088074,0.06622980882759952,0.05727762802367581,0.30265342973945997,0.4755557275866872,0.1426612224969852,0.5534153207682653,0.5,0.0,0.13953488372093023,0.045330915227850516,0.36931818181818177,0.24483955849200056,0.45141065830721006
0.08550191904863108,0.06666666666666667,0.2967623626643412,0.03541748727839705,0.028799390719860825,0.3582554517133956,0.056816724381172246,0.07723628217536509,0.45935180155712474,0.5912714999620479,0.26179605108269877,0.09950248756218905,0.059068614443408704,0.04665480845824133,0.04177897574282303,0.25353438639906695,0.3444047224143627,0.18760097564752123,0.3868721291542069,0.33333333333333326,0.0,0.11627906976744184,0.009972799241695564,0.31818181818181823,0.19255813202114813,0.21316614420062696
