Lambda,Kendall_Tau,P_Value
0.1967,0.641235821305388,1.406577628175755e-133
0.2404,0.655497493507267,7.937538754774677e-140
0.2841,0.6385757272427082,5.377563413329613e-133
0.3278,0.6226613715391207,1.1171930664256486e-126
0.3715,0.597063004179041,9.778792577585735e-117
0.4153,0.5683441231278404,5.277889607391856e-106
0.459,0.5565723226835575,9.224751416610776e-102
0.5027,0.5243562116539575,1.4340114043365333e-90
0.5464,0.5367076689093357,8.439501478541522e-95
0.5901,0.5405915613605077,3.7191246450783746e-96
