Starting Node,Average Spreading Ability,Node,Rank
1,6.8,1,207.0
2,7.18,2,193.0
3,5.61,3,253.0
4,6.9,4,202.0
5,4.89,5,283.0
6,3.58,6,339.0
7,6.95,7,201.0
8,3.61,8,337.0
9,5.63,9,251.0
10,4.58,10,297.0
11,9.98,11,107.0
12,8.91,12,138.0
13,17.98,13,24.0
14,6.55,14,218.0
15,18.18,15,20.0
16,13.23,16,56.0
17,22.52,17,9.0
18,15.09,18,43.0
19,3.81,19,329.0
20,4.08,20,320.0
21,2.65,21,376.0
22,3.53,22,341.0
23,2.72,23,373.0
24,15.16,24,42.0
25,20.05,25,14.0
26,18.53,26,18.0
27,27.74,27,3.0
28,18.38,28,19.0
29,13.02,29,59.0
30,3.19,30,354.0
31,8.45,31,152.0
32,11.55,32,79.0
33,5.52,33,260.0
34,4.77,34,289.0
35,8.06,35,168.0
36,2.48,36,384.0
37,5.42,37,265.0
38,10.7,38,92.0
39,5.57,39,256.0
40,2.73,40,372.0
41,2.72,41,373.0
42,8.35,42,155.0
43,5.11,43,273.0
44,6.95,44,201.0
45,4.12,45,316.0
46,5.66,46,249.0
47,5.1,47,274.0
48,10.18,48,101.0
49,5.03,49,278.0
50,6.28,50,229.0
51,7.07,51,195.0
52,11.02,52,86.0
53,14.31,53,46.0
54,22.33,54,10.0
55,23.25,55,7.0
56,12.23,56,70.0
57,10.92,57,88.0
58,18.07,58,22.0
59,16.53,59,32.0
60,17.4,60,27.0
61,8.68,61,144.0
62,7.02,62,197.0
63,10.9,63,89.0
64,3.32,64,350.0
65,7.55,65,184.0
66,6.73,66,210.0
67,6.8,67,207.0
68,7.0,68,198.0
69,11.89,69,74.0
70,3.15,70,357.0
71,2.71,71,374.0
72,3.89,72,327.0
73,5.56,73,257.0
74,5.32,74,267.0
75,5.04,75,277.0
76,4.76,76,290.0
77,6.51,77,220.0
78,3.7,78,333.0
79,4.23,79,312.0
80,5.68,80,247.0
81,6.33,81,227.0
82,5.04,82,277.0
83,9.82,83,115.0
84,6.28,84,229.0
85,2.39,85,387.0
86,8.11,86,167.0
87,9.33,87,127.0
88,6.9,88,202.0
89,6.0,89,238.0
90,2.23,90,392.0
91,3.58,91,339.0
92,3.61,92,337.0
93,2.91,93,366.0
94,2.93,94,364.0
95,3.32,95,350.0
96,3.62,96,336.0
97,8.06,97,168.0
98,2.59,98,378.0
99,12.47,99,63.0
100,3.45,100,345.0
101,9.77,101,118.0
102,13.86,102,50.0
103,5.42,103,265.0
104,8.02,104,170.0
105,8.47,105,151.0
106,13.29,106,55.0
107,12.99,107,60.0
108,4.8,108,288.0
109,4.11,109,317.0
110,3.9,110,326.0
111,4.15,111,314.0
112,6.81,112,206.0
113,4.43,113,305.0
114,1.74,114,402.0
115,2.62,115,377.0
116,4.75,116,291.0
117,6.22,117,231.0
118,8.51,118,149.0
119,3.59,119,338.0
120,2.92,120,365.0
121,4.42,121,306.0
122,10.01,122,106.0
123,4.0,123,324.0
124,3.19,124,354.0
125,3.06,125,360.0
126,2.81,126,370.0
127,4.01,127,323.0
128,4.11,128,317.0
129,6.41,129,223.0
130,3.32,130,350.0
131,9.07,131,135.0
132,2.54,132,381.0
133,3.45,133,345.0
134,4.89,134,283.0
135,6.57,135,216.0
136,6.79,136,208.0
137,10.7,137,92.0
138,10.47,138,93.0
139,11.15,139,84.0
140,7.69,140,178.0
141,10.03,141,105.0
142,8.51,142,149.0
143,11.56,143,78.0
144,4.31,144,310.0
145,3.41,145,346.0
146,9.92,146,111.0
147,15.91,147,36.0
148,2.91,148,366.0
149,3.36,149,348.0
150,2.87,150,368.0
151,2.18,151,394.0
152,3.18,152,355.0
153,6.25,153,230.0
154,14.06,154,49.0
155,9.79,155,117.0
156,12.43,156,66.0
157,13.79,157,51.0
158,5.39,158,266.0
159,9.42,159,124.0
160,8.31,160,156.0
161,11.97,161,73.0
162,13.6,162,53.0
163,14.12,163,48.0
164,9.9,164,112.0
165,10.41,165,95.0
166,12.91,166,61.0
167,11.64,167,76.0
168,10.32,168,97.0
169,9.83,169,114.0
170,7.5,170,188.0
171,3.58,171,339.0
172,29.21,172,1.0
173,26.23,173,5.0
174,22.01,174,11.0
175,18.61,175,17.0
176,13.03,176,58.0
177,29.0,177,2.0
178,16.75,178,30.0
179,9.36,179,125.0
180,7.81,180,174.0
181,9.61,181,120.0
182,4.27,182,311.0
183,4.84,183,286.0
184,4.71,184,294.0
185,8.17,185,163.0
186,7.57,186,183.0
187,2.18,187,394.0
188,4.13,188,315.0
189,2.85,189,369.0
190,3.13,190,358.0
