feature,score,rank
Coreness Centrality,1.0636502445482421e-07,1
Global Relative Change in Avg Degree,1.0636502456584651e-07,2
Degree Centrality,1.0636502589811414e-07,3
PageRank Centrality,4.073610720178866e-05,4
Local Gravity Model Centrality,0.0003061179037194828,5
Node H-Index,0.00031364157701885276,6
Laplacian Centrality,0.00033389081229939777,7
Local-Global Centrality,0.0003844942519559691,8
Subgraph centrality,0.0003988634175010608,9
DIL Centrality,0.0004008250046217965,10
Gravity Model Centrality,0.00046753469937754755,11
Density Centrality,0.0004910833362166134,12
DNC Scores,0.0005930212659949197,13
H Values,0.0006835811309184869,14
GGC Values,0.0007301805596926503,15
EHCC Value,0.0007618732996511612,16
HVGc Index,0.000836419790111953,17
Extended Degree,0.0008643605523124265,18
LGC Scores,0.0009922038663031651,19
EIGSM Values,0.001006352293757451,20
Societal Capital Scores,0.0010531022877637852,21
Eigenvector Centrality,0.0011740698200474187,22
Constraint Coefficients,0.0011766471176778426,23
HCC Value,0.0011919855412541036,24
MCGM Values,0.0012516707367016267,25
H-GSM_1,0.0012990240087611404,26
Leverage Centrality,0.001318614798915041,27
CLC Values,0.0013891059380840565,28
Clustering Coefficient,0.0016244377380327801,29
P Value,0.0016403337138589658,30
Extended Coreness,0.0016554655354911185,31
Extended Improved Gravity Index Values,0.001890933077883017,32
Clustered Local Degree,0.002026765361319738,33
GIN Values,0.002053303237681714,34
I-GSM Values,0.0021996568975479747,35
Semi local centrality,0.002213370857946484,36
GSM,0.0022561280140037665,37
MDD Value,0.0022862235718354995,38
Second order centrality,0.0025372948550665964,39
PE Values,0.0026979784886406177,40
Gravity Index Centrality,0.0030250002215017613,41
Closeness Centrality,0.004264035791577192,42
Improved Gravity Index Values,0.004743654980577827,43
Eccentricity Centrality,0.005234098509796392,44
Centrality Values,0.005411338610107452,45
Volume Centrality,0.010234627653590733,46
Global Relative Change in Avg Clustering,0.014147899347422666,47
Isolating Centrality,0.01444407482630361,48
Betweenness Centrality,0.01798190649365139,49
