Lambda,Centrality,Kendall_Tau,P_Value
0.1206,Degree_Centrality,0.6844063901365901,1.548754788959567e-18
0.1206,Betweenness_Centrality,0.6029543787340671,5.200695736763695e-15
0.1206,PageRank_Centrality,0.40159622798195677,9.49719722529974e-09
0.1206,Closeness_Centrality,0.5639773644760656,8.319659966617239e-16
0.1206,Eigenvector_Centrality,0.5403375297019927,1.1423621065043393e-14
0.1474,Degree_Centrality,0.6515170096110384,5.290684375100053e-17
0.1474,Betweenness_Centrality,0.5673359446512848,1.654261168291276e-13
0.1474,PageRank_Centrality,0.3658078630598949,1.6230355164765725e-07
0.1474,Closeness_Centrality,0.6327808806452283,1.4463422312582635e-19
0.1474,Eigenvector_Centrality,0.6024550296101292,6.3207637160707e-18
0.1742,Degree_Centrality,0.6246064561411008,9.373478853292866e-16
0.1742,Betweenness_Centrality,0.5462833240144414,1.2361739397062563e-12
0.1742,PageRank_Centrality,0.33458653979628,1.6554957793435995e-06
0.1742,Closeness_Centrality,0.6466629304263464,2.281883112293004e-20
0.1742,Eigenvector_Centrality,0.6256082756666728,3.273411202005765e-19
0.201,Degree_Centrality,0.5926642345880158,2.1746155663617164e-14
0.201,Betweenness_Centrality,0.5241363605795287,8.633147645114209e-12
0.201,PageRank_Centrality,0.28464371298476615,4.412794036744425e-05
0.201,Closeness_Centrality,0.6998186721624584,1.1340174209735531e-23
0.201,Eigenvector_Centrality,0.6800557545884104,1.6877227462952816e-22
0.2278,Degree_Centrality,0.5712947802144634,1.7795783527132019e-13
0.2278,Betweenness_Centrality,0.49938472134095213,7.758997915466451e-11
0.2278,PageRank_Centrality,0.2471325260022776,0.000390484070721593
0.2278,Closeness_Centrality,0.7422453172698762,1.9994334804754776e-26
0.2278,Eigenvector_Centrality,0.7074168556815197,3.257597253875557e-24
0.2546,Degree_Centrality,0.5208100314943364,1.870833153008955e-11
0.2546,Betweenness_Centrality,0.4429353827941264,7.846673953937034e-09
0.2546,PageRank_Centrality,0.2005083598758421,0.003998538098994965
0.2546,Closeness_Centrality,0.7422213722399192,1.9351719728147354e-26
0.2546,Eigenvector_Centrality,0.7303445319570001,1.0229936584750472e-25
0.2814,Degree_Centrality,0.5163566592868797,2.6787635647906596e-11
0.2814,Betweenness_Centrality,0.45482128504623864,3.011884529966277e-09
0.2814,PageRank_Centrality,0.19969299765238954,0.004122161432991911
0.2814,Closeness_Centrality,0.7904320412553006,8.345106129015582e-30
0.2814,Eigenvector_Centrality,0.77232258694699,1.3313472939671025e-28
0.3082,Degree_Centrality,0.505818768281025,6.699068223085361e-11
0.3082,Betweenness_Centrality,0.4404213279928034,9.291969174172597e-09
0.3082,PageRank_Centrality,0.18250088527172023,0.008749543263525153
0.3082,Closeness_Centrality,0.7829272410870013,2.839359619853353e-29
0.3082,Eigenvector_Centrality,0.7714409401582377,1.533804849244486e-28
0.3351,Degree_Centrality,0.4871213391470056,3.244278410011811e-10
0.3351,Betweenness_Centrality,0.4218996022357974,3.7502574655358144e-08
0.3351,PageRank_Centrality,0.17432651779398584,0.012261661634433887
0.3351,Closeness_Centrality,0.7870347123513536,1.435280725079643e-29
0.3351,Eigenvector_Centrality,0.7803921611991199,3.5695152037349525e-29
0.3619,Degree_Centrality,0.48685116646861015,3.3179150022653686e-10
0.3619,Betweenness_Centrality,0.4115762378539814,7.97942262767078e-08
0.3619,PageRank_Centrality,0.1600013298589554,0.02152111617289676
0.3619,Closeness_Centrality,0.7859311863946075,1.7184206017053407e-29
0.3619,Eigenvector_Centrality,0.7916319240404515,5.6826359351435644e-30
