Top_Nodes,Degree_Centrality,Betweenness_Centrality,PageRank_Centrality,Closeness_Centrality,Eigenvector_Centrality
5,0.5,0.25,0.25,0.375,0.8333333333333334
10,0.3225806451612903,0.3333333333333333,0.5,0.7142857142857143,0.6428571428571429
15,0.234375,0.4090909090909091,0.4090909090909091,0.5833333333333334,0.6190476190476191
20,0.328125,0.43333333333333335,0.6296296296296297,0.6666666666666666,0.7692307692307693
25,0.40625,0.42105263157894735,0.5428571428571428,0.5813953488372093,0.7058823529411765
30,0.484375,0.484375,0.5853658536585366,0.5961538461538461,0.7894736842105263
35,0.5625,0.5625,0.6458333333333334,0.6206896551724138,0.7727272727272727
40,0.640625,0.640625,0.7647058823529411,0.6507936507936508,0.7843137254901961
45,0.734375,0.734375,0.8214285714285714,0.734375,0.8214285714285714
50,0.828125,0.828125,0.8524590163934426,0.828125,0.8833333333333333
55,0.90625,0.90625,0.90625,0.90625,0.90625
60,0.984375,0.984375,0.984375,0.984375,0.984375
65,1.0,1.0,1.0,1.0,1.0
70,1.0,1.0,1.0,1.0,1.0
75,1.0,1.0,1.0,1.0,1.0
80,1.0,1.0,1.0,1.0,1.0
