Starting Node,Average Spreading Ability,Node,Rank
7,4.09,7,8.0
1,4.52,1,4.0
2,4.19,2,7.0
6,1.7,6,35.0
8,4.04,8,9.0
9,2.8,9,27.0
11,3.09,11,22.0
12,3.92,12,13.0
13,2.82,13,26.0
35,4.41,35,5.0
39,7.71,39,1.0
22,4.03,22,10.0
23,4.19,23,7.0
34,1.33,34,36.0
37,2.16,37,34.0
10,3.05,10,23.0
20,2.8,20,27.0
21,3.31,21,19.0
24,2.43,24,33.0
38,5.54,38,3.0
19,3.97,19,11.0
36,5.75,36,2.0
26,3.36,26,18.0
27,3.96,27,12.0
28,3.12,28,21.0
30,4.21,30,6.0
31,2.69,31,30.0
32,3.3,32,20.0
33,3.02,33,24.0
5,2.75,5,29.0
4,2.93,4,25.0
3,2.78,3,28.0
14,3.69,14,15.0
15,3.57,15,16.0
16,2.52,16,32.0
17,2.6,17,31.0
18,3.52,18,17.0
25,3.72,25,14.0
29,2.82,29,26.0
