Starting Node,Average Spreading Ability,Node,Rank
1,9.47,1,40.0
2,7.14,2,68.0
3,10.14,3,29.0
4,10.94,4,23.0
5,10.64,5,25.0
6,7.54,6,62.0
7,9.63,7,37.0
8,11.07,8,21.0
9,9.35,9,41.0
10,6.25,10,77.0
11,9.73,11,34.0
12,9.72,12,35.0
13,8.22,13,54.0
14,7.19,14,67.0
15,9.68,15,36.0
16,11.37,16,19.0
17,6.67,17,74.0
18,5.27,18,82.0
19,6.73,19,72.0
20,9.49,20,39.0
21,5.41,21,81.0
22,6.27,22,76.0
23,10.19,23,28.0
24,9.53,24,38.0
25,11.86,25,15.0
26,7.44,26,64.0
27,8.46,27,52.0
28,6.84,28,71.0
29,9.72,29,35.0
30,11.41,30,18.0
31,10.6,31,26.0
32,12.06,32,12.0
33,7.63,33,60.0
34,9.95,34,31.0
35,6.67,35,74.0
36,10.52,36,27.0
37,9.79,37,33.0
38,7.84,38,57.0
39,9.04,39,42.0
40,8.99,40,43.0
41,7.62,41,61.0
42,10.52,42,27.0
43,7.88,43,56.0
44,5.41,44,81.0
45,9.94,45,32.0
46,8.72,46,47.0
47,8.61,47,49.0
48,6.27,48,76.0
49,8.87,49,45.0
50,8.92,50,44.0
51,14.9,51,1.0
52,12.75,52,8.0
53,14.86,53,2.0
54,11.89,54,14.0
55,12.22,55,11.0
56,12.91,56,6.0
57,12.94,57,5.0
58,13.48,58,4.0
59,8.67,59,48.0
60,10.72,60,24.0
61,14.42,61,3.0
62,11.96,62,13.0
63,7.8,63,58.0
64,10.99,64,22.0
65,12.64,65,9.0
66,11.7,66,16.0
67,7.88,67,56.0
68,12.41,68,10.0
69,8.5,69,50.0
70,8.39,70,53.0
71,6.85,71,70.0
72,7.34,72,65.0
73,9.96,73,30.0
74,8.47,74,51.0
75,5.76,75,78.0
76,7.21,76,66.0
77,7.06,77,69.0
78,7.5,78,63.0
79,7.76,79,59.0
80,6.7,80,73.0
81,12.78,81,7.0
82,8.15,82,55.0
83,6.43,83,75.0
84,5.69,84,79.0
85,4.67,85,83.0
86,5.62,86,80.0
87,11.6,87,17.0
88,11.29,88,20.0
89,9.47,89,40.0
90,8.84,90,46.0
