Subgraph centrality,GGC Values,DIL Centrality,H-GSM_1,Extended Improved Gravity Index Values,Gravity Index Centrality,MCGM Values,Global Relative Change in Avg Degree,Constraint Coefficients,GSM,I-GSM Values,Betweenness Centrality,Local Gravity Model Centrality,Volume Centrality,Second order centrality,Semi local centrality,Eigenvector Centrality,Node H-Index,HVGc Index,Local-Global Centrality,Improved Gravity Index Values,MDD Value,Closeness Centrality,Eccentricity Centrality,Isolating Centrality,Average Spreading Ability
0.6827850161140832,0.9097744360902256,0.8286252353672318,1.0,0.9908675799086757,0.9365079365079365,0.7528904262114515,0.6468085002147579,0.8888888893333333,1.0,0.9708806270866759,1.0,0.8461538461538463,0.9375,1.0,0.8846153846153848,0.7491119447483614,0.5,0.9069186563625931,1.0000000000000002,0.9058823529411764,0.7777777777777777,1.0,0.8888889153333339,0.0,1.0
0.33959369338806744,0.42857142857142855,0.26365348395480226,0.8169789184715022,0.6164383561643836,0.6825396825396826,0.35242635582408427,0.2936170318337707,0.6666666666666666,0.8796755302353645,0.7460119096434024,0.9547101452254451,0.38461538461538464,0.6875,0.9510252386078821,0.5576923076923077,0.40041740394861147,0.5,0.3897614170118191,0.546299275611015,0.6705882352941177,0.5555555555555556,0.9504216902670382,0.7894736949473684,0.0,0.8262135922330096
0.683476954524993,0.9323308270676691,0.8286252353672318,0.9837637658332221,0.8264840182648401,0.8095238095238095,0.7159652712467892,0.6468085002147579,0.8888888893333333,0.9244634258996438,0.966889622132437,0.6080917877714307,0.8461538461538463,1.0,0.9517696695978282,0.8653846153846154,0.7263105867714216,0.5,1.0,0.991209900901195,0.9294117647058824,0.7777777777777777,0.9919921050752163,0.9999999999999998,0.0,0.7213592233009707
0.6605100177526861,0.7969924812030076,0.6779661016949153,0.9393067682229115,0.8356164383561644,0.8095238095238095,0.7311821496965721,0.6468085002147579,0.8888888893333333,0.9310017217648505,0.8504335173864495,0.633454106364964,0.7307692307692308,0.8125,0.9514766850371631,0.7500000000000001,0.8005700204125437,0.5,0.6742152978374122,0.9551314128927391,0.788235294117647,0.6111111111111112,0.9814222551177423,0.9999999999999998,0.375,0.8456310679611649
0.6345226352602273,0.6616541353383458,0.6779661016949153,0.8621827483270394,0.817351598173516,0.873015873015873,0.3718754104580482,0.6468085002147579,0.8888888893333333,0.9121315674802597,0.6996688576357757,0.9504830917922837,0.6153846153846154,0.625,0.9005735157980421,0.5576923076923077,0.28173548976897167,0.5,0.6044042902717388,0.8982947501376015,0.6470588235294118,0.6111111111111112,0.8986047538354662,0.7000000068000001,0.0,0.9145631067961164
0.3395546449440545,0.39849624060150374,0.26365348395480226,0.6310488326051684,0.4977168949771689,0.6507936507936507,0.22017483266672033,0.2936170318337707,0.6666666666666666,0.6948860054132728,0.5870821558575192,0.09661835845673179,0.38461538461538464,0.5625,0.7993517090873566,0.46153846153846156,0.15982041501258615,0.5,0.30112080385111567,0.45938175754988747,0.6235294117647059,0.5555555555555556,0.7394051537757349,0.6190476368571431,0.0,0.6368932038834951
0.3402714589842868,0.41353383458646614,0.26365348395480226,0.7217815568331265,0.5616438356164384,0.6825396825396826,0.22993973555986633,0.2936170318337707,0.6666666666666666,0.8068923594452593,0.6608298752825752,0.8073671495816465,0.38461538461538464,0.625,0.8299403575539251,0.5192307692307693,0.16437368291705592,0.5,0.3602145459582513,0.5018482715322878,0.6470588235294118,0.5555555555555556,0.8317238334534454,0.6190476368571431,0.0,0.653398058252427
0.6344849238180741,0.6165413533834587,0.6026365348022599,0.6827323689931817,0.6027397260273972,0.7142857142857142,0.26143607557891546,0.6468085002147579,0.8888888893333333,0.6888683450028117,0.5528258059331954,0.08937198056975952,0.6153846153846154,0.5,0.7576879483817275,0.46153846153846156,0.1299910517401414,0.5,0.4124240195270303,0.7735194669138192,0.6,0.7777777777777777,0.6875661427189446,0.5454545330909086,0.375,0.558252427184466
0.6574774119453732,0.7067669172932332,0.6779661016949153,0.6841575800044433,0.6255707762557077,0.7777777777777777,0.28619879016854477,0.6468085002147579,0.8888888893333333,0.6975007439520311,0.6280847165781378,0.08574879162627337,0.7307692307692308,0.5625,0.763240153108056,0.6153846153846154,0.12430379101309351,0.5,0.4996877789638242,0.7775870284537976,0.6941176470588235,0.6111111111111112,0.6354921018289477,0.4782608754782609,0.375,0.5737864077669903
0.021607528019484512,0.045112781954887216,0.0,0.3170160207218682,0.1963470319634703,0.1111111111111111,0.030234415772742766,0.0,0.0,0.42203638028057333,0.21869250125166678,0.0,0.038461538461538464,0.1875,0.6113509328583371,0.11538461538461539,0.05000938480510802,0.0,0.02090793038791395,0.07512529381771077,0.07058823529411767,0.0,0.5503671529576752,0.4782608754782609,0.0,0.37087378640776697
0.6582065331174722,0.7744360902255638,0.7532956685875707,0.8209551660946004,0.8356164383561644,0.9047619047619047,0.3270289420949051,0.6468085002147579,0.8888888893333333,0.8759001183311432,0.7492132373581482,0.8532608708513115,0.7307692307692308,0.75,0.8169435698148139,0.6153846153846154,0.14170498330168532,0.5,0.7091208015796534,0.8727601683107065,0.7647058823529411,0.7777777777777777,0.7738571512046903,0.5454545330909086,0.0,0.7339805825242718
0.338863088169403,0.41353383458646614,0.26365348395480226,0.6839300705457647,0.5616438356164384,0.6825396825396826,0.1913240866793451,0.2936170318337707,0.6666666666666666,0.776128313143704,0.652637835260655,0.7971014492462981,0.38461538461538464,0.625,0.7428333223331786,0.5192307692307693,0.07559220292250678,0.5,0.3602145459582513,0.4841099657350672,0.6470588235294118,0.5555555555555556,0.7006823656207188,0.4782608754782609,0.0,0.59126213592233
0.6345100578380929,0.6616541353383458,0.6779661016949153,0.7451991366426025,0.8082191780821917,0.873015873015873,0.25716276072780947,0.6468085002147579,0.8888888893333333,0.8142476649375898,0.6414642722455492,0.7792874407845747,0.6153846153846154,0.625,0.670724882766946,0.5384615384615385,0.0532712374483872,0.5,0.6044042902717388,0.8194734466535034,0.6470588235294118,0.6111111111111112,0.6303045649026444,0.4166666780000001,0.0,0.6378640776699027
0.33955451107387447,0.39849624060150374,0.26365348395480226,0.5389268308162023,0.4977168949771689,0.6507936507936507,0.16587356923055047,0.2936170318337707,0.6666666666666666,0.614805947173384,0.5489739943633904,0.11292270569426723,0.38461538461538464,0.5625,0.5812590641813724,0.46153846153846156,0.030038822394257352,0.5,0.30112080385111567,0.4173321305914571,0.6235294117647059,0.5555555555555556,0.5142504690857861,0.35999999864,0.0,0.5524271844660193
0.3402713259640764,0.41353383458646614,0.26365348395480226,0.6151808536972803,0.5616438356164384,0.6825396825396826,0.17313132877964155,0.2936170318337707,0.6666666666666666,0.7063898355409406,0.6180032362022694,0.6035628020934317,0.38461538461538464,0.625,0.5955084425752191,0.5192307692307693,0.031066866571963572,0.5,0.3602145459582513,0.4531804184780042,0.6470588235294118,0.5555555555555556,0.5534614960103363,0.35999999864,0.0,0.6349514563106795
0.6798406996028061,0.8646616541353382,0.8286252353672318,0.8122142258393801,0.5936073059360729,0.2857142857142857,0.4286852090771337,0.6468085002147579,0.8888888893333333,0.7479866263332384,0.8570610382166799,0.40519323701772875,0.8461538461538463,0.8125,0.8092390570065036,0.7692307692307693,0.49091083575517286,0.5,0.8138373127251861,0.9113535277624507,0.3647058823529412,0.7777777777777777,0.8384059523577649,0.8888889153333339,0.0,0.9533980582524271
0.29494325875666305,0.24812030075187969,0.18832391717514124,0.5154840335270414,0.1552511415525114,0.09523809523809523,0.1215663500244383,0.2936170318337707,0.6666666666666666,0.46684342392670986,0.3860561624679237,0.048913043718041116,0.23076923076923078,0.3125,0.6588592968192549,0.25,0.2242590520081869,0.0,0.17308436270017935,0.416097340887339,0.12941176470588234,0.38888888888888884,0.6783324568408613,0.7894736949473684,0.25,0.44271844660194165
