Starting Node,Average Spreading Ability,Node,Rank
1,1.91,1,741.0
2,2.15,2,717.0
3,2.63,3,669.0
4,3.33,4,607.0
5,1.4,5,788.0
6,1.77,6,755.0
7,2.29,7,703.0
8,3.72,8,571.0
9,4.17,9,533.0
10,3.8,10,563.0
11,2.4,11,692.0
12,2.17,12,715.0
13,2.22,13,710.0
14,1.06,14,822.0
15,1.67,15,764.0
16,1.99,16,733.0
17,2.28,17,704.0
18,1.47,18,782.0
19,5.03,19,463.0
20,4.08,20,540.0
21,4.11,21,537.0
22,3.42,22,599.0
23,3.15,23,623.0
24,3.9,24,554.0
25,2.22,25,710.0
26,3.54,26,588.0
27,2.15,27,717.0
28,3.65,28,577.0
29,1.78,29,754.0
30,1.58,30,772.0
31,4.31,31,521.0
32,2.33,32,699.0
33,2.18,33,714.0
34,3.01,34,635.0
35,4.45,35,510.0
36,3.0,36,636.0
37,2.99,37,637.0
38,1.73,38,758.0
39,3.57,39,585.0
40,2.56,40,676.0
41,3.56,41,586.0
42,4.04,42,542.0
43,7.44,43,297.0
44,10.27,44,175.0
45,3.21,45,617.0
46,2.39,46,693.0
47,5.1,47,457.0
48,3.23,48,616.0
49,7.94,49,269.0
50,6.75,50,344.0
51,3.42,51,599.0
52,2.04,52,728.0
53,5.76,53,413.0
54,7.29,54,308.0
55,9.53,55,196.0
56,6.25,56,381.0
57,2.13,57,719.0
58,3.68,58,574.0
59,8.59,59,231.0
60,5.74,60,415.0
61,6.8,61,339.0
62,11.68,62,134.0
63,2.04,63,728.0
64,1.56,64,774.0
65,4.16,65,534.0
66,1.55,66,775.0
67,1.54,67,776.0
68,1.21,68,807.0
69,2.68,69,665.0
70,1.82,70,750.0
71,2.23,71,709.0
72,1.92,72,740.0
73,3.41,73,600.0
74,1.26,74,802.0
75,1.83,75,749.0
76,2.02,76,730.0
77,1.28,77,800.0
78,3.03,78,633.0
79,6.09,79,391.0
80,3.78,80,565.0
81,6.93,81,332.0
82,18.52,82,40.0
83,2.91,83,644.0
84,3.52,84,590.0
85,2.84,85,651.0
86,12.89,86,115.0
87,1.46,87,783.0
88,1.14,88,814.0
89,1.92,89,740.0
90,1.21,90,807.0
91,1.39,91,789.0
92,12.37,92,119.0
93,2.24,93,708.0
94,1.19,94,809.0
95,6.29,95,377.0
96,1.53,96,777.0
97,1.72,97,759.0
98,9.65,98,192.0
99,10.8,99,159.0
100,12.13,100,127.0
101,10.24,101,176.0
102,10.47,102,170.0
103,9.79,103,189.0
104,24.0,104,16.0
105,9.92,105,185.0
106,15.43,106,76.0
107,12.18,107,126.0
108,8.53,108,234.0
109,17.04,109,52.0
110,2.14,110,718.0
111,1.21,111,807.0
112,2.46,112,686.0
113,3.25,113,614.0
114,6.95,114,331.0
115,1.22,115,806.0
116,1.09,116,819.0
117,1.56,117,774.0
118,2.81,118,654.0
119,1.53,119,777.0
120,1.6,120,770.0
121,16.88,121,55.0
122,4.23,122,529.0
123,1.33,123,795.0
124,1.79,124,753.0
125,3.77,125,566.0
126,4.11,126,537.0
127,8.98,127,216.0
128,3.08,128,629.0
129,5.49,129,430.0
130,7.58,130,288.0
131,2.34,131,698.0
132,6.75,132,344.0
133,5.14,133,455.0
134,11.59,134,135.0
135,4.73,135,486.0
136,1.9,136,742.0
137,1.74,137,757.0
138,9.35,138,203.0
139,1.35,139,793.0
140,1.64,140,767.0
141,1.42,141,786.0
142,1.69,142,762.0
143,2.17,143,715.0
144,1.5,144,779.0
145,2.61,145,671.0
146,1.66,146,765.0
147,5.45,147,433.0
148,3.61,148,581.0
149,2.26,149,706.0
150,4.96,150,469.0
151,15.35,151,81.0
152,4.31,152,521.0
153,6.98,153,329.0
154,6.67,154,349.0
155,3.78,155,565.0
156,6.1,156,390.0
157,2.07,157,725.0
158,8.17,158,252.0
159,3.4,159,601.0
160,3.86,160,558.0
161,16.59,161,59.0
162,9.89,162,187.0
163,7.65,163,282.0
164,17.05,164,51.0
165,1.41,165,787.0
166,5.5,166,429.0
167,4.91,167,472.0
168,3.18,168,620.0
169,2.53,169,679.0
170,7.74,170,277.0
171,2.58,171,674.0
172,6.04,172,394.0
173,3.65,173,577.0
174,5.29,174,444.0
175,7.28,175,309.0
176,4.05,176,541.0
177,1.18,177,810.0
178,1.38,178,790.0
179,3.23,179,616.0
180,1.63,180,768.0
181,3.33,181,607.0
182,8.41,182,239.0
183,3.13,183,625.0
184,6.37,184,370.0
185,6.07,185,392.0
186,7.19,186,314.0
187,7.98,187,267.0
188,14.85,188,91.0
189,28.41,189,7.0
190,7.55,190,291.0
191,7.19,191,314.0
192,3.21,192,617.0
193,11.49,193,138.0
194,4.56,194,500.0
195,2.88,195,647.0
196,4.2,196,531.0
197,10.22,197,178.0
198,1.58,198,772.0
199,1.29,199,799.0
200,2.77,200,657.0
201,9.53,201,196.0
202,1.86,202,746.0
203,7.16,203,317.0
204,3.62,204,580.0
205,2.62,205,670.0
206,3.79,206,564.0
207,2.08,207,724.0
208,1.24,208,804.0
209,3.48,209,593.0
210,2.81,210,654.0
211,4.39,211,515.0
212,1.57,212,773.0
213,8.23,213,249.0
214,6.47,214,362.0
215,1.18,215,810.0
216,4.82,216,478.0
217,4.56,217,500.0
218,9.33,218,204.0
219,26.55,219,10.0
220,2.45,220,687.0
221,2.41,221,691.0
222,1.78,222,754.0
223,1.73,223,758.0
224,2.26,224,706.0
225,7.49,225,294.0
226,7.1,226,321.0
227,5.17,227,452.0
228,2.6,228,672.0
229,2.66,229,667.0
230,8.69,230,224.0
231,5.7,231,418.0
232,15.05,232,90.0
233,11.97,233,128.0
234,9.65,234,192.0
235,18.58,235,39.0
236,17.57,236,46.0
237,7.61,237,286.0
238,8.01,238,265.0
