Starting Node,Average Spreading Ability
1,5.98
2,4.4
3,6.13
4,6.84
5,6.4
6,4.03
7,6.31
8,6.18
9,5.52
10,4.16
11,5.81
12,6.22
13,5.78
14,3.78
15,5.45
16,6.52
17,4.22
18,3.16
19,3.68
20,5.69
21,3.09
22,4.32
23,5.54
24,6.0
25,6.49
26,4.04
27,5.11
28,4.74
29,5.78
30,5.09
31,6.05
32,6.55
33,5.06
34,5.42
35,3.7
36,6.17
37,5.27
38,4.1
39,5.85
40,6.3
41,4.16
42,6.08
43,5.21
44,4.04
45,4.95
46,4.95
47,5.54
48,3.94
49,5.45
50,4.71
51,8.18
52,6.99
53,7.44
54,6.56
55,7.77
56,7.22
57,6.47
58,6.93
59,4.53
60,5.94
61,7.73
62,7.03
63,4.66
64,5.89
65,7.16
66,6.74
67,4.65
68,6.1
69,5.72
70,6.3
71,4.32
72,4.7
73,4.93
74,5.26
75,3.57
76,3.64
77,4.55
78,4.26
79,5.11
80,3.81
81,6.83
82,3.99
83,3.39
84,3.46
85,3.34
86,3.55
87,6.15
88,5.77
89,4.34
90,4.44
