Societal Capital Scores,MCGM Values,CLC Values,H Values,Second order centrality,Global Relative Change in Avg Degree,Degree Centrality,Subgraph centrality,HCC Value,Eigenvector Centrality,PageRank Centrality,Betweenness Centrality,GGC Values,Improved Gravity Index Values,Clustering Coefficient,DIL Centrality,H-GSM_1,Eccentricity Centrality,Leverage Centrality,Node H-Index,K-Shell Value,MDD Value,Clustered Local Degree,LGC Scores,Constraint Coefficients,Average Spreading Ability
0.32921810699588483,0.17441401143058988,0.27063014823689574,0.08496709111649965,0.7701851661154093,0.2608695643759114,0.31999999993440004,0.08428022094939398,0.5082939822907436,0.2758988592207622,0.3235920150006634,0.029461679443561442,0.15263882292798212,0.28046306241794966,0.3296874995308288,0.34045049663960647,0.018424202624394342,0.19999999880000008,0.694523131048116,0.4285714285714285,0.4285714285714285,0.33136094674556216,0.3829392969890527,0.12662927229871,0.7759262417424391,0.5680000000000001
0.23868312757201648,0.11472344614415156,0.16561372009777217,0.037736885945488935,0.6740607533323077,0.13043478541362857,0.19999999934400003,0.03999827073913241,0.4317714010045313,0.18487086196215474,0.19719860455419963,0.03658950632206274,0.06711605600594474,0.2482396467358873,0.6082589279945285,0.10377132197952266,0.012331110737154186,0.19999999880000008,0.5290980011648071,0.4285714285714285,0.4285714285714285,0.242603550295858,0.3257416703359219,0.07517164558161593,0.6644499732627661,0.2864
1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9999999999999999,0.0,1.0,0.9999999999999999,0.5,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9536
0.21399176954732513,0.10223056810597787,0.12519252075957085,0.04227115980031484,0.6174080574600446,0.0,0.0800000003936,0.06218320787106853,0.48189853510127856,0.2480897149905127,0.041443843950723175,0.0,0.021979303007997553,0.19525002983649598,1.0,0.0286312729382521,0.008647400083501192,0.5,0.09561046659176575,0.2857142857142857,0.2857142857142857,0.1183431952662722,0.37380191696276377,0.06185398672992829,0.6465134450759684,0.272
0.4197530864197531,0.28310132179547287,0.2637370234492837,0.18112370083839094,0.7976197505048057,0.2173913068722657,0.27999999973760004,0.22625726138659144,0.647293861154511,0.4722194072924972,0.23287631159475575,0.009978956694731079,0.08542218221037426,0.5361021601623105,0.7714843744349593,0.12019602027092749,0.0368522403540271,0.5,0.4958284032785912,0.8571428571428571,0.8571428571428571,0.3431952662721894,0.6429392971759536,0.16815007145218994,0.7492056874157418,0.4608
0.757201646090535,0.6653402117254621,0.62713595516804,0.6310219071254369,0.9278319348205857,0.5652173927068143,0.599999999672,0.7095894582767642,0.8785567257720536,0.8424910620110035,0.5478788602897692,0.11947593481209137,0.38324115866593317,0.849624060150376,0.33461626758393975,0.45866837095387725,0.27536015807181036,0.5,0.7656317210055944,0.9999999999999999,0.9999999999999999,0.6035502958579881,0.9332954333077712,0.49918346189689683,0.9065348109533004,1.0
0.5267489711934157,0.3930870266152186,0.4111106031703421,0.2820734917074691,0.8445797312118108,0.34782608583454855,0.400000000328,0.33058263471578253,0.7632885338155682,0.5724635039333332,0.4170132070102499,0.3250288504845858,0.2017556427588334,0.6842105263157895,0.43909801122316744,0.2773205179454079,0.09276558059653656,0.5,0.6591662736248645,0.9999999999999999,0.9999999999999999,0.46745562130177526,0.6818486784985502,0.25383684065518297,0.8569315524697771,0.624
0.024691358024691364,0.021396748054601712,0.02357916337900087,0.005051921088193472,0.3305552757852259,0.010351964843468838,0.040000000196800015,0.003924865158176163,0.10606610958161257,0.060588108845717435,0.05501498022022738,0.0,0.004816909538882563,0.04797708557107054,1.0,0.01431563646912605,0.0007264630015975356,0.19999999880000008,0.37841209683588867,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.03738019169627638,0.007571971461605247,0.14366488748915818,0.004799999999999971
0.5802469135802469,0.4352838138260534,0.43730811747105575,0.3380611341786224,0.8776719595149626,0.34782608583454855,0.400000000328,0.40688602906193594,0.7900472213573192,0.6368644250359483,0.3581042412128186,0.06486321267093495,0.19776097499119702,0.7261009667024705,0.5014204538112184,0.5866095920488307,0.09397099665045892,0.5,0.5908724652533562,0.9999999999999999,0.9999999999999999,0.46745562130177526,0.7836247457878296,0.2878812510964955,0.8653067667843328,0.7312
0.5061728395061729,0.37444111827972437,0.37174703721780206,0.2634095483499386,0.8357565111378071,0.30434782833090285,0.3600000001312,0.3228843029532416,0.7529967309148947,0.56601858252211,0.3700999410608917,0.22238816073482573,0.1576079757829954,0.6723952738990333,0.5512784092527527,0.21566585005160793,0.07502785078012984,0.5,0.6046144039291185,0.9999999999999999,0.9999999999999999,0.4437869822485207,0.6969027010524682,0.23323753273147518,0.8424333975504146,0.6255999999999999
