Node,Spreading Ability,Rank
158,21.59,1
693,17.23,2
137,15.76,3
358,16.84,4
686,12.93,5
397,11.42,6
623,16.77,7
521,14.85,8
520,13.99,9
77,16.91,10
657,13.68,11
351,14.91,12
735,14.42,13
639,10.45,14
10,10.4,15
728,11.0,16
228,9.86,17
229,9.11,18
393,9.0,19
493,8.15,20
512,9.82,21
761,9.98,22
252,9.47,23
651,7.16,24
139,7.48,25
514,6.98,26
22,6.96,27
536,9.75,28
238,8.19,29
180,10.1,30
587,8.29,31
567,7.48,32
419,7.58,33
124,6.84,34
169,11.28,35
461,9.2,36
485,6.54,37
159,6.52,38
478,7.96,39
141,7.39,40
707,7.42,41
568,8.19,42
7,7.4,43
661,6.99,44
538,6.66,45
171,7.06,46
586,5.87,47
458,5.67,48
547,7.37,49
708,6.79,50
67,7.06,51
435,6.99,52
149,5.51,53
157,5.33,54
551,5.27,55
377,7.22,56
505,6.9,57
409,5.18,58
288,5.16,59
286,5.03,60
90,5.01,61
142,4.72,62
441,4.95,63
138,6.5,64
300,4.62,65
192,4.61,66
378,4.61,66
557,4.45,67
110,5.97,68
759,5.49,69
618,4.39,70
243,5.19,71
278,4.38,72
741,4.8,73
472,6.54,74
156,4.36,75
181,6.58,76
50,5.82,77
168,5.14,78
620,5.93,79
560,4.27,80
184,4.25,81
696,4.24,82
383,6.12,83
302,5.5,84
223,4.23,85
477,4.21,86
144,4.18,87
280,4.62,88
15,4.11,89
72,5.65,90
676,4.06,91
275,4.0,92
669,3.9,93
30,5.23,94
200,4.0,95
255,5.69,96
98,4.66,97
515,4.41,98
362,3.77,99
14,3.69,100
549,4.5,101
99,5.8,102
711,4.19,103
754,3.66,104
31,3.65,105
86,3.64,106
132,4.52,107
750,3.63,108
566,3.6,109
155,3.58,110
122,3.55,111
40,3.54,112
537,6.13,113
154,5.09,114
340,5.03,115
45,4.48,116
689,4.05,117
241,4.0,118
367,3.91,119
599,5.31,120
654,4.02,121
408,3.96,122
539,3.9,123
438,3.84,124
39,3.82,125
131,3.81,126
20,3.78,127
172,4.29,128
74,3.77,129
590,3.77,129
571,3.75,130
705,3.73,131
370,3.7,132
295,4.08,133
58,3.69,134
268,3.67,135
663,3.66,136
108,3.64,137
93,3.58,138
71,3.57,139
135,3.5,140
701,3.5,140
134,3.59,141
540,3.52,142
525,3.47,143
78,3.47,143
51,3.45,144
341,3.45,144
403,3.45,144
245,3.45,144
220,5.02,145
334,3.42,146
289,3.54,147
572,3.41,148
420,4.31,149
440,5.6,150
645,4.4,151
673,5.96,152
297,3.79,153
91,3.96,154
384,3.78,155
330,3.75,156
284,3.66,157
589,3.65,158
684,3.65,158
359,3.6,159
129,5.3,160
273,3.91,161
606,4.94,162
120,3.44,163
410,3.38,164
459,3.73,165
54,3.36,166
304,3.3,167
544,3.29,168
591,3.29,168
449,3.29,168
25,3.26,169
516,3.24,170
161,3.24,170
105,3.15,171
264,3.13,172
518,3.2,173
136,3.08,174
291,3.03,175
37,3.03,175
610,3.02,176
509,3.02,176
57,3.92,177
349,3.63,178
674,3.0,179
665,3.06,180
239,2.91,181
473,3.37,182
429,2.9,183
376,3.8,184
561,3.55,185
532,2.95,186
194,2.88,187
211,2.85,188
24,2.84,189
80,2.84,189
337,2.84,189
253,4.34,190
402,4.18,191
179,3.29,192
755,3.07,193
303,2.87,194
526,2.81,195
62,2.77,196
659,2.76,197
165,2.75,198
579,2.69,199
581,2.68,200
46,2.67,201
277,2.63,202
399,2.63,203
56,2.62,204
564,2.59,205
353,2.59,205
433,2.57,206
236,2.56,207
186,2.51,208
52,2.48,209
189,2.48,209
494,2.48,209
666,2.47,210
250,2.45,211
21,2.44,212
475,2.44,212
600,3.31,213
562,2.43,214
703,3.05,215
580,2.46,216
177,2.53,217
248,2.43,218
285,2.4,219
596,2.4,219
552,2.37,220
203,2.37,220
724,2.37,220
221,3.6,221
603,2.33,222
361,2.33,222
33,2.32,223
219,4.62,224
151,3.69,225
196,3.63,226
388,3.52,227
497,3.22,228
249,3.08,229
442,2.56,230
270,2.75,231
70,2.49,232
706,2.3,233
9,2.29,234
595,2.29,234
644,2.29,234
443,2.28,235
731,2.28,235
111,2.87,236
357,2.47,237
533,2.27,238
1,2.26,239
588,2.26,239
751,2.26,239
190,2.25,240
279,2.24,241
76,2.23,242
652,2.23,242
455,2.23,242
178,2.19,243
482,2.19,243
425,2.86,244
503,3.39,245
326,2.95,246
431,2.89,247
513,2.7,248
294,2.7,248
3,3.75,249
430,3.17,250
101,2.5,251
2,2.45,252
535,2.28,253
160,2.27,254
507,2.27,254
680,2.26,255
656,2.31,256
565,2.22,257
16,2.16,258
65,2.16,258
426,2.16,258
697,2.13,259
208,2.13,259
732,2.13,259
43,2.41,260
328,2.12,261
381,2.12,261
205,2.12,261
128,2.11,262
121,2.1,263
49,2.08,264
63,4.21,265
702,3.91,266
584,3.16,267
259,3.0,268
313,2.23,269
115,2.07,270
329,3.25,271
508,3.24,272
756,2.39,273
126,2.67,274
612,2.06,275
653,2.06,275
672,2.06,275
307,2.05,276
174,2.05,276
542,2.04,277
615,2.04,277
490,2.04,277
18,2.03,278
336,3.96,279
347,2.1,280
69,2.02,281
94,2.02,281
176,2.53,282
298,2.01,283
4,2.0,284
310,2.0,284
379,2.0,284
417,2.0,284
342,1.97,285
375,2.63,286
312,1.96,287
502,1.96,287
578,1.95,288
598,1.95,288
577,1.94,289
629,1.94,289
12,1.93,290
81,1.92,291
233,1.92,291
734,1.91,292
123,1.9,293
637,1.9,293
737,1.9,293
41,1.89,294
390,1.88,295
421,1.88,295
530,1.87,296
682,1.87,296
474,1.87,296
464,1.85,297
87,1.84,298
626,1.84,298
210,1.83,299
570,2.17,300
324,1.82,301
292,1.81,302
230,1.81,302
276,1.8,303
528,1.79,304
213,1.79,304
317,1.78,305
744,1.78,305
296,1.77,306
704,1.76,307
201,1.76,307
582,1.75,308
335,1.75,308
348,1.75,308
42,3.39,309
112,2.33,310
740,2.24,311
555,3.44,312
315,2.83,313
88,2.64,314
226,2.14,315
491,2.13,316
450,2.07,317
692,2.03,318
480,1.93,319
687,1.86,320
671,1.73,321
720,1.72,322
83,1.71,323
609,1.71,323
182,1.71,323
209,1.71,323
26,1.7,324
66,1.68,325
35,1.67,326
322,1.67,326
678,1.67,326
185,1.67,326
148,2.39,327
635,2.34,328
333,1.82,329
103,1.66,330
369,1.66,330
373,1.65,331
558,1.64,332
681,1.64,332
202,1.63,333
204,1.62,334
624,2.43,335
462,2.42,336
454,2.93,337
394,2.88,338
642,2.18,339
271,2.01,340
445,1.91,341
611,1.86,342
84,1.62,343
714,1.61,344
290,1.6,345
658,1.6,345
677,1.6,345
193,1.6,345
470,1.6,345
489,2.37,346
5,1.59,347
432,1.59,347
214,2.28,348
613,2.81,349
700,2.14,350
