Starting Node,Average Spreading Ability,Node,Rank
1,3.48,1,499.0
2,3.48,2,499.0
3,5.71,3,322.0
4,5.56,4,330.0
5,3.67,5,481.0
6,2.57,6,581.0
7,5.17,7,359.0
8,4.53,8,409.0
9,6.66,9,259.0
10,9.07,10,150.0
11,9.79,11,126.0
12,9.04,12,153.0
13,9.25,13,144.0
14,8.63,14,168.0
15,10.37,15,106.0
16,5.46,16,337.0
17,7.66,17,208.0
18,8.95,18,156.0
19,6.62,19,261.0
20,11.8,20,69.0
21,10.25,21,112.0
22,4.47,22,415.0
23,8.61,23,170.0
24,11.54,24,75.0
25,10.46,25,100.0
26,10.41,26,103.0
27,7.37,27,222.0
28,9.44,28,138.0
29,10.29,29,110.0
30,9.71,30,128.0
31,9.58,31,133.0
32,8.57,32,173.0
33,4.73,33,394.0
34,3.05,34,538.0
35,3.57,35,491.0
36,7.3,36,224.0
37,10.4,37,104.0
38,7.17,38,228.0
39,12.83,39,54.0
40,6.18,40,288.0
41,5.08,41,365.0
42,5.55,42,331.0
43,5.49,43,335.0
44,5.19,44,357.0
45,4.92,45,380.0
46,5.39,46,343.0
47,6.45,47,269.0
48,11.93,48,68.0
49,4.12,49,445.0
50,3.86,50,467.0
51,8.26,51,183.0
52,9.2,52,146.0
53,7.42,53,218.0
54,3.52,54,496.0
55,6.34,55,275.0
56,4.45,56,417.0
57,4.24,57,435.0
58,2.47,58,589.0
59,2.75,59,563.0
60,2.41,60,595.0
61,3.12,61,532.0
62,8.65,62,167.0
63,7.4,63,220.0
64,4.31,64,429.0
65,5.4,65,342.0
66,5.63,66,325.0
67,4.13,67,444.0
68,2.42,68,594.0
69,2.21,69,608.0
70,2.81,70,558.0
71,2.43,71,593.0
72,2.46,72,590.0
73,3.46,73,501.0
74,4.99,74,373.0
75,3.17,75,528.0
76,2.5,76,587.0
77,13.22,77,49.0
78,4.95,78,377.0
79,11.72,79,71.0
80,3.19,80,526.0
81,3.03,81,540.0
82,2.16,82,613.0
83,3.68,83,480.0
84,2.12,84,616.0
85,3.02,85,541.0
86,2.26,86,604.0
87,4.49,87,413.0
88,2.13,88,615.0
89,5.8,89,316.0
90,4.57,90,406.0
91,5.0,91,372.0
92,2.72,92,566.0
93,6.11,93,290.0
94,2.53,94,584.0
95,6.72,95,255.0
96,3.18,96,527.0
97,9.06,97,151.0
98,6.3,98,279.0
99,10.04,99,117.0
100,5.9,100,307.0
101,2.71,101,567.0
102,4.4,102,422.0
103,2.4,103,596.0
104,8.99,104,154.0
105,7.91,105,195.0
106,4.37,106,425.0
107,7.77,107,203.0
108,4.92,108,380.0
109,8.79,109,162.0
110,6.71,110,256.0
111,5.78,111,318.0
112,4.21,112,438.0
113,4.84,113,385.0
114,3.13,114,531.0
115,10.3,115,109.0
116,5.32,116,348.0
117,8.87,117,160.0
118,3.02,118,541.0
119,4.36,119,426.0
120,9.39,120,141.0
121,4.31,121,429.0
122,5.33,122,347.0
123,15.51,123,32.0
124,12.19,124,65.0
125,13.2,125,50.0
126,16.76,126,24.0
127,15.09,127,33.0
128,11.31,128,80.0
129,3.82,129,469.0
130,12.56,130,56.0
131,5.85,131,312.0
132,12.81,132,55.0
133,5.86,133,311.0
134,8.94,134,157.0
135,6.96,135,239.0
136,12.25,136,63.0
137,4.44,137,418.0
138,6.49,138,267.0
139,6.56,139,263.0
140,13.22,140,49.0
141,3.68,141,480.0
142,7.4,142,220.0
143,5.31,143,349.0
144,8.56,144,174.0
145,8.41,145,178.0
146,3.1,146,533.0
147,5.11,147,362.0
148,5.89,148,308.0
149,7.12,149,230.0
