Node,Spreading Ability,Rank
195,25.07,1
242,21.89,2
239,22.01,3
226,20.66,4
204,16.36,5
666,21.57,6
657,24.94,7
187,19.6,8
627,19.59,9
786,19.87,10
771,16.65,11
702,16.65,11
701,17.28,12
625,18.28,13
607,19.24,14
175,17.46,15
126,16.76,16
24,11.54,17
781,17.1,18
249,15.72,19
691,19.55,20
623,19.33,21
658,21.06,22
127,15.09,23
336,19.78,24
123,15.51,25
298,14.45,26
250,14.24,27
678,13.65,28
198,18.77,29
624,18.1,30
834,13.47,31
785,16.3,32
682,16.99,33
140,13.22,34
687,18.65,35
125,13.2,36
705,14.44,37
224,14.25,38
201,12.98,39
260,13.14,40
39,12.83,41
717,13.25,42
197,18.09,43
248,13.3,44
784,12.49,45
744,12.4,46
706,12.32,47
337,16.74,48
787,15.59,49
782,14.18,50
130,12.56,51
136,12.25,52
159,12.21,53
783,12.03,54
987,11.7,55
659,15.76,56
244,12.26,57
667,14.94,58
252,11.52,59
132,12.81,60
644,11.65,61
530,11.34,62
856,11.12,63
170,11.05,64
779,14.4,65
165,10.9,66
674,10.86,67
774,10.77,68
168,10.69,69
669,12.39,70
77,13.22,71
693,10.86,72
555,10.53,73
48,11.93,74
128,11.31,75
660,10.85,76
161,11.09,77
25,10.46,78
788,10.43,79
698,12.31,80
262,10.7,81
245,10.52,82
26,10.41,83
160,11.35,84
37,10.4,85
802,10.38,86
115,10.3,87
29,10.29,88
780,10.51,89
184,10.31,90
529,10.27,91
692,10.17,92
824,10.16,93
261,11.8,94
230,10.45,95
258,11.97,96
257,10.99,97
754,14.0,98
20,11.8,99
700,14.64,100
209,10.09,101
99,10.04,102
281,10.63,103
259,10.02,104
124,12.19,105
15,10.37,106
176,13.71,107
254,13.65,108
645,9.95,109
274,10.17,110
772,9.9,111
770,10.73,112
648,9.89,113
167,11.14,114
11,9.79,115
305,9.72,116
228,9.72,117
30,9.71,118
703,13.81,119
605,9.88,120
522,9.64,121
735,9.62,122
79,11.72,123
31,9.58,124
463,9.58,124
756,9.46,125
28,9.44,126
13,9.25,127
532,9.25,127
120,9.39,128
286,10.48,129
561,9.2,130
52,9.2,130
253,9.14,131
243,10.43,132
251,9.25,133
229,11.24,134
196,9.42,135
264,9.15,136
289,9.43,137
255,12.84,138
267,9.49,139
10,9.07,140
97,9.06,141
21,10.25,142
166,9.04,143
104,8.99,144
263,9.21,145
390,8.97,146
12,9.04,147
18,8.95,148
134,8.94,149
235,8.91,150
256,10.01,151
162,9.08,152
681,8.9,153
117,8.87,154
398,8.83,155
288,8.78,156
688,8.73,157
62,8.65,158
709,8.9,159
14,8.63,160
557,8.62,161
23,8.61,162
626,8.61,162
247,10.33,163
797,11.39,164
109,8.79,165
32,8.57,166
144,8.56,167
145,8.41,168
615,8.38,169
799,10.07,170
199,8.68,171
822,8.32,172
51,8.26,173
809,7.98,174
673,11.75,175
871,9.5,176
800,8.15,177
798,8.38,178
803,7.95,179
810,10.88,180
531,7.93,181
105,7.91,182
833,7.89,183
172,8.68,184
306,7.86,185
646,7.86,185
188,11.61,186
190,7.81,187
817,7.79,188
107,7.77,189
431,7.77,189
211,7.76,190
238,7.73,191
208,7.61,192
290,8.3,193
186,7.58,194
436,7.57,195
620,7.48,196
351,7.47,197
429,8.57,198
142,7.4,199
841,7.97,200
17,7.66,201
710,7.39,202
695,7.57,203
689,7.92,204
27,7.37,205
