Starting Node,Average Spreading Ability,Node,Rank
1,8.3,1,71.0
2,2.96,2,197.0
3,4.31,3,150.0
4,6.95,4,98.0
5,3.9,5,161.0
6,3.1,6,190.0
7,5.88,7,116.0
8,2.03,8,257.0
9,8.0,9,77.0
10,12.6,10,29.0
11,1.8,11,272.0
12,2.73,12,207.0
13,2.42,13,225.0
14,3.91,14,160.0
15,2.21,15,245.0
16,1.78,16,274.0
17,2.08,17,255.0
18,1.51,18,297.0
19,2.21,19,245.0
20,2.36,20,231.0
21,6.79,21,102.0
22,3.78,22,165.0
23,1.33,23,313.0
24,2.08,24,255.0
25,3.07,25,192.0
26,2.45,26,222.0
27,2.63,27,212.0
28,3.03,28,194.0
29,1.85,29,268.0
30,1.63,30,286.0
31,1.46,31,301.0
32,1.49,32,299.0
33,1.25,33,320.0
34,2.5,34,219.0
35,2.0,35,259.0
36,1.76,36,276.0
37,2.73,37,207.0
38,1.7,38,281.0
39,3.08,39,191.0
40,2.1,40,253.0
41,1.67,41,283.0
42,1.34,42,312.0
43,2.66,43,209.0
44,2.11,44,252.0
45,1.2,45,325.0
46,1.62,46,287.0
47,1.84,47,269.0
48,1.28,48,317.0
49,2.75,49,205.0
50,6.44,50,106.0
51,4.1,51,153.0
52,1.72,52,279.0
53,2.37,53,230.0
54,1.98,54,261.0
55,1.66,55,284.0
56,2.28,56,238.0
57,1.67,57,283.0
58,3.22,58,183.0
59,3.14,59,187.0
60,1.83,60,270.0
61,3.7,61,167.0
62,20.91,62,3.0
63,2.22,63,244.0
64,2.3,64,236.0
65,2.27,65,239.0
66,3.37,66,176.0
67,2.9,67,199.0
68,7.12,68,93.0
69,1.64,69,285.0
70,2.17,70,248.0
71,3.69,71,168.0
72,1.77,72,275.0
73,1.59,73,290.0
74,1.33,74,313.0
75,1.2,75,325.0
76,1.71,76,280.0
77,1.3,77,315.0
78,2.17,78,248.0
79,1.22,79,323.0
80,2.88,80,200.0
81,6.37,81,108.0
82,7.78,82,81.0
83,6.07,83,114.0
84,5.73,84,121.0
85,3.16,85,186.0
86,2.81,86,203.0
87,7.18,87,91.0
88,14.52,88,18.0
89,10.82,89,44.0
90,2.52,90,217.0
91,1.5,91,298.0
92,2.03,92,257.0
93,2.34,93,233.0
94,2.8,94,204.0
95,3.23,95,182.0
96,6.17,96,113.0
97,7.72,97,84.0
98,1.39,98,307.0
99,1.41,99,305.0
100,2.85,100,201.0
101,2.41,101,226.0
102,2.32,102,235.0
103,2.4,103,227.0
104,4.3,104,151.0
105,2.48,105,220.0
106,1.24,106,321.0
107,3.42,107,175.0
108,2.98,108,196.0
109,3.26,109,180.0
110,4.46,110,147.0
111,3.44,111,174.0
112,1.67,112,283.0
113,2.29,113,237.0
