Lambda,Kendall_Tau,P_Value
0.0068,0.7950881648981789,1.7772191343105737e-234
0.0083,0.785152313276972,2.1622351544096073e-229
0.0098,0.7779571505060611,1.1140462946712474e-225
0.0113,0.7635860582609185,8.419272735008535e-218
0.0128,0.7621222747029482,3.645133233977231e-217
0.0143,0.7663161136640686,1.065007241393089e-219
0.0158,0.7812646145331527,2.3465022262255107e-228
0.0173,0.7973691405106036,7.652786562247448e-238
0.0188,0.801900802034934,1.4851529148590407e-240
0.0203,0.8140875006983236,6.79595215677957e-248
