Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,Clustered Local Degree,DIL Centrality,I-GSM Values,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
1,0.009693053,0.028407884,-0.240532656,0,742.9260112,202.1656362,4.259148389,0.001477665,39,562,0.001258567,0.001026128,0.266666667,100.0666667,41.96523878,273.7352106,672.5,3333.673446,474,200,0.000377501,8691,0.083333333,35.79545455,5.7,4.018759673,0.327110337,80,35.2,0.008643492,6656.683189,357.7904279,-0.206792913,74324.57302,0.070990452,0.33709618,1072,1399.454046,5320900,7.555170701,2342.034963,85,1636.25,22771.25,5,0.934670573,713.1182068,1299201.604,-5348.462907,5
2,0.01453958,0.006051726,0.150440203,9,587.6961946,167.5801937,5.118613068,0.002532041,40,317,0.002695605,0.00025906,0.361111111,95.27777778,42.11534492,152.0057013,290,3048.629126,630,230,0.00031211,2158,0.076923077,38.65909091,7.5,2.721730509,0.292378039,71,33.4,0.000524449,1503.913568,197.598342,-0.209147753,28268.88986,0.044595284,0.020977959,182,1082.036396,755665,12.38533868,1283.968811,79,490,4971,5,0.188367605,227.7605805,4945.135719,-6428.581264,5
3,0.024232633,0.034414474,-0.138249638,0,942.7134158,314.2705021,13.29969088,0.00274692,139,3878,0.005569681,0.001256687,0.342857143,628.4571429,289.5030474,731.151472,3990.25,15297.17884,7020,1176,0.000441891,81381,0.090909091,258.9204545,13.8,19.79889727,1.21088057,268,196.2,0.076137225,57759.31804,2033.578003,-0.094658764,3264690.525,0.370062807,10.58307423,2110,1855.019568,96023340,18.52946105,14092.79689,483,9663.5,156025.75,12,10.24116496,4257.145279,100802331.6,-3048.003932,11
4,0.003231018,0.000265128,-0.685483871,0,708.9053654,185.3507547,1.357102068,0.000581913,16,317,0.000657484,0.002376923,0,35,3.798850575,215.8425242,183,989.3406312,70,76,0.000367242,5749,0.083333333,6.363636364,2,2.044989763,0.243696395,64,15.2,0.006375586,5749,209.7282821,-0.5,15878.97267,0.038008725,0.102009373,877,1333.800882,1723528,2.572085386,1345.581282,37,491,14646.5,2,0.333991986,302.8076401,706848.5857,-7726.680003,2
5,0.04361874,0.016789657,0.183142212,0,1000.024836,391.4735905,24.78246648,0.004257781,256,5513,0.011317833,7.83E-05,0.250712251,755.4301994,1044.806035,872.3565393,4933.5,30383.42715,16308,1964,0.00043554,103528,0.090909091,506.8636364,21.3,34.95507271,1.328027262,277,257.8,0.117842421,80570.28079,3818.29254,-0.064140805,6531377.115,0.670496885,30.16765981,2125,1962.174005,161564532,35.05210418,23377.2368,631,10826.75,267372,16,17.77580236,9546.582031,241477887.3,-2411.813923,11
6,0.01453958,0.011678933,0.09665869,0,590.0020167,168.2010343,5.144907148,0.002415683,41,337,0.002695605,0.001511182,0.416666667,104.8333333,43.64714501,155.9943004,295,3086.01267,666,238,0.000313972,2235,0.076923077,38.65909091,7.5,2.761696331,0.294699571,71,35,0.00052149,1473.402808,196.2621515,-0.223370133,26150.87401,0.044303771,0.021381102,184,1086.888866,791112,12.47653637,1288.273981,83,507.5,5006.5,6,0.19273929,210.9928166,4904.615986,-6339.177156,5
7,0.027463651,0.055708637,0.485172866,0,653.5545395,197.1614741,10.6969399,0.004630986,70,517,0.006527707,0.00410992,0.183823529,126.6691176,287.6027238,214.6844262,467.5,7175.942787,1819,520,0.00033389,4527,0.076923077,117.6477273,11.9,5.398680838,0.321967499,72,53,0.002405188,3766.838061,444.494465,-0.126313521,61825.01338,0.101803368,0.168363152,313,1210.874976,3626480,23.07518038,2594.669167,124,792.5,11021.25,7,0.544593233,1051.374062,100936.5703,-5551.643441,5
8,0.016155089,0.005581147,0.177096782,0,519.4732946,150.6387848,5.069647961,0.002757311,42,349,0.003174618,0.006159673,0.4,112,37.31661986,131.3685224,270,2754.725646,800,270,0.00027972,2076,0.071428571,43.75,7.9,2.897143226,0.29529003,70,38,0.000170735,1391.584416,183.2161299,-0.231149543,27603.71787,0.039682487,0.007170869,139,950.347719,699300,15.14471819,1181.256365,90,473.75,3782.25,6,0.167406576,213.5867158,719.4505951,-6600.531608,5
9,0.008077544,0.000126337,-0.369740554,0,508.952281,141.1696459,2.481470337,0.001415638,25,244,0.000779555,0.001313393,0.7,96.9,10.65818182,110.0094209,201.25,1290.549651,285,144,0.000277701,1506,0.071428571,15.11363636,5,1.746824015,0.27209486,68,25.8,0.000141002,747.8574675,104.3702676,-0.314470026,13901.08585,0.024213621,0.003525038,139,930.8637035,313416,6.728051524,735.9615853,62,387.5,2611.25,5,0.093178876,51.17143044,441.1873332,-7248.269431,5
10,0.001615509,0,-0.8,0,458.780292,123.5415086,0.448359374,0.000481113,5,40,0.001136496,0.002119229,0,9,1,53.07912272,14.75,188.2623095,9,20,0.000261643,248,0.071428571,0.954545455,1,0.378042981,0.085664942,23,4.2,2.22E-05,248,21.62601008,-1,228.453133,0.004900312,0.000111216,78,833.1041635,14400,1.361111111,152.0057013,10,26.25,490,1,0.006378469,13.12899158,12.852838,-11936.53623,1
