Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
1,0.030230708,0.010089678,0.211146689,0,4338.151337,1138.046823,49.04427978,0.001998391,672,28511,0.004266378,0.003424751,0.011379801,18900.49827,1968.709722,1428.068279,21126,144931.9578,53656,4306,0.000277469,458830,0.2,1596,30.2,49.61880251,1.381052727,454,587.6,0.02594244,453638.2028,8097.433317,-0.029693585,44748135.3,0.403423568,17.43331981,8142,7201.754993,1883558509,40.51458048,66527.93324,1450,37134,2216075.75,17,22.12572798,103647.583,3.19E+17,-4165.814895,12
2,0.00477327,0.000299936,-0.447843224,0,3412.770684,642.2739406,6.492104929,0.000507309,43,2567,3.71E-06,0.008881452,0.466666667,43.04457166,661.113682,466.4,2900,13898.66167,1908,678,0.000245098,89476,0.166666667,128.3863636,5.7,6.209324968,0.772616107,320,130.8,0.001062024,56109.42299,1305.081766,-0.247850079,625939.3875,0.061505477,0.045667049,3957,5608.368621,115429161,6.706721073,7559.168014,324,6138.75,107221.25,6,0.962515017,2540.9242,5.34574E+14,-11028.49624,5
3,0.005568815,0.000744527,-0.30463899,0,3475.486123,658.1234658,7.78535911,0.000561118,56,2532,0.000136915,0.008373417,0.380952381,63.99821605,696.5460699,400.4761905,3190,17333.00917,2030,636,0.000251193,84503,0.166666667,162.0340909,6.4,7.217206126,0.769094843,322,120.2,0.001076644,57733.33035,1361.536928,-0.212814079,862624.5943,0.064963388,0.060292042,5094,5828.626002,130570164,7.913314479,8794.132627,297,7455,129183.25,6,1.158790748,4349.943404,5.49396E+14,-10269.15193,5
4,0.011137629,0.001875692,-0.491661911,14,3455.017215,714.8746516,15.44824201,0.000864345,151,12125,0.001069374,0.001096646,0.120879121,1036.97745,1387.011275,1170.197802,7884,41195.30333,14616,2298,0.000242248,252339,0.166666667,263.9318182,13.4,19.73575064,1.281018278,460,426,0.001387559,223607.9512,3868.948833,-0.081903247,12860367.43,0.187912691,0.209521388,4680,6099.065513,617646099,14.6092984,26840.77665,1058,23436,417494.5,12,2.625470926,20284.3187,9.12805E+14,-7041.249191,12
5,0.011137629,0.001876206,-0.491661911,14,3463.00976,716.6546974,15.502667,0.000866255,151,12128,0.001069374,0.000293021,0.10989011,1113.15745,1391.844617,1158.725275,7968,41410.65056,14616,2298,0.000243013,252658,0.166666667,268.3863636,13.4,19.74168273,1.281018278,460,426,0.001388258,226364.5348,3888.651553,-0.080069336,12921232.85,0.188801951,0.20962689,4761,6119.879193,622362744,14.57266836,26886.15853,1058,23679,418117.5,12,2.656029788,20929.33958,9.13724E+14,-7038.18282,12
6,0.011137629,0.00191024,-0.491661911,14,3460.906459,716.1171889,15.48021789,0.000868825,151,12126,0.001069374,0.000293021,0.10989011,1113.15745,1389.700664,1158.725275,7965,41304.77556,14616,2298,0.000242718,252439,0.166666667,268.3863636,13.4,19.73276443,1.281018278,460,426,0.001387933,226168.3256,3866.837615,-0.080069336,12891616.71,0.188007765,0.209577908,4730,6109.008891,621019563,14.57266836,26832.57761,1058,23586,417550,12,2.649848705,20840.76391,9.13298E+14,-7039.198596,12
7,0.011137629,0.001372379,-0.499014852,0,3461.831911,716.4885479,15.48846206,0.000844006,151,12130,0.001069374,0.000293021,0.10989011,1123.619354,1390.924909,1159.835165,7977,41314.20611,14630,2300,0.000242895,252546,0.166666667,269.5,13.4,19.76594067,1.281305965,460,426.4,0.001388323,226264.1904,3873.061783,-0.080069336,12901170.31,0.18839761,0.209636845,4741,6108.587561,621771650,14.57266836,26864.25365,1059,23628,417652.5,12,2.653683796,20877.54738,9.13811E+14,-6980.265048,12
8,0.011137629,0.001420086,-0.499014852,0,3461.663647,716.1023631,15.47834532,0.000839629,152,12130,0.001069374,0.000293021,0.10989011,1123.619354,1390.542835,1159.835165,7989,41292.13667,14630,2300,0.00024266,252466,0.166666667,269.5,13.4,19.78177506,1.281305965,460,426.4,0.001388009,226192.5158,3870.869264,-0.080069336,12894482.79,0.188383166,0.210977347,4737,6106.14385,621649750,14.57266836,26852.75833,1059,23616,417781.75,12,2.65357982,20866.93412,9.13397E+14,-6977.330557,12
9,0.011137629,0.001198685,-0.499014852,0,3460.485799,715.8438587,15.46831418,0.000835372,152,12135,0.001069374,0.000293021,0.10989011,1123.619354,1388.911403,1159.835165,7968,41229.23389,14630,2300,0.000242601,252509,0.166666667,268.3863636,13.4,19.80289715,1.281305965,460,426.4,0.001388294,226231.0409,3874.55009,-0.080069336,12901170.31,0.188647102,0.211020751,4705,6100.666565,619452100,14.57266836,26873.29305,1059,23520,417949,12,2.63785552,20782.46893,9.13773E+14,-6976.435929,12
10,0.011137629,0.000484707,-0.499014852,0,3461.831911,715.8318643,15.47438747,0.000819969,152,12143,0.001069374,4.59E-05,0.10989011,1123.619354,1390.627199,1159.835165,7995,41294.66444,14630,2300,0.000242542,253223,0.166666667,268.3863636,13.4,20.37848126,1.281305965,460,426.4,0.001397534,226870.7367,4020.418038,-0.080069336,13081733.19,0.195584126,0.212425103,4739,6106.312381,623106800,14.62028741,27203.13735,1059,23622,419968.75,12,2.656426041,20868.16897,9.25972E+14,-6965.485953,12
