Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
245,0.015789474,0.02543002,0.704761905,72,282.5837527,187.6948958,4.852627964,0.005852174,17,62,0.010361363,0.016414376,0.015151515,97.53205128,182.3720167,31.46969697,51,2154.225569,372,218,0.000277316,1132,0.111111111,62.04545455,8.7,5.537394111,0.45943929,49,19.6,0.012560855,1114.977767,184.4093867,-0.093041383,5740.281496,0.106828754,0.213534527,140,560.7930802,380083,13.03296703,1690.802576,43,116.5,864.75,2,1.266835394,615.3591642,21.07044885,-4058.716801,2
1,0.002631579,0.005057823,-0.746031746,0,277.8160804,179.382536,0.801272088,0.000978705,5,49,0.000630403,0.001430266,0,3.854166667,181.1178364,28,32.5,361.2849235,56,62,0.000279799,990,0.125,5.409090909,2,2.062605889,0.481444131,58,12.4,0.007625476,990,86.74137404,-0.5,1902.080149,0.044123562,0.03812738,159,558.2831664,105958,2.040151515,520.1133614,30,121.5,745,2,0.340560934,114.2727357,5.110249384,-5224.991374,2
19,0.001315789,0,-0.846153846,0,221.4411928,143.5659343,0.318989478,0.000612357,2,17,0.000342693,0.001368336,0,1,106.9569309,12,6,106.8164753,12,26,0.000229095,254,0.1,1.193181818,1,0.782029044,0.322589754,42,5.4,0.001382046,254,21.09683689,-1,110.3638324,0.012462711,0.002764092,42,435.027229,10673,1.015151515,182.3720167,13,19.5,116.5,1,0.045850281,18.48615975,2.348588262,-7695.161341,1
26,0.002631579,0.002631579,-0.19047619,2,222.1087361,144.4233526,0.639656485,0.001221492,3,18,0.000630403,0.001368336,0,2.916666667,107.7381413,13,7,214.9107285,26,32,0.0002292,267,0.1,3.022727273,1.7,0.803711174,0.328559903,42,6.4,0.001398982,267,22.50138234,-0.5,212.8922616,0.013708758,0.004196946,42,435.7663621,13280,2.015151515,248.9502906,15,20.25,121.5,1,0.071419933,38.4723195,3.024784999,-7687.839753,1
139,0.018421053,0.050587668,0.56564962,56,340.8374431,221.0981847,6.759485274,0.006039695,27,188,0.012307555,0.024294464,0.032967033,259.4551702,294.7636732,87.8021978,115.5,4051.467381,1190,380,0.000319693,4854,0.125,126.9545455,10.4,9.253206938,1.16714401,129,42.4,0.076511145,4696.586998,391.3185643,-0.088267737,36170.1953,0.182523999,2.065800903,412,697.5753864,2351630,16.58552967,2815.589563,99,333.5,3769.75,4,6.507705134,1864.244613,83.33490887,-3342.605285,2
170,0.001315789,0,-0.846153846,0,221.4411928,143.5659343,0.318989478,0.000612357,2,17,0.000342693,0.001368336,0,1,106.9569309,12,6,106.8164753,12,26,0.000229095,254,0.1,1.193181818,1,0.782029044,0.322589754,42,5.4,0.001382046,254,21.09683689,-1,110.3638324,0.012462711,0.002764092,42,435.027229,10673,1.015151515,182.3720167,13,19.5,116.5,1,0.045850281,18.48615975,2.348588262,-7695.161341,1
345,0.001315789,0,-0.846153846,0,221.4411928,143.5659343,0.318989478,0.000612357,2,17,0.000342693,0.001368336,0,1,106.9569309,12,6,106.8164753,12,26,0.000229095,254,0.1,1.193181818,1,0.782029044,0.322589754,42,5.4,0.001382046,254,21.09683689,-1,110.3638324,0.012462711,0.002764092,42,435.027229,10673,1.015151515,182.3720167,13,19.5,116.5,1,0.045850281,18.48615975,2.348588262,-7695.161341,1
439,0.001315789,0,-0.846153846,0,221.4411928,143.5659343,0.318989478,0.000612357,2,17,0.000342693,0.001368336,0,1,106.9569309,12,6,106.8164753,12,26,0.000229095,254,0.1,1.193181818,1,0.782029044,0.322589754,42,5.4,0.001382046,254,21.09683689,-1,110.3638324,0.012462711,0.002764092,42,435.027229,10673,1.015151515,182.3720167,13,19.5,116.5,1,0.045850281,18.48615975,2.348588262,-7695.161341,1
528,0.002631579,0.003739168,-0.675324675,0,242.8656168,159.09678,0.704639713,0.001049689,4,31,0.000630403,0.001368336,0,3.805555556,136.168996,21,21.5,271.6231944,42,48,0.000247893,446,0.1,4.295454545,2,1.509217426,0.359197257,43,9.6,0.001946504,446,48.48303132,-0.5,764.2286312,0.028624133,0.007786017,87,482.0067756,38088,2.015151515,364.7799568,23,75,252.5,2,0.164355238,72.86760842,3.610462966,-5598.987803,2
603,0.002631579,0,-0.732142857,0,261.8440002,168.216212,0.752045462,0.000978967,4,44,0.000630403,0.016414376,1,2,160.4842524,52,26,320.1260683,52,58,0.00026295,785,0.111111111,4.772727273,2,2.034489714,0.407906414,48,11.6,0.009800328,288.7853613,74.18710185,-0.580392574,1353.302875,0.038504258,0.039201314,112,524.2840092,81345,2.048118548,477.1356899,28,95,450,2,0.31043053,11.85414542,5.972857402,-5548.58256,2
659,0.003947368,0.004526521,-0.366666667,0,272.1094357,174.1450543,1.166493168,0.001325465,7,46,0.001603499,0.001505958,0,11.58461538,168.7880914,24,34,504.3720238,72,60,0.000271592,795,0.125,7.875,2.7,2.227450585,0.398164582,47,11.4,0.008585016,795,78.08062617,-0.333333333,1822.855654,0.042913324,0.060095109,133,541.045367,79200,3.042929293,637.6607556,27,102.5,704.25,3,0.39252126,142.2807686,5.368707658,-4555.982276,2
736,0.001315789,0,-0.846153846,0,221.4411928,143.5659343,0.318989478,0.000612357,2,17,0.000342693,0.001368336,0,1,106.9569309,12,6,106.8164753,12,26,0.000229095,254,0.1,1.193181818,1,0.782029044,0.322589754,42,5.4,0.001382046,254,21.09683689,-1,110.3638324,0.012462711,0.002764092,42,435.027229,10673,1.015151515,182.3720167,13,19.5,116.5,1,0.045850281,18.48615975,2.348588262,-7695.161341,1
753,0.001315789,0,-0.846153846,0,221.4411928,143.5659343,0.318989478,0.000612357,2,17,0.000342693,0.001368336,0,1,106.9569309,12,6,106.8164753,12,26,0.000229095,254,0.1,1.193181818,1,0.782029044,0.322589754,42,5.4,0.001382046,254,21.09683689,-1,110.3638324,0.012462711,0.002764092,42,435.027229,10673,1.015151515,182.3720167,13,19.5,116.5,1,0.045850281,18.48615975,2.348588262,-7695.161341,1
512,0.021052632,0.064893197,0.548862575,80,363.0354773,244.3353821,8.30758861,0.006897449,32,242,0.014253747,0.000570382,0.025,454.2508017,337.7413447,106.6,212.25,5291.431565,1664,480,0.000345066,5802,0.142857143,176.9090909,12.4,12.65348931,1.121722469,113,51.2,0.056737113,5658.74811,528.8877577,-0.066914026,60701.25744,0.270209566,1.815587602,526,750.1476609,3320160,16.48287866,3697.832422,120,628.5,4798,5,7.052081028,2898.41809,83.69907558,-2541.981043,3
4,0.001315789,0,-0.882352941,0,267.9482976,172.0357926,0.385220539,0.000563457,3,32,0.000342693,0.001377719,0,1,161.003744,16,10.75,160.7923143,16,34,0.000273448,736,0.125,1.511363636,1,1.564360629,0.442638161,58,7,0.00624343,736,65.64453715,-1,512.0881821,0.031660851,0.018730289,119,534.9632266,44693,1.025,337.7413447,17,41.75,628.5,1,0.133455949,39.15020809,3.443079367,-7014.555839,1
