Starting Node,Average Spreading Ability,Node,Rank
1,11.66,1,113.0
2,13.48,2,69.0
3,8.18,3,226.0
4,12.11,4,99.0
5,11.55,5,118.0
6,14.26,6,56.0
7,14.24,7,57.0
8,10.92,8,138.0
9,19.55,9,13.0
10,11.22,10,132.0
11,14.48,11,54.0
12,7.29,12,261.0
13,15.93,13,39.0
14,7.35,14,258.0
15,18.18,15,22.0
16,8.03,16,230.0
17,11.23,17,131.0
18,13.74,18,63.0
19,14.47,19,55.0
20,13.98,20,60.0
21,9.86,21,168.0
22,6.29,22,308.0
23,8.89,23,203.0
24,8.85,24,206.0
25,13.12,25,75.0
26,8.58,26,213.0
27,13.78,27,62.0
28,24.74,28,3.0
29,4.99,29,357.0
30,12.76,30,82.0
31,5.39,31,339.0
32,3.49,32,419.0
33,3.56,33,414.0
34,8.31,34,222.0
35,9.55,35,181.0
36,15.96,36,38.0
37,11.63,37,115.0
38,12.61,38,87.0
39,11.29,39,129.0
40,14.52,40,53.0
41,17.83,41,25.0
42,10.17,42,161.0
43,11.98,43,102.0
44,12.74,44,83.0
45,14.63,45,50.0
46,11.8,46,106.0
47,13.51,47,68.0
48,16.26,48,34.0
49,11.45,49,121.0
50,3.86,50,402.0
51,16.06,51,37.0
52,13.56,52,67.0
53,18.24,53,20.0
54,4.61,54,371.0
55,10.6,55,145.0
56,15.74,56,42.0
57,8.65,57,210.0
58,19.78,58,10.0
59,4.53,59,375.0
60,11.43,60,123.0
61,15.28,61,47.0
62,15.88,62,40.0
63,16.45,63,33.0
64,17.03,64,28.0
65,7.57,65,250.0
66,9.65,66,176.0
67,17.23,67,27.0
68,12.69,68,84.0
69,17.37,69,26.0
70,10.64,70,144.0
71,11.46,71,120.0
72,6.02,72,316.0
73,15.71,73,43.0
74,8.99,74,198.0
75,24.78,75,2.0
76,5.64,76,330.0
77,8.98,77,199.0
78,17.92,78,24.0
79,28.89,79,1.0
80,9.45,80,185.0
81,11.41,81,124.0
82,18.12,82,23.0
83,12.27,83,95.0
84,12.01,84,101.0
85,8.35,85,220.0
86,6.72,86,287.0
87,6.6,87,293.0
88,9.41,88,187.0
89,9.13,89,195.0
90,18.98,90,15.0
91,5.41,91,337.0
92,14.8,92,49.0
93,15.41,93,44.0
94,16.68,94,31.0
95,15.32,95,46.0
96,8.57,96,214.0
97,10.23,97,158.0
98,12.61,98,87.0
99,9.12,99,196.0
100,14.23,100,58.0
101,10.39,101,153.0
102,6.48,102,300.0
103,20.68,103,6.0
104,8.17,104,227.0
105,3.44,105,422.0
106,7.21,106,266.0
107,11.9,107,104.0
108,14.53,108,52.0
109,12.45,109,88.0
110,8.85,110,206.0
111,8.83,111,207.0
112,6.43,112,302.0
113,15.15,113,48.0
114,10.15,114,162.0
115,6.96,115,277.0
116,4.97,116,359.0
117,8.25,117,225.0
118,4.14,118,390.0
119,10.21,119,159.0
120,3.22,120,433.0
121,11.49,121,119.0
122,9.48,122,183.0
123,6.63,123,291.0
124,4.32,124,385.0
125,14.6,125,51.0
126,9.75,126,172.0
127,11.71,127,111.0
128,16.73,128,30.0
129,3.2,129,434.0
130,9.93,130,167.0
131,18.93,131,16.0
132,11.7,132,112.0
133,9.74,133,173.0
134,7.85,134,238.0
135,7.54,135,251.0
136,3.41,136,424.0
137,9.93,137,167.0
138,18.3,138,19.0
139,13.63,139,65.0
140,8.53,140,216.0
141,8.88,141,204.0
142,13.29,142,73.0
143,2.15,143,488.0
144,18.92,144,17.0
145,19.91,145,9.0
146,12.66,146,85.0
147,6.77,147,284.0
148,5.78,148,325.0
149,7.09,149,273.0
150,16.81,150,29.0
151,6.99,151,276.0
152,4.75,152,362.0
153,10.42,153,151.0
154,19.09,154,14.0
155,10.41,155,152.0
156,7.64,156,248.0
157,5.08,157,354.0
158,13.05,158,77.0
159,7.68,159,245.0
160,9.35,160,189.0
161,19.61,161,11.0
162,9.28,162,191.0
163,12.61,163,87.0
164,10.27,164,157.0
165,2.89,165,447.0
166,8.67,166,209.0
167,20.68,167,6.0
168,16.1,168,36.0
169,7.52,169,253.0
170,11.77,170,108.0
171,8.55,171,215.0
172,8.97,172,200.0
173,9.63,173,177.0
174,10.0,174,166.0
175,4.14,175,390.0
176,8.72,176,208.0
177,6.77,177,284.0
178,4.34,178,384.0
179,18.19,179,21.0
180,10.45,180,149.0
181,5.98,181,317.0
182,8.08,182,229.0
183,13.21,183,74.0
184,6.43,184,302.0
185,9.82,185,170.0
186,8.45,186,219.0
187,3.0,187,442.0
188,6.66,188,288.0
189,9.51,189,182.0
190,6.95,190,278.0
191,8.72,191,208.0
192,7.13,192,272.0
193,19.57,193,12.0
194,9.67,194,174.0
195,12.07,195,100.0
196,8.6,196,212.0
197,9.57,197,180.0
198,13.59,198,66.0
199,13.38,199,70.0
200,6.36,200,305.0
201,11.46,201,120.0
202,3.28,202,430.0
203,6.26,203,310.0
204,1.89,204,500.0
205,9.17,205,192.0
206,13.67,206,64.0
207,8.26,207,224.0
208,7.15,208,271.0
209,12.21,209,98.0
210,10.85,210,140.0
211,10.08,211,163.0
212,11.65,212,114.0
213,6.82,213,282.0
214,8.02,214,231.0
215,9.85,215,169.0
216,7.17,216,269.0
