Node,Weighted_Sum
1,0.002470190647226067
2,0.00045845888063594526
3,0.0005451219419372027
4,0.0008363319341537742
5,0.000837291296342235
6,0.0008413309136473857
7,0.0007722538575602322
8,0.0007781247917004112
9,0.0007495364913373045
10,0.0006574976702530749
11,0.000705371332676069
12,0.0007380627027797964
13,0.0007884641787496819
14,0.0010136481935958835
15,0.0008689653853831867
16,0.0009764798045586354
17,0.0010799025140649727
18,0.0025298179551055695
19,0.001171810302050619
20,0.00276129016275907
21,0.003383891689595874
22,0.003767918976753012
23,0.003917655414728915
24,0.0052494924075585205
25,0.0032775366957391314
26,0.005056760254722663
27,0.004111870525880089
28,0.007463030988648589
29,0.002953085352336019
30,0.0006913388906670574
31,0.0007305304295446058
32,0.0009213993042324981
33,0.000827425468603694
34,0.0009294488762730738
35,0.0009648513679840176
36,0.0011495576604227157
37,0.029961826804925817
38,0.0005907864341108842
39,0.0004975126133972108
40,0.0020877979841637433
41,0.0008332735545691275
42,0.0002803827021787903
43,0.0007079800333474978
44,0.004057943118532807
45,0.004284957894799984
46,0.004340685331217912
47,0.004690629981936242
48,0.005340994930122561
49,0.003694507768537369
50,0.005104494775295074
51,0.0045767920465205674
52,0.004904526872643883
53,0.004959516136959371
54,0.0005835649266345301
55,0.00028220700472116967
56,0.0006783431584113985
57,0.0005456075088170226
58,0.00028250218640917153
59,0.0006952764407593503
60,0.0005895316447583364
61,0.0003201923636572373
62,0.0006969271394611916
63,0.0006089043375326955
64,0.00030809473369607457
65,0.0006932105787724923
66,0.0006091770936123074
67,0.00031139473491159826
68,0.0006829626995038913
69,0.00048105883998793996
70,0.0003557279840971771
71,0.0007109725364954064
72,0.0005877137594875391
73,0.0003066492338397466
74,0.0006915765668255402
75,0.0007313980407823398
76,0.0003109455409405419
77,0.0006992091405765791
78,0.0007443286162749139
79,0.0003004674519375112
80,0.0006845454089623737
81,0.0024379711113800663
82,0.0025120285097411633
83,0.0025085973300107253
84,0.0025860983017236268
85,0.0025262458806309743
86,0.0024019397832781885
87,0.0025659616388861786
88,0.0014662238325216194
89,0.0020426292876031564
90,0.0004424336977889632
91,0.0005428532457886921
92,0.0007430442710710252
93,0.0003782058614363535
94,0.0007989022254477739
95,0.0003542861524978646
96,0.0017708913113177968
97,0.001564476804494426
98,0.000500120227410903
99,0.0007713277852552918
100,0.0003262840417705498
101,0.001849772231588749
102,0.0003646008928963792
103,0.00048130034692963274
104,0.0010764099781878454
105,0.0003681215032739559
106,0.0018468231157787603
107,0.0004967391047159459
108,0.0004770910482393089
109,0.0016997960484856035
110,0.0017339789027987743
111,0.001884165689941205
112,0.0015729219564454761
113,0.001745550483650114
114,0.0016242018001977315
115,0.001599129529546106
116,0.001616390085630598
117,0.0015813141497979491
118,0.0017290202307634183
119,0.0018170435871382943
120,0.0016487553128871199
121,0.001665014935033079
122,0.0016466391844463962
123,0.001686583215236477
124,0.0015773499953580872
125,0.0015408432245470715
126,0.0015960663792947615
127,0.0016601735044505352
128,0.0016364896435856944
129,0.0018189575666220756
130,0.0015247371349245847
131,0.001520959037748406
132,0.0018170053141812138
133,0.001808477656759708
134,0.0019244388819747624
135,0.0016174587329122383
136,0.0015770272427442023
137,0.0015152994381953599
138,0.001617597228576918
139,0.0016288946013646379
140,0.0016504531181285047
141,0.00155311978613506
142,0.0015937133660749664
143,0.001556633837084491
144,0.0017416127928885302
145,0.0017747590391271962
146,0.0016849290465127892
147,0.0017830584706990957
