Node,Weighted_Sum
1,0.024756157261415182
2,0.022086180832964698
3,0.019558759454866993
4,0.019860614630820877
5,0.023787190257508806
6,0.01010445170675043
7,0.019772257783723688
8,0.011765542788434136
9,0.011555724973472724
10,0.006323182988991394
11,0.022115951309564674
12,0.01922910931640014
13,0.020693053911752322
14,0.009619201477156291
15,0.016216753642906166
16,0.016403067940627097
17,0.009284834745388486
18,0.0142892041743444
19,0.006299293069341056
20,0.018067282498051427
21,0.014964880735521706
22,0.010616904863324384
23,0.016244870644460094
24,0.009936936431739908
25,0.01051302364956593
26,0.011066317817696996
27,0.005703895193605089
28,0.0070704882756930255
29,0.019694996880657598
30,0.011226718439151198
31,0.011496637487881415
32,0.005066518277455474
33,0.00618813667451212
34,0.017410811774555005
35,0.006905100874556043
36,0.016941962027637987
37,0.021669141697804355
38,0.01914250532800251
39,0.013870645571752842
40,0.01735809883958693
41,0.020602040916177473
42,0.010319738960859403
43,0.015392389870202486
44,0.005544167206981148
45,0.01378392420105742
46,0.0050714344141166955
47,0.0050714344141166955
48,0.008734966125239848
49,0.009883913327262732
50,0.004611034378217492
51,0.004611034378217492
52,0.011782417515908172
53,0.012364409956792433
54,0.005672229133385442
55,0.017404799715035515
56,0.013473528832461234
57,0.014689809639933231
58,0.009360787459774665
59,0.009360787459774665
60,0.006347331440068452
61,0.012733054544171746
62,0.00601906520054438
63,0.011154942691195779
64,0.014458479401645819
65,0.006637100734332511
66,0.010576434472244118
67,0.010160630272316265
68,0.004978266151212506
69,0.00934129907241536
70,0.010420361998153018
71,0.005086275733831836
72,0.005086275733831836
73,0.005721721743388136
74,0.005721721743388136
75,0.0073898034270850396
76,0.010576434472244118
77,0.004665992504163186
78,0.004978266151212506
79,0.014451055367576503
80,0.01851289500561661
81,0.01597577106717442
82,0.019913100292306543
83,0.006482466624725659
