H Values,Isolating Centrality,Eccentricity Centrality,Eigenvector Centrality,Closeness Centrality,Second order centrality,MCGM Values,K-Shell Value,Leverage Centrality,Betweenness Centrality,P Value,Gravity Index Centrality,GIN Values,Clustered Local Degree,PageRank Centrality,Volume Centrality,H-GSM_1,GSM,Semi local centrality,Coreness Centrality,DIL Centrality,HCC Value,Local Gravity Model Centrality,LGC Scores,Global Relative Change in Avg Degree,Average Spreading Ability
0.7492857572254319,0.0,0.8888889153333339,0.7491119447483614,1.0,1.0,0.7528904262114515,1.0,0.6542056078343086,1.0,0.9047619047619047,0.9365079365079365,1.0,0.8571428571428571,0.5393773809865994,0.9375,1.0,1.0,0.8846153846153848,1.0000000000000002,0.8286252353672318,0.8977777779472593,0.8461538461538463,0.8706811451135241,0.6468085002147579,1.0
0.26717567425781147,0.0,0.7894736949473684,0.40041740394861147,0.9504216902670382,0.9510252386078821,0.35242635582408427,1.0,0.39252336450432346,0.9547101452254451,0.857142857142857,0.6825396825396826,0.8662669631753848,0.5714285714285714,0.25971514077466584,0.6875,0.8169789184715022,0.8796755302353645,0.5576923076923077,0.6000000000000001,0.26365348395480226,0.7244444443401481,0.38461538461538464,0.3998025666337611,0.2936170318337707,0.8262135922330096
0.6053937367109145,0.0,0.9999999999999998,0.7263105867714216,0.9919921050752163,0.9517696695978282,0.7159652712467892,1.0,0.6542056078343086,0.6080917877714307,0.9047619047619047,0.8095238095238095,0.9840876481502707,0.8571428571428571,0.5466591473377195,1.0,0.9837637658332221,0.9244634258996438,0.8653846153846154,0.8,0.8286252353672318,0.8977777779472593,0.8461538461538463,0.8937150378413952,0.6468085002147579,0.7213592233009707
0.667233726447296,0.375,0.9999999999999998,0.8005700204125437,0.9814222551177423,0.9514766850371631,0.7311821496965721,1.0,0.7523364489603895,0.633454106364964,0.9523809523809523,0.8095238095238095,0.9231172520014499,0.7142857142857143,0.5783697373535887,0.8125,0.9393067682229115,0.9310017217648505,0.7500000000000001,0.8,0.6779661016949153,0.8755555556598518,0.7307692307692308,0.7328068443566962,0.6468085002147579,0.8456310679611649
0.2822330993648113,0.0,0.7000000068000001,0.28173548976897167,0.8986047538354662,0.9005735157980421,0.3718754104580482,1.0,0.785046729008647,0.9504830917922837,0.8095238095238095,0.873015873015873,0.8110349754700823,0.5714285714285714,0.5688024874535946,0.625,0.8621827483270394,0.9121315674802597,0.5576923076923077,1.0000000000000002,0.6779661016949153,0.7466666666275557,0.6153846153846154,0.5389930898321816,0.6468085002147579,0.9145631067961164
0.10688880355189609,0.0,0.6190476368571431,0.15982041501258615,0.7394051537757349,0.7993517090873566,0.22017483266672033,1.0,0.39252336450432346,0.09661835845673179,0.38095238095238093,0.6507936507936507,0.6520786575634681,0.5714285714285714,0.29136159139994955,0.5625,0.6310488326051684,0.6948860054132728,0.46153846153846156,0.6000000000000001,0.26365348395480226,0.4577777780645926,0.38461538461538464,0.34649555774925966,0.2936170318337707,0.6368932038834951
0.1099222135195523,0.0,0.6190476368571431,0.16437368291705592,0.8317238334534454,0.8299403575539251,0.22993973555986633,1.0,0.39252336450432346,0.8073671495816465,0.7619047619047619,0.6825396825396826,0.7565601969319544,0.5714285714285714,0.2700506826703023,0.625,0.7217815568331265,0.8068923594452593,0.5192307692307693,0.6000000000000001,0.26365348395480226,0.6711111109677037,0.38461538461538464,0.3731490621915104,0.2936170318337707,0.653398058252427
0.1088050645611926,0.375,0.5454545330909086,0.1299910517401414,0.6875661427189446,0.7576879483817275,0.26143607557891546,1.0,0.8177570090569045,0.08937198056975952,0.3333333333333333,0.7142857142857142,0.6047386238835994,0.5714285714285714,0.6509891461340077,0.5,0.6827323689931817,0.6888683450028117,0.46153846153846156,0.8,0.6026365348022599,0.480000000352,0.6153846153846154,0.48371174728529126,0.6468085002147579,0.558252427184466
0.10406896455328281,0.375,0.4782608754782609,0.12430379101309351,0.6354921018289477,0.763240153108056,0.28619879016854477,1.0,0.7523364489603895,0.08574879162627337,0.38095238095238093,0.7777777777777777,0.6195627699954205,0.7142857142857143,0.6361444544593381,0.5625,0.6841575800044433,0.6975007439520311,0.6153846153846154,0.8,0.6779661016949153,0.5555555554251852,0.7307692307692308,0.5873642645607107,0.6468085002147579,0.5737864077669903
0.016796804991876475,0.0,0.4782608754782609,0.05000938480510802,0.5503671529576752,0.6113509328583371,0.030234415772742766,0.0,0.09813084112608084,0.0,0.047619047619047616,0.1111111111111111,0.3641822337528613,0.14285714285714285,0.02056552365921377,0.1875,0.3170160207218682,0.42203638028057333,0.11538461538461539,0.2,0.0,0.07555555565985186,0.038461538461538464,0.05067456400131622,0.0,0.37087378640776697
0.14229960635984892,0.0,0.5454545330909086,0.14170498330168532,0.7738571512046903,0.8169435698148139,0.3270289420949051,1.0,0.7196261679308236,0.8532608708513115,0.7142857142857142,0.9047619047619047,0.7776987818038712,0.7142857142857143,0.5757628037473973,0.75,0.8209551660946004,0.8759001183311432,0.6153846153846154,1.0000000000000002,0.7532956685875707,0.7422222225220743,0.7307692307692308,0.6600855544587034,0.6468085002147579,0.7339805825242718
0.05077556561327633,0.0,0.4782608754782609,0.07559220292250678,0.7006823656207188,0.7428333223331786,0.1913240866793451,1.0,0.39252336450432346,0.7971014492462981,0.6666666666666665,0.6825396825396826,0.7133489857264408,0.5714285714285714,0.27240350630342103,0.625,0.6839300705457647,0.776128313143704,0.5192307692307693,0.6000000000000001,0.26365348395480226,0.6177777775952593,0.38461538461538464,0.3731490621915104,0.2936170318337707,0.59126213592233
0.0539271264594143,0.0,0.4166666780000001,0.0532712374483872,0.6303045649026444,0.670724882766946,0.25716276072780947,1.0,0.785046729008647,0.7792874407845747,0.6190476190476191,0.873015873015873,0.6831931238402535,0.5714285714285714,0.5770402570696733,0.625,0.7451991366426025,0.8142476649375898,0.5384615384615385,1.0000000000000002,0.6779661016949153,0.6399999998826666,0.6153846153846154,0.5350444225074037,0.6468085002147579,0.6378640776699027
0.020427685208655545,0.0,0.35999999864,0.030038822394257352,0.5142504690857861,0.5812590641813724,0.16587356923055047,1.0,0.39252336450432346,0.11292270569426723,0.38095238095238093,0.6507936507936507,0.5520867345302443,0.5714285714285714,0.29451339603262094,0.5625,0.5389268308162023,0.614805947173384,0.46153846153846156,0.6000000000000001,0.26365348395480226,0.4577777780645926,0.38461538461538464,0.34649555774925966,0.2936170318337707,0.5524271844660193
0.02111257266832992,0.0,0.35999999864,0.031066866571963572,0.5534614960103363,0.5955084425752191,0.17313132877964155,1.0,0.39252336450432346,0.6035628020934317,0.5714285714285714,0.6825396825396826,0.6410314919008548,0.5714285714285714,0.2737255183021312,0.625,0.6151808536972803,0.7063898355409406,0.5192307692307693,0.6000000000000001,0.26365348395480226,0.5644444448094814,0.38461538461538464,0.3731490621915104,0.2936170318337707,0.6349514563106795
0.3274628326842553,0.0,0.8888889153333339,0.49091083575517286,0.8384059523577649,0.8092390570065036,0.4286852090771337,0.0,0.6542056078343086,0.40519323701772875,0.23809523809523808,0.2857142857142857,0.8426793344629206,0.8571428571428571,0.6265403024442128,0.8125,0.8122142258393801,0.7479866263332384,0.7692307692307693,0.6000000000000001,0.8286252353672318,0.5244444443401481,0.8461538461538463,0.7831523527476143,0.6468085002147579,0.9533980582524271
0.07483978762328258,0.25,0.7894736949473684,0.2242590520081869,0.6783324568408613,0.6588592968192549,0.1215663500244383,0.0,0.6542056078343086,0.048913043718041116,0.047619047619047616,0.09523809523809523,0.5238994725517427,0.2857142857142857,0.39106050026465344,0.3125,0.5154840335270414,0.46684342392670986,0.25,0.2,0.18832391717514124,0.17333333360711112,0.23076923076923078,0.17736097400460676,0.2936170318337707,0.44271844660194165
0.15632551643260567,0.375,0.7894736949473684,0.31231316563112593,0.6969115002304851,0.676619268115583,0.2826751056664987,0.0,0.7523364489603895,0.27838164204462695,0.19047619047619047,0.19047619047619047,0.6779731150365609,0.7142857142857143,0.6888734349078695,0.6875,0.6848202222344395,0.5605522544616992,0.5961538461538463,0.4000000000000001,0.6779661016949153,0.4488888892669631,0.7307692307692308,0.6429746627179993,0.6468085002147579,0.6446601941747572
