Starting Node,Average Spreading Ability,Rank
364,20.43,1.0
440,18.89,2.0
370,18.58,3.0
388,18.43,4.0
256,18.01,5.0
396,17.86,6.0
441,17.78,7.0
394,17.64,8.0
329,17.25,9.0
393,17.17,10.0
368,17.1,11.0
372,17.09,12.0
205,16.89,13.0
328,16.65,14.0
203,16.61,15.0
373,16.6,16.0
334,16.38,17.0
459,16.26,18.0
253,16.12,19.0
321,16.03,20.0
326,16.01,21.0
252,16.0,22.0
254,15.92,23.0
135,15.9,24.0
336,15.73,25.0
375,15.57,26.0
342,15.42,27.0
335,15.4,28.0
186,15.37,29.0
249,15.19,30.0
376,15.17,31.0
206,14.94,32.0
48,14.85,33.0
383,14.82,34.0
454,14.34,35.0
209,14.31,36.0
462,14.24,37.0
390,14.21,38.0
343,14.19,39.0
371,14.17,40.0
387,14.17,40.0
200,14.16,41.0
369,13.91,42.0
384,13.89,43.0
177,13.85,44.0
333,13.66,45.0
212,13.65,46.0
463,13.64,47.0
349,13.6,48.0
176,13.47,49.0
198,13.07,50.0
341,13.02,51.0
350,13.02,51.0
216,12.87,52.0
339,12.86,53.0
185,12.84,54.0
340,12.77,55.0
455,12.76,56.0
219,12.48,57.0
457,12.43,58.0
338,12.38,59.0
202,12.11,60.0
141,11.93,61.0
327,11.83,62.0
366,11.81,63.0
218,11.72,64.0
197,11.53,65.0
132,11.52,66.0
610,11.5,67.0
385,11.48,68.0
324,11.31,69.0
325,11.3,70.0
47,11.27,71.0
365,11.24,72.0
207,11.16,73.0
386,11.07,74.0
52,10.99,75.0
215,10.99,75.0
367,10.82,76.0
615,10.8,77.0
382,10.69,78.0
323,10.65,79.0
398,10.57,80.0
129,10.54,81.0
460,10.44,82.0
322,10.33,83.0
450,10.06,84.0
513,10.05,85.0
265,10.01,86.0
208,9.96,87.0
438,9.87,88.0
468,9.86,89.0
377,9.86,89.0
210,9.81,90.0
288,9.78,91.0
374,9.77,92.0
466,9.76,93.0
476,9.76,93.0
237,9.73,94.0
149,9.69,95.0
289,9.68,96.0
255,9.66,97.0
181,9.66,97.0
201,9.65,98.0
180,9.65,98.0
133,9.65,98.0
515,9.63,99.0
467,9.6,100.0
478,9.57,101.0
474,9.57,101.0
290,9.57,101.0
145,9.51,102.0
182,9.42,103.0
603,9.41,104.0
378,9.41,104.0
46,9.26,105.0
147,9.24,106.0
291,9.24,106.0
134,9.19,107.0
663,9.18,108.0
512,9.11,109.0
451,9.09,110.0
158,9.06,111.0
423,9.03,112.0
53,8.99,113.0
346,8.97,114.0
347,8.97,114.0
217,8.91,115.0
345,8.91,115.0
599,8.74,116.0
611,8.69,117.0
424,8.67,118.0
565,8.66,119.0
142,8.58,120.0
510,8.58,120.0
107,8.56,121.0
251,8.5,122.0
292,8.5,122.0
296,8.47,123.0
472,8.46,124.0
330,8.43,125.0
162,8.4,126.0
150,8.4,126.0
195,8.38,127.0
166,8.33,128.0
194,8.33,128.0
302,8.31,129.0
332,8.27,130.0
439,8.26,131.0
204,8.25,132.0
389,8.22,133.0
190,8.19,134.0
331,8.18,135.0
146,8.17,136.0
120,8.15,137.0
484,8.14,138.0
140,8.13,139.0
657,8.12,140.0
298,8.12,140.0
259,8.05,141.0
442,8.0,142.0
453,8.0,142.0
568,7.99,143.0
608,7.91,144.0
525,7.91,144.0
411,7.9,145.0
471,7.9,145.0
153,7.84,146.0
179,7.84,146.0
417,7.77,147.0
191,7.74,148.0
509,7.72,149.0
391,7.69,150.0
613,7.69,150.0
354,7.69,150.0
269,7.67,151.0
651,7.67,151.0
482,7.65,152.0
279,7.64,153.0
175,7.62,154.0
380,7.61,155.0
213,7.61,155.0
295,7.57,156.0
430,7.56,157.0
167,7.52,158.0
395,7.49,159.0
628,7.49,159.0
616,7.48,160.0
573,7.46,161.0
344,7.4,162.0
419,7.36,163.0
470,7.35,164.0
154,7.34,165.0
403,7.34,165.0
456,7.32,166.0
379,7.29,167.0
306,7.26,168.0
119,7.22,169.0
415,7.21,170.0
580,7.18,171.0
473,7.14,172.0
631,7.13,173.0
381,7.13,173.0
148,7.12,174.0
397,7.09,175.0
199,7.08,176.0
174,7.08,176.0
304,7.05,177.0
606,7.04,178.0
173,7.02,179.0
26,7.01,180.0
303,7.01,180.0
503,7.0,181.0
551,6.97,182.0
244,6.96,183.0
479,6.93,184.0
51,6.93,184.0
566,6.93,184.0
622,6.91,185.0
465,6.89,186.0
159,6.86,187.0
666,6.84,188.0
420,6.84,188.0
144,6.81,189.0
164,6.8,190.0
458,6.79,191.0
257,6.77,192.0
567,6.77,192.0
481,6.76,193.0
305,6.76,193.0
400,6.72,194.0
499,6.69,195.0
418,6.67,196.0
178,6.67,196.0
625,6.65,197.0
500,6.61,198.0
627,6.59,199.0
671,6.58,200.0
353,6.56,201.0
505,6.5,202.0
602,6.5,202.0
652,6.49,203.0
30,6.47,204.0
299,6.47,204.0
650,6.42,205.0
152,6.41,206.0
569,6.41,206.0
598,6.4,207.0
656,6.37,208.0
392,6.36,209.0
461,6.35,210.0
558,6.35,210.0
151,6.33,211.0
532,6.31,212.0
193,6.31,212.0
612,6.29,213.0
126,6.28,214.0
434,6.25,215.0
514,6.24,216.0
637,6.22,217.0
626,6.22,217.0
348,6.22,217.0
165,6.2,218.0
156,6.18,219.0
28,6.15,220.0
422,6.08,221.0
117,6.06,222.0
410,6.05,223.0
645,6.02,224.0
183,5.99,225.0
444,5.99,225.0
311,5.98,226.0
361,5.97,227.0
192,5.95,228.0
127,5.94,229.0
504,5.94,229.0
297,5.93,230.0
445,5.93,230.0
546,5.91,231.0
245,5.91,231.0
155,5.9,232.0
621,5.87,233.0
538,5.87,233.0
435,5.86,234.0
160,5.85,235.0
502,5.84,236.0
241,5.83,237.0
25,5.83,237.0
571,5.79,238.0
493,5.79,238.0
97,5.79,238.0
633,5.74,239.0
475,5.73,240.0
157,5.72,241.0
623,5.7,242.0
163,5.7,242.0
27,5.69,243.0
673,5.68,244.0
617,5.68,244.0
674,5.66,245.0
620,5.64,246.0
300,5.64,246.0
413,5.63,247.0
124,5.62,248.0
130,5.62,248.0
619,5.59,249.0
31,5.57,250.0
496,5.55,251.0
315,5.54,252.0
421,5.54,252.0
607,5.53,253.0
672,5.53,253.0
579,5.53,253.0
143,5.52,254.0
399,5.52,254.0
432,5.5,255.0
111,5.49,256.0
294,5.48,257.0
508,5.48,257.0
520,5.47,258.0
584,5.47,258.0
66,5.47,258.0
664,5.46,259.0
549,5.44,260.0
234,5.44,260.0
552,5.44,260.0
605,5.4,261.0
433,5.4,261.0
604,5.4,261.0
483,5.39,262.0
351,5.37,263.0
614,5.37,263.0
409,5.36,264.0
128,5.35,265.0
581,5.34,266.0
64,5.33,267.0
137,5.31,268.0
352,5.29,269.0
506,5.27,270.0
23,5.27,270.0
562,5.26,271.0
293,5.25,272.0
533,5.2,273.0
618,5.18,274.0
172,5.17,275.0
572,5.16,276.0
29,5.16,276.0
313,5.14,277.0
246,5.11,278.0
647,5.09,279.0
682,5.09,279.0
280,5.09,279.0
171,5.08,280.0
357,5.07,281.0
644,5.06,282.0
284,5.06,282.0
630,5.05,283.0
431,5.04,284.0
632,5.04,284.0
448,5.01,285.0
138,5.01,285.0
641,5.0,286.0
452,5.0,286.0
214,4.99,287.0
121,4.93,288.0
406,4.91,289.0
485,4.91,289.0
678,4.9,290.0
521,4.88,291.0
89,4.87,292.0
92,4.87,292.0
526,4.84,293.0
449,4.82,294.0
221,4.79,295.0
62,4.78,296.0
554,4.77,297.0
601,4.77,297.0
136,4.75,298.0
161,4.74,299.0
122,4.74,299.0
285,4.74,299.0
624,4.73,300.0
96,4.71,301.0
75,4.71,301.0
425,4.7,302.0
643,4.69,303.0
72,4.69,303.0
588,4.69,303.0
426,4.68,304.0
583,4.68,304.0
362,4.67,305.0
416,4.67,305.0
498,4.66,306.0
282,4.64,307.0
236,4.64,307.0
529,4.63,308.0
495,4.6,309.0
266,4.6,309.0
559,4.59,310.0
263,4.59,310.0
636,4.59,310.0
668,4.58,311.0
211,4.57,312.0
308,4.55,313.0
316,4.54,314.0
404,4.52,315.0
679,4.52,315.0
662,4.51,316.0
555,4.51,316.0
680,4.5,317.0
168,4.5,317.0
14,4.49,318.0
243,4.48,319.0
360,4.48,319.0
401,4.47,320.0
589,4.47,320.0
507,4.46,321.0
108,4.45,322.0
105,4.43,323.0
196,4.42,324.0
405,4.42,324.0
131,4.38,325.0
407,4.36,326.0
675,4.36,326.0
665,4.35,327.0
50,4.34,328.0
437,4.33,329.0
659,4.32,330.0
235,4.31,331.0
77,4.3,332.0
639,4.3,332.0
65,4.26,333.0
41,4.26,333.0
270,4.25,334.0
63,4.25,334.0
273,4.2,335.0
73,4.18,336.0
640,4.17,337.0
170,4.16,338.0
88,4.16,338.0
