Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
6,0.052631579,0.191457367,-0.287387612,0,60.40857651,48.55836543,3.556715678,0.017096953,13,94,0.03265857,0.09478717,0.4,24.95341991,85.29250399,70,78,404.8194444,250,130,0.003717472,1089,0.166666667,21.875,4.7,9.760587239,1.714285714,23,23,0.273610106,729.9785301,112.7369672,-0.286783889,6042.925221,0.496673965,3.556931383,142,128.5225504,193115,5.5970758,384.8889685,55,219,782,5,9.951405102,138.8634694,17.47621533,-277.453467,3
1,0.052631579,0.041881299,0.111421911,10,53.32393844,43.16070915,3.107504907,0.018419933,11,67,0.03265857,0.063126756,0.3,10.61818182,63.8524728,41.6,55.5,303.0597222,160,94,0.003257329,810,0.166666667,15.51136364,4.4,7.399774139,1.480519481,23,15.8,0.227139409,600.0627588,90.49488923,-0.269667993,3230.167521,0.382773295,2.498533499,102,109.5426491,104011,5.58697479,322.904604,37,148.5,672,3,6.790418997,113.9294174,13.47575608,-355.1084248,3
8,0.084210526,0.1422919,0.281407743,8,59.39402883,51.97534511,5.465643757,0.027806473,18,92,0.058569501,0.22409168,0.142857143,70.7705863,79.52393862,52.57142857,78.75,585.3244444,368,164,0.003472222,1128,0.166666667,35.63636364,6.2,11.55448899,1.701298701,23,23.2,0.315758631,977.8382709,142.8145302,-0.185943447,7251.189368,0.616002615,5.683655366,116,122.9650781,219022,9.771895425,499.6714113,54,190.5,938.25,5,11.97634616,320.5670573,23.42789676,-257.6069224,3
45,0.115789474,0.271737855,0.577515905,22,57.95441748,50.0775372,7.263892813,0.040527975,20,63,0.084480432,0.447783974,0.054545455,112.1465006,68.72801031,36.90909091,53.5,674.1608787,385,202,0.003246753,690,0.142857143,53.375,7.7,11.87464709,1.336533032,17,20.6,0.146595757,653.3716717,142.5311345,-0.131270087,3793.819291,0.63353825,2.93191514,101,114.2258901,188668,14.3047619,488.9045502,46,103,687.75,4,7.295665629,376.425524,20.5149521,-312.6173589,2
54,0.178947368,0.420756146,0.682081427,102,69.86622441,81.71913496,13.60189093,0.060337497,30,131,0.136302294,0.304195968,0.044117647,296.7558182,103.4321113,62.64705882,117,1472.983889,1020,426,0.004032258,1524,0.2,125.7613636,11.9,24.11293055,2,23,34.2,0.526893438,1458.226265,301.6958658,-0.080551364,16939.07395,1.390479851,15.80680313,136,146.3911585,696936,19.36746032,997.7794636,77,237,1490,5,28.34337126,1009.531538,58.54005284,-197.2073658,3
89,0.094736842,0.259168133,0.522111222,36,57.31504453,48.69100839,5.998203369,0.03494001,15,68,0.067206478,0.041398897,0.055555556,60.63232323,69.3524355,36.94444444,46.5,568.315,315,160,0.003496503,844,0.2,40.09090909,6.6,10.38848108,1.527950311,22,19.4,0.231641592,798.3897918,123.5588477,-0.130781798,4605.520922,0.58845214,3.474623873,101,116.0155203,178320,9.77745098,449.3695581,44,103,686.75,3,8.546262548,352.0138219,18.05071993,-310.4786811,2
76,0.010526316,0,-0.666666667,0,38.25836089,26.76335273,0.444809002,0.004693861,3,11,0.001889339,0.045180875,0,1,27.32802502,5,5.5,27.0448356,5,12,0.002493766,124,0.142857143,0.636363636,1,1.732354602,0.251835121,4,2.6,0.042918438,124,17.45817036,-1,55.18191618,0.073468273,0.128755314,36,73.0690906,3324,1.3,63.8524728,6,12.75,148.5,1,0.4101233,8.949742045,1.949181067,-657.9650396,1
85,0.010526316,0,-0.666666667,0,38.25836089,26.76335273,0.444809002,0.004693861,3,11,0.001889339,0.045180875,0,1,27.32802502,5,5.5,27.0448356,5,12,0.002493766,124,0.142857143,0.636363636,1,1.732354602,0.251835121,4,2.6,0.042918438,124,17.45817036,-1,55.18191618,0.073468273,0.128755314,36,73.0690906,3324,1.3,63.8524728,6,12.75,148.5,1,0.4101233,8.949742045,1.949181067,-657.9650396,1
28,0.052631579,0.069652856,0.307692308,15,47.14099204,37.21976081,2.787554775,0.02079707,8,38,0.03265857,0.020840173,0,25.36363636,47.63731017,19,27.5,226.0985261,95,68,0.002906977,391,0.142857143,12.72727273,4.1,4.874082439,0.833427442,12,10.6,0.111887119,391,62.65997708,-0.2,1257.570437,0.304323711,0.89509695,76,94.09435898,43792,5.178571429,229.7165948,24,66.5,351,2,2.964997744,139.7680857,6.945759612,-427.9744848,2
38,0.021052632,0,-0.694736842,0,48.55101604,35.24324158,1.148822072,0.007533889,6,48,0.006747638,0.163171166,1,2,54.35995026,50,28,106.4783333,50,56,0.00304878,607,0.166666667,4.295454545,2,5.008469791,1.30717109,22,11.2,0.159220798,223.3028208,53.46310542,-0.596683067,1115.035936,0.228694661,0.95532479,92,99.94395977,52864,2.18697479,182.9560499,27,83.5,427.5,2,3.342296717,9.7403958,6.679510955,-429.8949113,2
