Local Gravity Model Centrality,Semi local centrality,Subgraph centrality,Gravity Index Centrality,MCGM Values,Global Relative Change in Avg Degree,K-Shell Value,P Value,Degree Centrality,GGC Values,Constraint Coefficients,PE Values,Volume Centrality,Second order centrality,Eigenvector Centrality,Clustered Local Degree,MDD Value,H Values,EHCC Value,Leverage Centrality,Closeness Centrality,DIL Centrality,Clustering Coefficient,Node H-Index,Isolating Centrality,Average Spreading Ability
0.15686274509803919,0.31557377049180324,0.10265172820550376,0.538152610441767,0.21945939606268303,0.22222222029091993,1.0,0.39473684210526316,0.3636363626280992,0.16198274137051558,0.7820502024938704,0.33175624087672234,0.6009615384615384,0.8163541525672273,0.23701041668603,0.40864367801061374,0.5,0.09836524916196368,0.28665744751771405,0.6133318353669774,0.5615383949101963,0.15438345987011529,0.5999999997,0.6000000000000001,0.0,0.33118279569892467
0.2693498452012384,0.4990892531876138,0.20132249727664392,0.6867469879518072,0.3643446690608492,0.33333333912724017,1.0,0.5789473684210527,0.45454545605785124,0.29846409993003464,0.8666398438452795,0.457199483261533,0.7788461538461539,0.8789994418271371,0.40592756070147884,0.5630651339262289,0.554054054054054,0.21225751704756665,0.4225364678731007,0.623795378877597,0.7025741477549193,0.22171069303971286,0.49999999925,0.8,0.0,0.4333333333333333
0.07120743034055728,0.16302367941712204,0.04056661911317064,0.2520080321285141,0.09171446306088377,0.11111111883632022,0.6666666666666667,0.18421052631578946,0.2727272691983471,0.131852784241475,0.8255429399515465,0.24809923966238234,0.326923076923077,0.7395954942838128,0.12441074227166482,0.18206896545027346,0.3648648648648648,0.03550932974386531,0.13967078558512835,0.6532287672735634,0.4345238550157974,0.11449943029903041,0.250000000375,0.4000000000000001,0.0,0.2236559139784946
0.5263157894736842,0.6648451730418944,0.4941648599451702,0.7791164658634537,0.5897251057670665,0.6666666782544803,1.0,0.9999999999999999,0.7272727308016528,0.5592908043058002,0.9636460643423054,0.658672018929268,0.7451923076923077,0.9296213089459718,0.6700330523402982,0.690344827332287,0.7972972972972973,0.4810403558404822,0.7322567691898543,0.8726470201836013,0.6030125303859183,0.67517457636223,0.3749999998125,1.0000000000000002,0.45,0.6322580645161289
0.20123839009287922,0.3410746812386156,0.12935058655759651,0.5662650602409638,0.23930343872444595,0.33333333912724017,1.0,0.368421052631579,0.45454545605785124,0.2233735156079933,0.8311854370731913,0.40112863481418337,0.5673076923076923,0.8612117413412317,0.25508284801611125,0.4147126435256229,0.554054054054054,0.12811080638915556,0.32412900923291826,0.7314017168104726,0.6321565174769664,0.23116308872779506,0.49999999925,0.8,0.0,0.33655913978494617
0.2198142414860681,0.377959927140255,0.13812866437017116,0.6024096385542168,0.2460875273851524,0.33333333912724017,1.0,0.42105263157894735,0.45454545605785124,0.21170064133931013,0.8149182580507939,0.429575684222087,0.576923076923077,0.8711502941850996,0.25324704570247347,0.47944827568572007,0.554054054054054,0.1327278071542764,0.33050809653884383,0.6988339362449284,0.6704082552890985,0.1563534552184318,0.5999999997,0.8,0.0,0.33655913978494617
0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.8684210526315789,1.0,0.9766948890832089,0.9826365221017571,1.0000000000000002,0.8509615384615384,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9391993119236989,0.827664522137966,0.9999999999999999,0.3863636368068181,1.0000000000000002,0.0,1.0
0.3219814241486068,0.5418943533697632,0.29919005769453416,0.6666666666666666,0.4187243571136726,0.44444444058183985,1.0,0.7105263157894737,0.5454545439421488,0.39081022067892296,0.933963271802702,0.5372820510475457,0.701923076923077,0.895490780972709,0.5190825548079737,0.5332019702038797,0.6486486486486486,0.29380485546246987,0.54895837968594,0.7592328749696056,0.6704082552890985,0.3406093792112958,0.35714285682142854,0.8,0.0,0.5612903225806452
0.5087719298245613,0.74408014571949,0.44174874705150996,0.8795180722891566,0.6204473454474948,0.55555555941816,1.0,0.7631578947368421,0.6363636373719008,0.6389124562815416,0.9592309564507296,0.7077817895806509,0.9423076923076924,0.9669569720877873,0.6576982625736606,0.7535632181136319,0.7432432432432432,0.45789438094000207,0.6537003166223657,0.7276942391379776,0.9422220455919973,0.5512459270583119,0.3749999998125,1.0000000000000002,0.0,0.6172043010752688
0.06811145510835913,0.27003642987249543,0.06842814487923836,0.31827309236947793,0.15260598267046593,0.0,0.6666666666666667,0.2894736842105263,0.1818181813140496,0.09870901134956776,0.6813225145639368,0.22390820319862076,0.5865384615384616,0.6902166175471387,0.24995599752595163,0.2798467432258035,0.2702702702702703,0.06546976609217142,0.2289780077602221,0.3566433534591695,0.5417439211604199,0.052659036276232765,0.49999999925,0.4000000000000001,0.0,0.24086021505376337
0.3498452012383901,0.697176684881603,0.4471131737981053,0.646586345381526,0.47727072252147545,0.33333333912724017,1.0,0.8157894736842105,0.45454545605785124,0.19922618137091666,0.8332729363202951,0.5596567925678659,0.7259615384615384,0.8789675708289457,0.6580806271497223,0.8921379307063401,0.6756756756756757,0.34360145472472664,0.6014631754528612,0.5066604291259176,0.6321565174769664,0.12528832360196987,0.89999999955,1.0000000000000002,0.0,0.4924731182795698
0.3436532507739938,0.6479963570127505,0.4039220204341722,0.6506024096385542,0.46113253446661784,0.33333333912724017,1.0,0.9736842105263158,0.45454545605785124,0.21498924475066172,0.8374862131413219,0.4933261779683637,0.7307692307692308,0.8669761903020431,0.6111919441812812,0.8381915706066422,0.6756756756756757,0.3191776215973523,0.6131953428420192,0.5159094545239928,0.5615383949101963,0.225201188000731,0.7999999991,1.0000000000000002,0.0,0.5505376344086022
0.7296181630546955,0.8793260473588342,0.8070737368040466,0.8313253012048192,0.78544871648866,0.77777777970908,1.0,0.8947368421052632,0.8181818186859504,0.6499104624719445,0.9466067055285058,0.8339725516210781,0.7836538461538461,0.9555853723797956,0.8899769739365843,0.9272030648267758,0.8918918918918917,0.6966278143014943,0.8580987644700786,0.8643835221053544,0.7805816976780088,0.4545933179592795,0.49999999925,1.0000000000000002,0.5,0.7623655913978493
