Isolating Centrality,Global Relative Change in Avg Clustering,Centrality Values,Volume Centrality,Betweenness Centrality,Improved Gravity Index Values,PE Values,Extended Improved Gravity Index Values,Gravity Index Centrality,Closeness Centrality,Eccentricity Centrality,Semi local centrality,EIGSM Values,I-GSM Values,Second order centrality,Extended Coreness,GSM,Leverage Centrality,Eigenvector Centrality,GIN Values,CLC Values,P Value,Clustered Local Degree,Societal Capital Scores,HVGc Index,Average Spreading Ability
1.0,0.5047619050017688,0.9333333333333332,0.6666666666666665,0.9495717599788199,0.846153846153846,1.0,0.9341772151898734,0.875,0.9755516225439287,0.5555555555555557,0.9534883720930232,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0000000000000002,1.0,0.6089268285371279,0.9999999999999998,0.9531520515017567,0.6538461538461539,0.8525252527272729,1.0,0.9774892716024437,0.7857142857142857
0.3333333333333333,0.047619041622448954,0.3959677419354837,0.7333333333333334,0.48285652797061557,0.5999999999999999,0.49057234056366233,0.4177215189873418,0.5,1.0,0.7500000000000001,0.5872093023255813,0.48337351719492816,0.6874840792109963,0.8981510681407536,0.4999999999999999,0.8194242364585616,0.4863657379877327,0.3281574647927346,0.8021457665621623,0.6156442217643368,0.5384615384615385,0.4747474745454545,0.46666666666666656,0.44156527647415506,0.7266009852216749
0.0,0.05714285162598638,0.38198924731182793,0.8333333333333333,0.9999999999999999,0.6461538461538461,0.49090797407031744,0.430379746835443,0.5625,0.9877039219426722,1.0,0.5581395348837208,0.49164237180848835,0.6823697634015354,0.9166978380158626,0.4999999999999999,0.8149672430222632,0.4575566165626492,0.24767731428638542,0.7842519291991275,0.5920671598643571,0.5000000000000001,0.4747474745454545,0.46666666666666656,0.5060483818102313,1.0
0.6666666666666666,0.047619041622448954,0.4419354838709676,0.6333333333333333,0.5723795205885523,0.5076923076923077,0.5212776056004567,0.430379746835443,0.4375,0.9877039219426722,0.7500000000000001,0.5348837209302326,0.4948931783117758,0.6266909752892681,0.8812868698040739,0.41666666666666663,0.7910615513869652,0.562625172657998,0.34668215497279425,0.7646624167546008,0.5732055102329615,0.576923076923077,0.4040404042424244,0.3999999999999999,0.38908188586302844,0.8374384236453202
0.41666666666666663,0.10476190164367347,0.5368279569892472,0.5,0.9965536922730983,0.5846153846153845,0.7537043783550832,0.5645569620253165,0.625,0.9055222309360802,0.7500000000000001,0.6046511627906976,0.6268032438973636,0.7049476435909573,0.9042696170079544,0.6666666666666666,0.8153724245318259,0.8134339861865231,0.1783705216186317,0.76674927378178,0.6925301879698056,0.3846153846153847,0.5393939393939393,0.6666666666666667,0.6409489429493065,0.8201970443349752
0.25,0.7619047667020409,0.0026881720430107503,0.033333333333333326,0.0002445650174147109,0.0461538461538461,0.02497026304111233,0.020253164556962022,0.0,0.0,0.0,0.05232558139534882,0.021880410340173073,0.03816176426578555,0.0034969103671844692,0.08333333333333337,0.0,0.2372515790374945,0.000824967972914769,0.01830071505942321,0.0,0.038461538461538464,0.48484848484848486,0.06666666666666665,0.007456188578086276,0.0714285714285714
0.8333333333333333,0.4761904749911564,0.4161290322580644,0.2333333333333334,0.2651085221949095,0.41538461538461524,0.4411704173169178,0.42025316455696193,0.5,0.13629015734401606,0.0769230833846154,0.35465116279069764,0.40063116142792565,0.40293873884623566,0.19721264917124004,0.5833333333333334,0.3349455577601368,0.8727468814797128,0.01097851745466758,0.30350847263987113,0.40383928486915077,0.11538461538461539,0.581818181818182,0.5999999999999999,0.6169355460915806,0.4285714285714285
0.0,0.25714285330503395,0.2543010752688172,0.46666666666666656,0.299592194463424,0.4769230769230768,0.30269354544417887,0.2936708860759494,0.4375,0.2842475819043784,0.16666666666666663,0.40697674418604646,0.31055158514705916,0.441734130723601,0.31801702372896745,0.4999999999999999,0.4181106558908467,0.4575566165626492,0.01599855073478089,0.4012848687787107,0.46946643753881534,0.15384615384615385,0.4747474745454545,0.46666666666666656,0.4653737131082651,0.44827586206896564
0.0,0.7047619066808164,0.3026881720430107,0.2666666666666666,0.0004891300348294218,0.24615384615384617,0.3204961706341449,0.29620253164556953,0.0625,0.5681963020270318,0.27272727781818185,0.39534883720930225,0.3303944889915573,0.37333315925986577,0.6372932615629097,0.2499999999999999,0.45681160152809297,0.05931289529318967,0.4760846727977682,0.49512280480517323,0.16874248967634659,0.6923076923076924,0.6868686866666667,0.19999999999999996,0.17341951507614306,0.4581280788177341
0.8333333333333333,0.5619047650229931,0.7881720430107525,0.6333333333333333,0.381570402258652,0.6461538461538461,0.812404657313355,0.7620253164556962,0.625,0.6585115552823644,0.27272727781818185,0.7383720930232558,0.7705279499723086,0.7596056085891395,0.7566754325672849,0.6666666666666666,0.7858187517387651,0.8252965639640025,0.7265424868733932,0.7940948224533348,0.704853589697473,0.7692307692307693,0.6545454545454545,0.6666666666666667,0.8651538029927384,0.9556650246305417
0.3333333333333333,0.9619047683810885,0.3419354838709676,0.3666666666666667,0.008070647981205617,0.4307692307692308,0.3009674164679584,0.37721518987341773,0.3125,0.16238828009637074,0.0,0.44767441860465107,0.38304846464781017,0.42564126177821937,0.34166337253854273,0.4999999999999999,0.3111158963154097,0.47450315807498905,0.680982884654763,0.3815936283905299,0.2805868094042461,0.9615384615384616,0.8181818181818181,0.46666666666666656,0.4067700228256859,0.3990147783251231
0.8333333333333333,0.4571428549840817,0.5513440860215052,0.5666666666666667,0.18484226952158442,0.6615384615384614,0.43220782729325374,0.6329113924050632,0.625,0.31710577446180155,0.0769230833846154,0.6976744186046511,0.62613901610723,0.6711413941842482,0.4078181684034441,0.7499999999999999,0.5606867492612186,0.7864735786527284,0.8592074644728317,0.6046077712512021,0.5822177179902822,1.0,0.8484848484848484,0.7333333333333334,0.809062455401633,0.6822660098522167
0.3333333333333333,0.5904761950336055,0.33037634408602146,0.30000000000000004,0.3785867071209764,0.3076923076923077,0.4192612371947548,0.3139240506329114,0.3125,0.4389608370956004,0.27272727781818185,0.3023255813953488,0.328434980913036,0.3849391225563842,0.4470675926196743,0.33333333333333337,0.47902903854601697,0.5931289486613684,0.02456681469209137,0.43729836288907054,0.2825188349573977,0.19230769230769232,0.48484848484848486,0.33333333333333326,0.3120414236204932,0.46798029556650256
0.0,0.42857142497346934,0.08602150537634401,0.33333333333333326,0.44021710113556417,0.18461538461538463,0.2037107433886392,0.09113924050632904,0.125,0.5918893999448909,0.40000000280000025,0.15697674418604646,0.14303247550282527,0.2826673328605701,0.6044411657198334,0.08333333333333337,0.46651139461259183,0.21183176676898463,0.04766174567912575,0.4273203726301804,0.3659056441483789,0.2307692307692308,0.0,0.06666666666666665,0.09836289970101658,0.32512315270935954
0.6666666666666666,0.20000000167904766,0.2559139784946236,0.3999999999999999,0.49451054462771066,0.3538461538461537,0.4670574688813662,0.28101265822784804,0.375,0.7592297420462493,0.5555555555555557,0.34883720930232553,0.3485848803050027,0.4656609338992458,0.7540921360643917,0.33333333333333337,0.6444534801903925,0.6100754901737083,0.09312829370437421,0.5847423376101497,0.5497354952405737,0.2692307692307693,0.18181818181818188,0.33333333333333326,0.3385509077221532,0.41871921182266003
0.0,0.25714285330503395,0.2543010752688172,0.46666666666666656,0.299592194463424,0.4769230769230768,0.30269354544417887,0.2936708860759494,0.4375,0.2842475819043784,0.16666666666666663,0.40697674418604646,0.31055158514705916,0.441734130723601,0.31801702372896745,0.4999999999999999,0.4181106558908467,0.4575566165626492,0.01599855073478089,0.4012848687787107,0.46946643753881534,0.15384615384615385,0.4747474745454545,0.46666666666666656,0.4653737131082651,0.3004926108374385
0.0,0.48571428499469393,0.2817204301075269,1.0,0.11790481270388128,0.6307692307692307,0.2712799924880403,0.2784810126582278,0.375,0.48675116753923,0.16666666666666663,0.5,0.2953064916587388,0.5720331003029483,0.5138186890558927,0.33333333333333337,0.5749771790858877,0.0,0.5678994031873682,0.6315304711235785,0.6945711354950302,0.8846153846153847,0.18181818181818188,0.2666666666666666,0.2599715177877367,0.5985221674876847
0.0,0.39047619335455785,0.1416666666666666,0.16666666666666652,0.0,0.19999999999999996,0.09787818657753727,0.17974683544303793,0.0,0.14056430474010329,0.0,0.2441860465116279,0.185952959618237,0.22717992939209875,0.2474212616263496,0.2499999999999999,0.1466123212100734,0.05931289529318967,0.5524410077295445,0.24122450801553064,0.09438139249495947,0.9615384615384616,0.6868686866666667,0.19999999999999996,0.14601863600085407,0.3448275862068967
0.8333333333333333,0.31428571332625854,0.4916666666666666,0.33333333333333326,0.019663031250575006,0.46153846153846145,0.3918547016372727,0.5518987341772151,0.5,0.16684647830602617,0.0,0.5465116279069766,0.5474375184552138,0.4845063201275138,0.3787282438235129,0.5833333333333334,0.39620395258649643,0.8727468814797128,0.7763886496292294,0.4228904857129865,0.4749208368958273,1.0,0.6909090909090909,0.5999999999999999,0.679929182589367,0.6403940886699507
0.25,0.9142857183634014,0.2045698924731182,0.5,0.1869220588428736,0.2615384615384615,0.2408064029797305,0.19493670886075942,0.1875,0.9055222309360802,0.5555555555555557,0.2558139534883721,0.2447761780583223,0.4227545401242153,0.7506817456260642,0.08333333333333337,0.6738291182436729,0.2372515790374945,0.3130673331300173,0.6348591940212658,0.46060587046860046,0.6153846153846154,0.0,0.06666666666666665,0.13876505419920254,0.5049261083743842
0.25,0.2857142833156463,0.002956989247311803,0.033333333333333326,0.0031793452263912418,0.0,0.02933245134574952,0.0,0.0,0.0,0.0,0.011627906976744096,0.0,0.0,0.01975526998784205,0.0,0.0,0.3135110158430241,0.00019953229296508154,0.0,0.08294331349185352,0.0,0.16161616181818184,0.0,0.0027485768947917433,0.0
0.5,0.6857142866737416,0.0,0.033333333333333326,0.002201085156732398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013028705337015944,0.0,0.0,0.0,0.0,0.33893082811153397,0.0,0.0,0.07496029264214471,0.0,0.16161616181818184,0.0,0.0,0.17733990147783263
0.8333333333333333,0.5142857150053061,0.6032258064516128,0.9666666666666666,0.6472401682713976,0.8923076923076922,0.6716112106339578,0.670886075949367,0.8125,0.8614150363509188,0.40000000280000025,0.9593023255813953,0.7592612538126251,0.9415411557123144,0.8730152369127111,0.8333333333333334,0.9423292065105435,0.7390232632722824,0.6744979815028844,0.9552545053077461,0.9999999999999999,0.7307692307692308,0.6727272727272728,0.8,0.9659007418691208,0.9704433497536945
