Node,Spreading Ability,Rank
79,28.89,1
9,19.55,2
75,24.78,3
103,20.68,4
28,24.74,5
323,20.2,6
154,19.09,7
78,17.92,8
417,23.09,9
145,19.91,10
144,18.92,11
41,17.83,12
67,17.23,13
58,19.78,14
451,18.62,15
90,18.98,16
138,18.3,17
167,20.68,18
69,17.37,19
51,16.06,20
36,15.96,21
45,14.63,22
125,14.6,23
317,20.87,24
257,14.22,25
206,13.67,26
161,19.61,27
94,16.68,28
53,18.24,29
365,20.42,30
113,15.15,31
2,13.48,32
142,13.29,33
15,18.18,34
68,12.69,35
46,11.8,36
64,17.03,37
131,18.93,38
98,12.61,39
13,15.93,40
48,16.26,41
108,14.53,42
25,13.12,43
209,12.21,44
193,19.57,45
258,12.11,46
198,13.59,47
47,13.51,48
330,11.74,49
40,14.52,50
179,18.19,51
82,18.12,52
73,15.71,53
424,13.83,54
242,12.35,55
370,13.01,56
429,15.41,57
139,13.63,58
361,13.07,59
7,14.24,60
18,13.74,61
311,12.33,62
56,15.74,63
150,16.81,64
128,16.73,65
264,12.89,66
92,14.8,67
109,12.45,68
83,12.27,69
309,12.22,70
4,12.11,71
266,13.32,72
43,11.98,73
49,11.45,74
241,11.44,75
95,15.32,76
381,16.63,77
27,13.78,78
39,11.29,79
93,15.41,80
55,10.6,81
52,13.56,82
1,11.66,83
126,9.75,84
194,9.67,85
63,16.45,86
89,9.13,87
191,8.72,88
170,11.77,89
158,13.05,90
19,14.47,91
212,11.65,92
6,14.26,93
199,13.38,94
252,11.72,95
229,11.3,96
44,12.74,97
374,12.38,98
183,13.21,99
37,11.63,100
491,11.02,101
35,9.55,102
5,11.55,103
312,9.51,104
11,14.48,105
364,10.87,106
380,9.46,107
539,12.8,108
338,10.48,109
259,16.18,110
333,12.43,111
99,9.12,112
382,8.93,113
133,9.74,114
119,10.21,115
245,10.81,116
127,11.71,117
195,12.07,118
146,12.66,119
155,10.41,120
100,14.23,121
60,11.43,122
224,10.44,123
400,12.44,124
10,11.22,125
114,10.15,126
17,11.23,127
163,12.61,128
38,12.61,129
255,10.04,130
62,15.88,131
293,9.42,132
71,11.46,133
389,10.79,134
74,8.99,135
427,11.1,136
305,8.65,137
315,11.79,138
3,8.18,139
42,10.17,140
483,9.93,141
238,15.36,142
61,15.28,143
197,9.57,144
70,10.64,145
20,13.98,146
201,11.46,147
88,9.41,148
12,7.29,149
132,11.7,150
235,11.32,151
450,11.35,152
8,10.92,153
189,9.51,154
80,9.45,155
519,11.28,156
168,16.1,157
460,10.35,158
211,10.08,159
428,9.66,160
205,9.17,161
81,11.41,162
310,8.99,163
351,8.55,164
398,10.87,165
268,10.05,166
210,10.85,167
153,10.42,168
164,10.27,169
414,11.57,170
21,9.86,171
160,9.35,172
30,12.76,173
313,10.82,174
407,15.78,175
471,9.16,176
379,11.04,177
172,8.97,178
254,9.37,179
141,8.88,180
176,8.72,181
306,12.62,182
101,10.39,183
470,9.58,184
433,10.35,185
111,8.83,186
122,9.48,187
196,8.6,188
321,9.63,189
85,8.35,190
222,12.25,191
408,8.33,192
117,8.25,193
140,8.53,194
303,11.85,195
368,7.89,196
57,8.65,197
358,7.64,198
186,8.45,199
388,7.38,200
376,7.26,201
262,9.79,202
84,12.01,203
423,10.97,204
107,11.9,205
171,8.55,206
221,8.62,207
162,9.28,208
236,13.3,209
296,8.25,210
328,8.62,211
283,9.02,212
397,12.31,213
185,9.82,214
435,7.25,215
253,8.17,216
233,7.23,217
331,8.85,218
106,7.21,219
24,8.85,220
272,8.85,221
298,10.59,222
263,11.62,223
300,11.91,224
110,8.85,225
174,10.0,226
399,8.96,227
190,6.95,228
213,6.82,229
278,6.77,230
440,6.77,230
239,6.59,231
340,10.31,232
166,8.67,233
493,6.95,234
322,12.78,235
184,6.43,236
112,6.43,237
406,8.86,238
115,6.96,239
182,8.08,240
188,6.66,241
180,10.45,242
22,6.29,243
604,9.15,244
416,6.25,245
96,8.57,246
137,9.93,247
508,9.74,248
135,7.54,249
66,9.65,250
207,8.26,251
582,7.79,252
549,10.81,253
77,8.98,254
320,10.29,255
422,7.75,256
249,11.37,257
314,10.18,258
273,7.53,259
372,7.09,260
504,11.12,261
360,8.96,262
203,6.26,263
228,6.17,264
498,6.79,265
159,7.68,266
218,8.0,267
337,6.66,268
234,9.3,269
297,8.48,270
302,8.35,271
240,7.54,272
230,9.58,273
34,8.31,274
288,9.6,275
511,7.7,276
348,7.99,277
217,7.71,278
14,7.35,279
208,7.15,280
506,7.09,281
441,7.34,282
295,7.83,283
386,9.55,284
23,8.89,285
134,7.85,286
216,7.17,287
267,6.99,288
510,6.58,289
447,6.08,290
200,6.36,291
489,7.43,292
449,7.93,293
72,6.02,294
363,5.89,295
572,9.58,296
16,8.03,297
396,9.74,298
584,7.15,299
514,8.27,300
332,5.92,301
256,5.78,302
76,5.64,303
87,6.6,304
527,5.68,305
251,7.88,306
319,5.63,307
299,8.13,308
294,7.21,309
410,7.08,310
102,6.48,311
529,6.24,312
575,5.77,313
308,5.45,314
411,6.48,315
292,5.41,316
130,9.93,317
31,5.39,318
307,7.64,319
225,6.74,320
546,5.22,321
419,7.18,322
452,10.5,323
350,7.25,324
403,7.96,325
327,6.94,326
421,6.51,327
148,5.78,328
384,5.13,329
461,7.96,330
339,5.9,331
401,7.45,332
512,6.36,333
192,7.13,334
116,4.97,335
387,6.33,336
291,7.39,337
220,7.05,338
147,6.77,339
157,5.08,340
316,6.64,341
97,10.23,342
285,7.13,343
404,4.89,344
367,6.2,345
282,4.71,346
215,9.85,347
426,6.6,348
86,6.72,349
325,8.49,350
214,8.02,351
104,8.17,352
425,5.72,353
284,6.76,354
270,5.44,355
26,8.58,356
173,9.63,357
645,5.73,358
568,7.69,359
385,5.56,360
476,5.19,361
121,11.49,362
606,5.31,363
227,4.44,364
65,7.57,365
532,7.16,366
177,6.77,367
610,6.65,368
301,6.32,369
530,5.94,370
277,7.32,371
354,7.28,372
480,6.17,373
507,5.93,374
352,5.32,375
223,9.17,376
244,4.36,377
156,7.64,378
181,5.98,379
324,4.44,380
462,7.65,381
149,7.09,382
334,4.43,383
347,6.59,384
600,5.73,385
178,4.34,386
336,5.39,387
432,4.57,388
123,6.63,389
342,6.51,390
472,4.98,391
415,6.72,392
537,4.43,393
304,4.24,394
614,8.0,395
448,8.27,396
59,4.53,397
175,4.14,398
118,4.14,398
509,3.46,399
231,6.74,400
246,6.91,401
151,6.99,402
611,5.47,403
534,6.61,404
344,5.82,405
538,3.46,406
590,5.04,407
136,3.41,408
585,6.96,409
490,5.0,410
345,4.65,411
335,4.05,412
464,3.36,413
542,6.42,414
326,3.29,415
526,7.2,416
378,3.54,417
341,4.36,418
649,7.66,419
437,3.27,420
371,6.55,421
124,4.32,422
237,4.45,423
445,5.64,424
545,4.64,425
631,4.73,426
318,4.41,427
105,3.44,428
552,5.31,429
494,5.14,430
29,4.99,431
515,5.58,432
152,4.75,433
463,4.01,434
391,3.83,435
362,4.63,436
369,3.06,437
554,3.0,438
187,3.0,438
497,3.32,439
357,3.08,440
442,2.88,441
265,2.83,442
608,5.73,443
550,5.19,444
329,4.65,445
443,4.77,446
413,4.67,447
353,4.17,448
486,3.84,449
355,5.37,450
466,3.4,451
580,6.49,452
409,5.25,453
603,4.75,454
555,4.6,455
513,5.4,456
563,1.87,457
290,4.5,458
533,6.84,459
468,5.56,460
642,5.33,461
54,4.61,462
591,4.51,463
594,6.27,464
556,3.7,465
467,3.85,466
202,3.28,467
541,4.11,468
434,4.58,469
402,5.81,470
454,4.2,471
169,7.52,472
622,5.21,473
456,4.08,474
226,3.8,475
540,4.97,476
621,4.38,477
250,3.68,478
544,5.63,479
33,3.56,480
553,3.2,481
373,5.28,482
618,3.16,483
551,6.32,484
516,3.99,485
50,3.86,486
392,3.02,487
656,5.13,488
566,5.58,489
439,3.77,490
574,3.5,491
375,3.4,492
165,2.89,493
535,2.85,494
578,2.58,495
281,4.61,496
637,2.33,497
605,5.09,498
615,6.49,499
495,6.4,500
523,3.41,501
280,5.24,502
609,6.46,503
431,2.75,504
640,4.04,505
469,4.36,506
602,2.42,507
120,3.22,508
275,4.66,509
477,6.54,510
488,4.25,511
232,3.45,512
521,3.43,513
548,3.27,514
543,5.36,515
129,3.2,516
465,3.83,517
261,3.94,518
671,3.49,519
420,2.92,520
565,4.2,521
91,5.41,522
219,4.04,523
418,3.9,524
446,3.34,525
528,3.45,526
673,2.9,527
286,2.53,528
260,2.91,529
248,2.29,530
247,2.23,531
436,2.24,532
455,2.5,533
356,2.21,534
412,2.39,535
32,3.49,536
383,2.48,537
674,4.7,538
377,2.82,539
536,2.3,540
639,2.87,541
627,2.86,542
444,2.79,543
524,3.09,544
632,2.34,545
289,3.51,546
473,3.09,547
669,2.33,548
502,2.31,549
558,2.29,550
651,3.06,551
531,3.12,552
607,7.63,553
616,2.55,554
567,3.44,555
405,5.36,556
562,2.96,557
492,3.19,558
629,2.74,559
496,2.68,560
459,3.95,561
725,2.46,562
279,3.89,563
577,3.74,564
478,2.32,565
597,2.2,566
636,3.91,567
583,2.16,568
522,3.02,569
650,2.44,570
243,2.15,571
623,2.21,572
619,3.75,573
706,2.13,574
287,2.13,574
525,2.11,575
698,2.08,576
499,2.22,577
633,2.01,578
661,3.62,579
613,3.25,580
694,2.1,581
458,2.52,582
712,3.22,583
641,2.69,584
517,2.35,585
487,1.92,586
561,3.08,587
394,2.13,588
204,1.89,589
689,2.91,590
714,2.59,591
601,1.85,592
482,1.85,592
666,2.23,593
683,1.83,594
625,1.82,595
701,2.88,596
648,1.8,597
366,1.8,597
343,1.75,598
617,1.73,599
269,1.72,600
672,2.02,601
675,1.73,602
453,2.34,603
485,3.66,604
430,3.55,605
599,1.93,606
143,2.15,607
628,2.56,608
576,1.7,609
474,1.7,609
638,1.63,610
503,2.24,611
359,1.61,612
520,2.39,613
346,1.61,614
390,1.59,615
560,1.57,616
655,1.56,617
717,2.47,618
728,1.69,619
589,1.55,620
678,1.65,621
644,1.54,622
667,1.52,623
598,1.54,624
643,1.46,625
505,2.81,626
274,2.62,627
654,1.71,628
475,1.43,629
634,1.39,630
438,1.37,631
581,1.32,632
595,1.32,632
569,1.31,633
593,1.31,633
700,1.3,634
484,1.3,634
481,1.28,635
647,1.27,636
724,1.27,636
653,1.25,637
729,1.25,637
500,1.25,637
658,2.91,638
547,1.23,639
564,1.23,639
713,1.23,639
662,1.22,640
596,1.22,640
626,1.19,641
518,2.26,642
559,1.21,643
624,2.05,644
691,1.25,645
479,2.22,646
697,1.23,647
586,1.18,648
660,1.15,649
652,1.14,650
276,1.14,650
690,1.14,650
571,1.14,650
699,1.14,650
457,1.14,650
733,1.13,651
612,1.23,652
696,3.06,653
676,1.12,654
735,1.09,655
692,1.09,655
757,1.27,656
747,1.08,657
702,1.08,657
710,1.52,658
708,1.07,659
681,1.07,659
734,1.09,660
749,1.06,661
693,1.06,661
760,1.06,661
271,1.11,662
704,1.04,663
501,1.04,663
680,1.4,664
759,1.03,665
705,1.14,666
349,2.0,667
707,1.02,668
679,1.02,668
758,1.02,668
730,1.02,668
573,1.02,668
737,1.01,669
748,1.01,669
686,1.01,669
721,1.01,669
753,1.01,669
657,1.52,670
579,1.0,671
711,1.0,671
684,1.0,671
664,1.0,671
731,1.07,672
659,1.12,673
635,1.13,674
393,1.16,675
663,1.94,676
588,1.14,677
687,1.06,678
665,1.12,679
722,1.74,680
720,1.25,681
670,1.17,682
716,1.13,683
668,1.0,684
587,1.82,685
557,1.03,686
685,2.33,687
592,1.05,688
630,1.04,689
395,1.23,690
620,1.04,691
570,1.15,692
754,1.03,693
719,1.61,694
688,1.04,695
677,1.0,696
695,1.02,697
746,1.01,698
743,1.0,699
646,1.0,700
718,1.05,701
726,1.08,702
739,1.43,703
715,1.03,704
732,1.0,705
738,1.0,706
745,1.08,707
682,1.15,708
736,1.01,709
751,1.03,710
742,1.01,711
750,1.87,712
740,1.01,713
756,1.02,714
723,1.03,715
703,1.01,716
752,1.0,717
762,1.01,718
741,1.1,719
727,1.01,720
755,1.01,721
744,1.03,722
709,1.03,722
761,1.01,723
