Gravity Model Centrality,GGC Values,Eccentricity Centrality,Extended Degree,DNC Scores,Degree Centrality,Clustering Coefficient,HCC Value,Global Relative Change in Avg Degree,P Value,DIL Centrality,Betweenness Centrality,Global Relative Change in Avg Clustering,Constraint Coefficients,Leverage Centrality,Isolating Centrality,PageRank Centrality,Volume Centrality,Second order centrality,Closeness Centrality,GIN Values,GSM,Node H-Index,EHCC Value,K-Shell Value,Average Spreading Ability
0.030147542399367067,0.11748433406836307,0.4903846153846154,0.026568478810194213,0.13689821340698372,0.18556700407588475,0.040935673,0.3942588832582033,0.12418065751780134,0.7663551401869159,0.21746466337122441,0.16356991374542365,1.0,0.9567714170053575,0.9539175671198856,0.22093023255813954,0.9999999999999999,0.2628943888154166,0.9204206788759255,0.7543446431981667,0.3179493858762004,0.3030194964750127,0.06410256410256411,0.061009973930161186,0.025641025641025644,0.009455587392550143
0.0007528720858166279,0.0012032325776923413,0.44906443418918873,0.0024546964118114215,0.00021369225386870874,0.0,0.0,0.18732875480019343,0.06652042415524453,0.37383177570093457,0.0,0.0,0.07552580343547562,0.0,0.04668102340835634,0.0,0.04234063939398304,0.016247874551294162,0.7308972697242008,0.6588579795021963,0.23300585128040982,0.22452681328775886,0.0,0.00653235926361693,0.0,0.001146131805157595
0.2198484763441011,0.1404007591480224,0.5340659466461541,0.3892859721319761,0.505366776200169,0.5154639190217876,0.961568627,0.6788858565592069,0.47894297398455604,0.9719626168224298,0.17493271762288654,0.07659769173429397,0.10051290738028042,0.965100019974181,0.591860145697843,0.0,0.38153994666115376,0.28537691290383527,0.9892585760098994,0.8448978292698454,0.4934060951681526,0.47915072187843377,0.6282051282051282,0.3996059867390441,0.6282051282051282,0.10343839541547281
0.2198484763441011,0.1404007591480224,0.5340659466461541,0.3892859721319761,0.505366776200169,0.5154639190217876,0.961568627,0.6788858565592069,0.47894297398455604,0.9719626168224298,0.17493271762288654,0.07659769173429397,0.10051290738028042,0.965100019974181,0.591860145697843,0.0,0.38153994666115376,0.28537691290383527,0.9892585760098994,0.8448978292698454,0.4934060951681526,0.47915072187843377,0.6282051282051282,0.3996059867390441,0.6282051282051282,0.1315186246418338
0.0015727628769334329,0.002508152634212606,0.44906443418918873,0.0028156811782542777,0.005433888679336283,0.010309279347858434,0.0,0.18747481183401157,0.055434167920235755,0.37383177570093457,0.0007401467767849668,0.0038585726259913705,0.07552580343547562,0.5206002226532186,0.44789894665789826,0.023255813953488372,0.13722707475995966,0.016247874551294162,0.7311403406535193,0.6588579795021963,0.23326128224842937,0.2245966201225021,0.0,0.006589189558141727,0.0,0.002578796561604587
0.010795805132573416,0.034721987283571835,0.4903846153846154,0.014439390657714246,0.05086860670171907,0.06185566399436707,0.095238095,0.3141277563605043,0.0,0.616822429906542,0.031025009641704526,0.09942053903750173,0.263021181963449,0.8241193639603847,0.6475057326454885,0.0,0.3113603608717792,0.27545815227659176,0.8907400909349149,0.7575275319880324,0.3139685895701328,0.3023046702145115,0.025641025641025644,0.026577676443580937,0.025641025641025644,0.0051575931232091705
0.001637002040146907,0.00038270199169300657,0.44906443418918873,0.003682044617717133,0.005931050242423625,0.010309279347858434,1.0,0.19721734626025056,0.055434167920235755,0.3925233644859813,0.00038007537187282275,0.0,0.10332232170768536,0.41279545096027004,0.17849602427388428,0.0,0.08507695666381135,0.022765917249197052,0.8126579365601027,0.6652237570819276,0.2364986648941734,0.2276393388213825,0.01282051282051282,0.010257608211295469,0.01282051282051282,0.000286532951289397
0.0017084474750813988,0.0032777701251698634,0.44906443418918873,0.004837195870334272,0.009311748876637741,0.010309279347858434,0.0,0.21175811888026427,0.055434167920235755,0.4205607476635514,0.0010948837904062427,0.002505015954317368,0.09537070176661636,0.5206002226532186,0.11510710168090504,0.0,0.06565400243281173,0.03429057245418478,0.8137607612072069,0.6705285717317038,0.23964778437370562,0.23060882716535536,0.01282051282051282,0.011770519562759357,0.01282051282051282,0.001146131805157595
0.001597082431776934,0.0004029408086968493,0.44906443418918873,0.003970832430871417,0.005723899588962151,0.010309279347858434,1.0,0.19271122112924083,0.055434167920235755,0.38317757009345793,0.00038007537187282275,0.0,0.10180634668350828,0.4314211067293948,0.1540048497872269,0.0,0.10860552779785351,0.01785376912903835,0.783160897078613,0.6599189424321515,0.23403791861708442,0.2251021071694611,0.01282051282051282,0.00884619485325627,0.01282051282051282,0.0008595988538681945
0.007513241188372313,0.015258821416380521,0.44906443418918873,0.007075301422279981,0.05266423728747802,0.08247422269008395,0.055555556,0.19402573292629735,0.013317421593835527,0.38317757009345793,0.02819704468327794,0.05358871966751919,0.28991865592302396,0.8880519981166517,0.8876248684286387,0.10465116279069767,0.6604357992170605,0.01813716228981674,0.7844777465594284,0.6609799053621066,0.23609863852442334,0.22589683746783767,0.01282051282051282,0.015046426212157859,0.01282051282051282,0.0051575931232091705
0.001637002040146907,0.00038270199169300657,0.44906443418918873,0.003682044617717133,0.005931050242423625,0.010309279347858434,1.0,0.19721734626025056,0.055434167920235755,0.3925233644859813,0.00038007537187282275,0.0,0.10332232170768536,0.41279545096027004,0.17849602427388428,0.0,0.08507695666381135,0.022765917249197052,0.8126579365601027,0.6652237570819276,0.2364986648941734,0.2276393388213825,0.01282051282051282,0.010257608211295469,0.01282051282051282,0.0008595988538681945
0.00157520008664818,0.0025870976772305846,0.44906443418918873,0.00296007508483142,0.005433888679336283,0.010309279347858434,0.0,0.18754784035092065,0.055434167920235755,0.37383177570093457,0.0009301844627213781,7.898053679237247e-05,0.07552580343547562,0.5206002226532186,0.34687285068812346,0.0,0.10149434062018906,0.01634233893822029,0.785773691011932,0.6588579795021963,0.23332837832636508,0.22484360152769872,0.01282051282051282,0.007387050168595333,0.01282051282051282,0.0017191977077363925
0.0015727628769334329,0.002508152634212606,0.44906443418918873,0.0028156811782542777,0.005433888679336283,0.010309279347858434,0.0,0.18747481183401157,0.055434167920235755,0.37383177570093457,0.0007401467767849668,0.0038585726259913705,0.07552580343547562,0.5206002226532186,0.44789894665789826,0.023255813953488372,0.13722707475995966,0.016247874551294162,0.7311403406535193,0.6588579795021963,0.23326128224842937,0.2245966201225021,0.0,0.006589189558141727,0.0,0.00229226361031519
0.010795805132573416,0.034721987283571835,0.4903846153846154,0.014439390657714246,0.05086860670171907,0.06185566399436707,0.095238095,0.3141277563605043,0.0,0.616822429906542,0.031025009641704526,0.09942053903750173,0.263021181963449,0.8241193639603847,0.6475057326454885,0.0,0.3113603608717792,0.27545815227659176,0.8907400909349149,0.7575275319880324,0.3139685895701328,0.3023046702145115,0.025641025641025644,0.026577676443580937,0.025641025641025644,0.00487106017191977
0.001637002040146907,0.00038270199169300657,0.44906443418918873,0.003682044617717133,0.005931050242423625,0.010309279347858434,1.0,0.19721734626025056,0.055434167920235755,0.3925233644859813,0.00038007537187282275,0.0,0.10332232170768536,0.41279545096027004,0.17849602427388428,0.0,0.08507695666381135,0.022765917249197052,0.8126579365601027,0.6652237570819276,0.2364986648941734,0.2276393388213825,0.01282051282051282,0.010257608211295469,0.01282051282051282,0.009742120343839544
