Starting Node,Average Spreading Ability,Node,Rank
1,34.2,1,68.0
2,55.07,2,1.0
3,30.01,3,109.0
4,49.38,4,7.0
5,42.55,5,27.0
6,37.1,6,49.0
7,53.8,7,2.0
8,50.31,8,6.0
9,52.17,9,3.0
10,32.65,10,85.0
11,41.99,11,29.0
12,37.31,12,48.0
13,32.46,13,90.0
14,24.71,14,178.0
15,37.48,15,47.0
16,33.04,16,79.0
17,36.27,17,53.0
18,28.83,18,121.0
19,32.05,19,94.0
20,44.02,20,23.0
21,22.2,21,222.0
22,14.46,22,374.0
23,51.25,23,5.0
24,36.07,24,55.0
25,32.47,25,89.0
26,40.29,26,36.0
27,32.07,27,93.0
28,33.77,28,73.0
29,26.65,29,145.0
30,32.18,30,92.0
31,32.18,31,92.0
32,17.39,32,314.0
33,23.0,33,208.0
34,21.51,34,236.0
35,23.67,35,194.0
36,23.14,36,204.0
37,20.13,37,265.0
38,20.52,38,257.0
39,25.01,39,169.0
40,18.31,40,296.0
41,10.08,41,463.0
42,13.92,42,385.0
43,24.88,43,175.0
44,14.99,44,363.0
45,7.67,45,532.0
46,9.42,46,476.0
47,9.87,47,467.0
48,14.5,48,373.0
49,19.51,49,276.0
50,6.18,50,587.0
51,10.05,51,464.0
52,9.15,52,482.0
53,16.19,53,342.0
54,17.87,54,305.0
55,15.11,55,361.0
56,6.19,56,586.0
57,12.41,57,419.0
58,16.41,58,339.0
59,4.47,59,673.0
60,5.46,60,620.0
61,6.41,61,580.0
62,5.7,62,609.0
63,4.05,63,698.0
64,24.57,64,179.0
65,22.4,65,219.0
66,24.42,66,182.0
67,17.28,67,316.0
68,23.04,68,207.0
69,41.8,69,30.0
70,24.89,70,174.0
71,12.25,71,422.0
72,4.97,72,645.0
73,3.86,73,711.0
74,10.13,74,462.0
75,16.3,75,341.0
76,13.03,76,404.0
77,34.12,77,71.0
78,10.92,78,447.0
79,18.43,79,294.0
80,30.17,80,106.0
81,42.47,81,28.0
82,27.85,82,133.0
83,22.13,83,224.0
84,49.2,84,8.0
85,17.07,85,325.0
86,31.86,86,95.0
87,17.88,87,304.0
88,12.45,88,418.0
89,30.61,89,104.0
90,40.97,90,32.0
91,35.45,91,59.0
92,45.69,92,16.0
93,35.9,93,56.0
94,20.73,94,251.0
95,40.21,95,37.0
96,17.24,96,317.0
97,52.0,97,4.0
98,17.89,98,303.0
99,39.84,99,38.0
100,26.38,100,148.0
101,46.86,101,12.0
102,42.62,102,26.0
103,27.11,103,141.0
104,25.12,104,166.0
105,39.84,105,38.0
106,33.18,106,76.0
107,29.59,107,113.0
108,28.22,108,129.0
109,40.62,109,34.0
110,20.71,110,252.0
111,31.34,111,100.0
112,30.09,112,108.0
113,18.17,113,298.0
114,34.44,114,64.0
115,28.38,115,127.0
116,26.27,116,152.0
117,22.39,117,220.0
118,29.17,118,117.0
119,23.52,119,197.0
120,15.62,120,351.0
121,10.95,121,446.0
122,12.38,122,420.0
123,24.94,123,172.0
124,38.64,124,41.0
125,28.96,125,119.0
126,13.49,126,398.0
127,18.94,127,287.0
128,23.55,128,195.0
129,16.75,129,334.0
130,35.34,130,60.0
131,26.55,131,146.0
132,27.32,132,138.0
133,12.73,133,412.0
134,28.03,134,132.0
135,24.38,135,183.0
136,16.78,136,332.0
137,13.74,137,388.0
138,18.14,138,299.0
139,16.81,139,330.0
140,11.85,140,429.0
141,12.78,141,410.0
142,13.73,142,389.0
143,23.26,143,201.0
144,26.0,144,155.0
145,33.28,145,74.0
146,21.23,146,243.0
147,17.83,147,306.0
148,23.42,148,198.0
149,38.54,149,43.0
150,22.28,150,221.0
151,45.33,151,19.0
152,34.14,152,70.0
153,46.71,153,13.0
154,37.02,154,50.0
155,15.32,155,353.0
156,27.32,156,138.0
157,32.65,157,85.0
158,38.47,158,44.0
159,22.16,159,223.0
160,36.33,160,52.0
161,42.77,161,25.0
162,25.1,162,167.0
163,20.26,163,264.0
164,48.78,164,10.0
165,24.88,165,175.0
166,20.59,166,256.0
167,21.43,167,238.0
168,26.98,168,143.0
169,43.11,169,24.0
170,18.61,170,290.0
171,35.71,171,57.0
172,34.14,172,70.0
173,45.4,173,18.0
174,12.68,174,415.0
175,6.81,175,555.0
176,9.02,176,484.0
177,5.87,177,603.0
178,9.49,178,474.0
179,5.78,179,606.0
180,13.0,180,406.0
181,13.97,181,383.0
182,17.14,182,321.0
183,9.56,183,473.0
184,21.16,184,244.0
185,9.66,185,471.0
186,20.37,186,262.0
187,10.0,187,465.0
188,11.27,188,440.0
189,10.8,189,449.0
190,8.24,190,510.0
191,13.13,191,401.0
192,11.1,192,443.0
193,5.27,193,630.0
194,5.34,194,627.0
195,9.7,195,470.0
196,2.56,196,795.0
197,3.57,197,730.0
198,5.36,198,626.0
199,8.46,199,502.0
200,5.74,200,608.0
201,7.71,201,531.0
202,5.93,202,599.0
203,6.45,203,578.0
204,6.02,204,594.0
205,4.69,205,660.0
206,4.64,206,663.0
207,5.37,207,625.0
208,4.78,208,657.0
209,7.95,209,517.0
210,6.84,210,554.0
211,7.78,211,527.0
212,8.25,212,509.0
213,6.14,213,588.0
214,6.59,214,569.0
215,6.62,215,567.0
216,5.32,216,629.0
217,6.09,217,590.0
218,4.67,218,662.0
219,6.79,219,557.0
220,5.58,220,614.0
221,3.22,221,752.0
222,3.09,222,761.0
223,2.92,223,770.0
224,3.14,224,758.0
225,5.26,225,631.0
226,2.53,226,796.0
227,9.7,227,470.0
228,20.75,228,250.0
229,33.24,229,75.0
230,26.31,230,151.0
231,22.08,231,225.0
232,24.98,232,170.0
233,19.53,233,275.0
234,24.33,234,185.0
235,35.2,235,61.0
236,29.42,236,115.0
237,33.95,237,72.0
238,21.86,238,231.0
239,31.11,239,102.0
240,21.9,240,229.0
241,13.73,241,389.0
242,11.63,242,433.0
243,25.93,243,156.0
244,45.1,244,20.0
245,44.41,245,22.0
246,29.14,246,118.0
247,29.71,247,112.0
248,23.2,248,203.0
249,34.17,249,69.0
250,45.78,250,15.0
251,27.0,251,142.0
252,24.98,252,170.0
253,32.45,253,91.0
254,40.44,254,35.0
255,26.34,255,150.0
256,19.05,256,285.0
257,17.76,257,308.0
258,23.55,258,195.0
259,22.67,259,214.0
260,35.13,260,62.0
261,38.92,261,40.0
262,28.54,262,125.0
263,33.06,263,78.0
264,29.5,264,114.0
265,27.17,265,139.0
266,23.41,266,199.0
267,14.67,267,370.0
268,39.24,268,39.0
269,21.79,269,233.0
270,21.76,270,235.0
271,17.18,271,319.0
272,13.68,272,390.0
273,17.47,273,311.0
274,14.89,274,364.0
275,16.52,275,337.0
276,11.81,276,430.0
277,11.35,277,438.0
278,17.82,278,307.0
279,11.44,279,436.0
280,15.19,280,356.0
281,17.13,281,322.0
282,18.5,282,293.0
283,9.57,283,472.0
284,6.56,284,572.0
285,6.64,285,566.0
286,5.46,286,620.0
287,8.9,287,487.0
288,5.62,288,612.0
289,6.08,289,591.0
290,6.35,290,582.0
291,5.19,291,636.0
292,5.43,292,621.0
293,3.56,293,731.0
294,4.86,294,651.0
295,2.56,295,795.0
296,2.92,296,770.0
297,5.47,297,619.0
298,3.93,298,707.0
299,5.39,299,624.0
300,3.76,300,718.0
301,6.66,301,565.0
302,2.61,302,793.0
303,3.98,303,704.0
304,4.1,304,695.0
305,4.5,305,672.0
306,4.13,306,693.0
307,3.53,307,733.0
308,2.78,308,780.0
309,2.29,309,809.0
310,1.96,310,828.0
311,15.66,311,350.0
312,14.26,312,377.0
313,31.14,313,101.0
314,25.37,314,163.0
315,19.67,315,271.0
316,19.55,316,273.0
317,28.54,317,125.0
318,38.36,318,45.0
319,21.91,319,228.0
320,27.75,320,134.0
321,26.03,321,154.0
322,20.9,322,248.0
323,21.94,323,227.0
324,32.61,324,86.0
325,46.32,325,14.0
326,23.13,326,205.0
327,25.28,327,165.0
328,32.05,328,94.0
329,40.79,329,33.0
330,34.82,330,63.0
331,28.8,331,122.0
332,31.84,332,96.0
333,44.61,333,21.0
334,48.65,334,11.0
335,23.8,335,193.0
336,24.29,336,187.0
337,23.53,337,196.0
338,26.35,338,149.0
339,41.52,339,31.0
340,38.61,340,42.0
341,29.32,341,116.0
342,19.93,342,268.0
343,20.62,343,255.0
344,32.57,344,87.0
345,12.69,345,414.0
346,22.71,346,211.0
347,36.16,347,54.0
348,21.96,348,226.0
349,20.71,349,252.0
350,19.23,350,282.0
351,24.24,351,188.0
352,25.77,352,158.0
353,4.71,353,659.0
354,5.91,354,600.0
355,6.52,355,574.0
356,4.87,356,650.0
357,5.24,357,632.0
358,5.06,358,639.0
359,4.85,359,652.0
360,7.54,360,535.0
361,4.1,361,695.0
362,9.48,362,475.0
363,7.88,363,521.0
364,5.42,364,622.0
365,3.57,365,730.0
366,4.39,366,678.0
367,3.27,367,749.0
368,3.85,368,712.0
369,3.8,369,715.0
370,4.25,370,685.0
371,2.67,371,787.0
372,5.22,372,634.0
373,5.7,373,609.0
374,4.84,374,653.0
375,11.91,375,428.0
376,8.4,376,504.0
377,8.71,377,492.0
378,25.3,378,164.0
379,45.5,379,17.0
380,36.59,380,51.0
381,16.98,381,327.0
382,15.17,382,357.0
383,35.57,383,58.0
384,24.98,384,170.0
385,18.56,385,291.0
386,13.54,386,397.0
387,48.94,387,9.0
